concept_id|concept_name|concept_code
45618193|Uridine|D014529
45618194|Urinary Diversion|D014547
45618195|Utilization Review|D014600
45618196|Uveomeningoencephalitic Syndrome|D014607
45618197|Vaccinia|D014615
45618198|Vagotomy|D014628
45618199|Valproate|D014635
45618200|Velopharyngeal Insufficiency|D014681
45618201|Vesicovaginal Fistula|D014719
45618202|Vincristine|D014750
45618203|Virginiamycin|D014769
45618204|Warfarin|D014859
45618205|Wound Healing|D014945
45618206|Xeroderma Pigmentosum|D014983
45618207|Zinc Oxide|D015034
45618208|Zoonoses|D015047
45618209|Mesna|D015080
45618210|beta-Alanine|D015091
45618211|Blotting, Southern|D015139
45618212|Cerebrospinal Fluid Pressure|D015170
45618213|Restriction Mapping|D015183
45618214|Osteoarthritis, Hip|D015207
45618215|Inflammatory Bowel Diseases|D015212
45618216|Cholesterol Ester Storage Disease|D015217
45618217|Wolman Disease|D015223
45618218|Magnetoencephalography|D015225
45618219|Epirubicin|D015251
45618220|Gene Therapy|D015316
45618221|Pyruvate Metabolism, Inborn Errors|D015323
45618222|Dry Eye Syndromes|D015352
45618223|Pefloxacin|D015366
45618224|Gastric Bypass|D015390
45618225|Mastectomy, Subcutaneous|D015414
45618226|Optic Atrophies, Hereditary|D015418
45618227|Weight Loss|D015431
45618228|Leukemia, Lymphocytic, Chronic, B-Cell|D015451
45618229|Leukemia, Myeloid, Accelerated Phase|D015465
45618230|Maxillary Sinusitis|D015523
45618231|Basophil Degranulation Test|D015549
45618232|Hyperostosis|D015576
45618233|Skin Wrinkling|D015595
45618234|Histiocytosis|D015614
45618235|Near Drowning|D015701
45618236|Fluconazole|D015725
45618237|Granuloma, Foreign-Body|D015745
45618238|Albendazole|D015766
45618239|Choroideremia|D015794
45618240|Substance Abuse Detection|D015813
45618241|Eye Infections, Fungal|D015821
45618242|Acanthamoeba Keratitis|D015823
45618243|Chondromatosis, Synovial|D015838
45618244|Anisometropia|D015858
45618245|Uveitis, Posterior|D015866
45618246|Pars Planitis|D015868
45618247|Anisocoria|D015875
45618248|Retinal Necrosis Syndrome, Acute|D015882
45618249|Hysteroscopy|D015907
45618250|Bone Marrow Transplantation|D016026
45618251|Heart Transplantation|D016027
45618252|Blood Loss, Surgical|D016063
45618253|Arachnoid Cysts|D016080
45618254|Epidermolysis Bullosa Acquisita|D016107
45618255|Sjogren-Larsson Syndrome|D016111
45618256|Spina Bifida Cystica|D016137
45618257|Lentivirus Infections|D016180
45618258|Ultrasonography, Mammary|D016217
45618259|Treatment Refusal|D016312
45618260|Guanfacine|D016316
45618261|Mammaplasty|D016462
45618262|Breast Self-Examination|D016504
45618263|Ankle Injuries|D016512
45618264|Central Nervous System Neoplasms|D016543
45618265|Fleroxacin|D016576
45618266|Panic Disorder|D016584
45618267|Cerebral Amyloid Angiopathy|D016657
45618268|Tocainide|D016677
45618269|Yang Deficiency|D016711
45618270|Root Planing|D016745
45618271|Leishmaniasis, Diffuse Cutaneous|D016774
45618272|Hypocapnia|D016857
45618273|Microsporidiosis|D016881
45618274|Endometrial Neoplasms|D016889
45618275|Carotid Stenosis|D016893
45618276|Koro|D016911
45618277|Meningitis, Bacterial|D016920
45618278|Atherectomy|D017073
45618279|Thrombectomy|D017131
45613743|potassium iodate|C039693
45613744|nitazoxanide|C041747
45610670|Ketoprofen|D007660
45610671|Kidney Failure, Chronic|D007676
45610672|Polycystic Kidney Diseases|D007690
45610673|Klippel-Trenaunay-Weber Syndrome|D007715
45610674|Knee Injuries|D007718
45610675|Labor Stage, Third|D007749
45610676|Lacrimal Duct Obstruction|D007767
45610677|Laminectomy|D007796
45610678|Laryngeal Edema|D007819
45610679|Laurence-Moon Syndrome|D007849
45610680|Legionella|D007875
45610681|Lens Diseases|D007905
45610682|Lentigo|D007911
45610683|Lesch-Nyhan Syndrome|D007926
45610684|Leukemia, Monocytic, Acute|D007948
45610685|Leukodystrophy, Metachromatic|D007966
45610686|Levamisole|D007978
45610687|Life Style|D008019
45610688|Light Coagulation|D008028
45610689|Lipodystrophy|D008060
45610690|Loxapine|D008152
45610691|Lymphocytosis|D008218
45610692|Lymphangiography|D008220
45610693|Lymphoma, Follicular|D008224
45610694|Lymphoproliferative Disorders|D008232
45610695|Magnesium Hydroxide|D008276
45610696|Malingering|D008306
45610697|Malocclusion, Angle Class III|D008313
45610698|Mandibular Neoplasms|D008339
45610699|Marek Disease|D008380
45610700|Marriage|D008393
45610701|Mastitis|D008413
45610702|Measles Vaccine|D008458
45610703|Mecamylamine|D008464
45610704|Phytotherapy|D008517
45610705|Melanoma|D008545
45610706|Melioidosis|D008554
45610707|Melorheostosis|D008557
45610708|Melphalan|D008558
45610709|Menarche|D008572
45610710|Meningitis, Listeria|D008584
45610711|Menstrual Cycle|D008597
45610712|Meprobamate|D008620
45610713|Mesoridazine|D008653
45610714|Methaqualone|D008702
45610715|Methenolone|D008710
45610716|Methocarbamol|D008721
45610717|Methohexital|D008723
45610718|Methoxamine|D008729
45610719|Methoxyflurane|D008733
45610720|Methyclothiazide|D008736
45610721|Methysergide|D008784
45610722|Mexiletine|D008801
45610723|Mezlocillin|D008802
45610724|Microcephaly|D008831
45610725|Midazolam|D008874
45610726|Plicamycin|D008926
45610727|Mitoxantrone|D008942
45610728|Mixed Connective Tissue Disease|D008947
45610729|MMPI|D008950
45610730|Molecular Conformation|D008968
45610731|Molindone|D008972
45610732|Motion Sickness|D009041
45610733|Mouth Abnormalities|D009056
45610734|Muscular Atrophy|D009133
45610735|Mushroom Poisoning|D009145
45610736|Mutation|D009154
45610737|Nafcillin|D009254
45610738|Necatoriasis|D009332
45610739|Nefopam|D009340
45610740|Nephelometry|D009391
45610741|Nervous System Malformations|D009421
45610742|Neurodermatitis|D009450
45610743|Neurofibroma|D009455
45610744|Neurologic Deficits|D009461
45610745|LE Cells|D009504
45610746|Nevus of Ota|D009507
45610747|Nialamide|D009526
45610748|Nicotine|D009538
45610749|Nicotinyl Alcohol|D009540
45610750|Nifurtimox|D009547
45610751|Noma|D009625
45610752|Norgestrel|D009644
45610753|Nose Diseases|D009668
45610754|Nursing Care|D009732
45610755|Night Blindness|D009755
45610756|Nystatin|D009761
45610757|Obesity, Morbid|D009767
45610758|Obidoxime|D009768
45610759|Dermatitis, Occupational|D009783
45610760|Occupational Diseases|D009784
45610761|Occupational Therapy|D009788
45610762|Ochronosis|D009794
45610763|Oesophagostomiasis|D009814
45610764|Endophthalmitis|D009877
45610765|Ophthalmia, Sympathetic|D009879
45610766|Opportunistic Infections|D009894
45610767|Orciprenaline|D009921
45610768|Orphenadrine|D009966
45610769|Ossification, Physiologic|D010012
45612197|Fractures, Stress|D015775
45612198|Betaxolol|D015784
45612199|Erythema Chronicum Migrans|D015787
45612200|Ocular Motility Disorders|D015835
45612201|Iridocyclitis|D015863
45612202|Panuveitis|D015864
45612203|Uveitis, Intermediate|D015867
45612204|Miosis|D015877
45612205|Thrombolytic Therapy|D015912
45612206|Penile Prosthesis|D015917
45612207|Neonatal Screening|D015997
45612208|Skin Transplantation|D016038
45612209|Oligohydramnios|D016104
45612210|Ichthyosiform Erythroderma, Congenital|D016113
45612211|Immunophenotyping|D016130
45612212|Spinal Dysraphism|D016135
45612213|Esophagogastroduodenoscopy|D016145
45612214|Carboplatin|D016190
45612215|Dental Implantation, Subperiosteal|D016299
45612216|Bankruptcy|D016361
45612217|Ovarian Hyperstimulation Syndrome|D016471
45612218|Needle Sharing|D016485
45612219|Head Injuries, Closed|D016489
45612220|Fluorescent Treponemal Antibody-Absorption Test|D016508
45612221|CD4-CD8 Ratio|D016516
45612222|Paternity Leave|D016524
45612223|Bronchial Hyperreactivity|D016535
45612224|Gangliosidosis, GM1|D016537
45612225|Purpura, Thrombocytopenic, Idiopathic|D016553
45612226|Seasonal Affective Disorder|D016574
45612227|Hidradenitis|D016575
45612228|Needlestick Injuries|D016602
45612229|Eosinophilia-Myalgia Syndrome|D016603
45612230|Cancer, Second Primary|D016609
45612231|Universal Precautions|D016635
45612232|Scleroplasty|D016639
45612233|Encephalopathy, Bovine Spongiform|D016643
45612234|Bone Remodeling|D016723
45612235|Proctocolectomy, Restorative|D016737
45612236|Death, Sudden, Cardiac|D016757
45612237|Ciliophora Infections|D016770
45612238|Malaria, Cerebral|D016779
45612239|Muromonab-CD3|D016853
45612240|POEMS Syndrome|D016878
45612241|Angiomatosis, Bacillary|D016917
45612242|Coronary Angiography|D017023
45612243|Epilepsy, Frontal Lobe|D017034
45612244|Polycystic Kidney, Autosomal Recessive|D017044
45612245|Cholecystectomy, Laparoscopic|D017081
45612246|alpha-Thalassemia|D017085
45612247|Porphyria, Erythropoietic|D017092
45612248|Liver Failure|D017093
45612249|Embolectomy|D017128
45612250|Infusions, Intraosseous|D017148
45612251|Skin Diseases, Viral|D017193
45612252|Blood Patch, Epidural|D017217
45612253|Cordocentesis|D017218
45612254|Eye Evisceration|D017234
45612255|Cilazapril|D017315
45612256|Remoxipride|D017330
45612257|Skin Diseases, Vascular|D017445
45612258|Marital Status|D017533
45612259|Myelinolysis, Central Pontine|D017590
45612260|Petrosal Sinus Sampling|D017591
45612261|Kleine-Levin Syndrome|D017593
45612262|Hemibody Irradiation|D017619
45612263|Retropharyngeal Abscess|D017703
45612264|Platelet Transfusion|D017713
45612265|Guyon Syndrome|D017769
45612266|Nedocromil|D017835
45612267|Azithromycin|D017963
45612268|Enoxaparin|D017984
45612269|Flavivirus Infections|D018177
45612270|Flaviviridae Infections|D018178
45612271|Carcinoma, Adenosquamous|D018196
45612272|Nephroma, Mesoblastic|D018201
45612273|Fibroma, Ossifying|D018214
45612274|Osteosarcoma, Juxtacortical|D018217
45612275|Fibromatosis, Abdominal|D018221
45612276|Dermatofibrosarcoma|D018223
45612277|Angiofibroma|D018322
45612278|Nonsense Mutation|D018389
45612279|Protein S Deficiency|D018455
45612280|Placenta, Retained|D018457
45612281|Anesthetics, General|D018681
45612282|Fontan Procedure|D018729
45612283|Perinatal Care|D018743
45612284|Encephalitis, Viral|D018792
45612285|Sepsis|D018805
45612286|Aphasia, Conduction|D018886
45612287|Bronchoalveolar Lavage|D018893
45613706|dexchlorpheniramine|C018904
45613707|flubendazole|C018945
45613708|mecobalamin|C019476
45613709|4-dimethylaminophenol|C020292
45613710|tioconazole|C020527
45613711|bamipine|C020867
45613712|oxiconazole|C022155
45613713|chromic chloride|C022990
45613714|tetroxoprim|C023507
45613715|chlorine dioxide|C025109
45613716|manganese chloride|C025340
45613717|fenproporex|C026013
45613718|oxilofrin|C026055
45613719|indanazoline|C027634
45613720|zirconium oxide|C028541
45613721|camphoric acid 1-methyl ester|C029077
45613722|ferrous chloride|C029451
45613723|ethyl loflazepate|C029617
45613724|cupric chloride|C029892
45613725|phosphoric acid|C030242
45613726|malic acid|C030298
45613727|picolinic acid|C030614
45613728|magnesium phosphate|C030781
45613729|cupric oxide|C030973
45613730|Gestodene|C033273
45613731|iotrolan|C033300
45613732|sulconazole|C033308
45613733|medifoxamine|C034065
45613734|danaparoid|C035838
45613735|bopindolol|C036007
45613736|brodimoprim|C037079
45613737|potassium carbonate|C037593
45613738|ropivacaine|C037663
45613739|terconazole|C037815
45613740|cadexomer iodine|C038634
45613741|methyl anthranilate|C038892
45613742|amorolfine|C038974
45613745|1 alpha-hydroxyergocalciferol|C042533
45613746|emedastine|C043345
45613747|acamprosate|C043877
45613748|miglitol|C045621
45613749|venlafaxine|C047426
45613750|alfuzosin|C047638
45613751|piroctone olamine|C052599
45613752|tirilazad|C053355
45613753|roxatidine|C053742
45613754|clopidogrel|C055162
45613755|mosapride|C062720
45613756|L1 protein, Human papillomavirus type 16|C063317
45613757|fluvastatin|C065180
45613758|ferumoxides|C065507
45613759|meloxicam|C065757
45613760|sertindole|C066304
45613761|tolcapone|C066340
45613762|fulvestrant|C070081
45613763|entacapone|C071192
45613764|iocetamic acid|C073259
45613765|clofezone|C073326
45613766|Levosimendan|C076731
45613767|donepezil|C076946
45613768|cresol|C077977
45613769|gatifloxacin|C078049
45613770|periciazine|C084584
45613771|chlorcyclizine|C084597
45613772|paricalcitol|C084656
45613773|carbromal|C084812
45613774|tazarotene|C086827
45613775|interferon beta 1a|C086937
45613776|gadobutrol|C090600
45613777|calcium pidolate|C092985
45613778|zinc bromide|C093802
45613779|reviparin|C094240
45613780|orbifloxacin|C095163
45613781|tolterodine|C099041
45613782|dyclonine|C100063
45613783|terizidone|C100142
45613784|ethinamate|C100198
45613785|fomocain|C100275
45613786|medrysone|C100283
45613787|poldine|C100295
45613788|sildenafil|C101426
45613789|cisatracurium|C101584
45613790|alitretinoin|C103303
45613791|ethyl hexyl salicylate|C103422
45613792|magnesium orotate|C104468
45613793|celecoxib|C105934
45613794|colesevelam|C107058
45613795|climbazole|C108286
45613796|trastuzumab|C112748
45613797|dalfopristin|C113826
45613798|aprepitant|C114556
45613799|fructooligosaccharide|C116580
45613800|clevidipine|C118563
45613801|calcium acetate|C120662
45613802|bortezomib|C400082
45613803|temsirolimus|C401859
45613804|certoparin|C403769
45613805|valdecoxib|C406224
45613806|nepafenac|C414203
45613807|pralatrexate|C418863
45613808|etoricoxib|C422649
45613809|abarelix|C423508
45613810|treprostinil|C427248
45613811|thiosalicylic acid|C441201
45613812|aliskiren|C446481
45613813|emodepside|C468987
45613814|bevacizumab|C469428
45613815|complement C1s inhibitor, human|C469952
45613816|nicoboxil|C473307
45613817|benproperine|C477447
45615230|Cleft Palate-Lateral Synechia Syndrome|C563047
45615231|Glucocorticoid-Remediable Aldosteronism|C563177
45615232|Hyperhidrosis Palmaris Et Plantaris|C563185
45615233|Genochondromatosis|C563215
45615234|Brachyolmia Type 2|C563218
45615235|Macular Corneal Dystrophy, Type II|C563270
45615236|CdLS, X-Linked|C563284
45615237|Maple Syrup Urine Disease, Type III|C565415
45615238|Cystinosis, Infantile Nephropathic|C565655
45615239|Erythrokeratodermia, Progressive Symmetric|C566591
45615240|Papillomatosis, Familial Cutaneous|C566832
45615241|Ar Deficiency|C569372
45615242|eslicarbazepine|C571001
45615243|Ectrodactyly|C574275
45615244|tildipirosin|C576258
45615245|Abdominal Injuries|D000007
45615246|Congenital Abnormalities|D000013
45615247|Abortion, Induced|D000028
45615248|Abortion, Missed|D000030
45615249|Abortion, Therapeutic|D000032
45615250|Abortion, Threatened|D000033
45615251|Absenteeism|D000041
45615252|Acanthocytes|D000050
45615253|Acetone|D000096
45615254|Vestibulocochlear Nerve Diseases|D000160
45615255|Actinomycosis, Cervicofacial|D000197
45615256|Acute Disease|D000208
45615257|Adenine|D000225
45615258|Pharyngo-Conjunctival Fever|D000258
45615259|Adrenocorticotropic Hormone|D000324
45615260|Alexithymia|D000342
45615261|Afibrinogenemia|D000347
45615262|Afterimage|D000360
45615263|Agglutination Tests|D000372
45615264|Aggression|D000374
45615265|Agnosia|D000377
45615266|Albuterol|D000420
45615267|Alcohol Amnestic Disorder|D000425
45615268|Allopurinol|D000493
45615269|Aluminum Hydroxide|D000536
45615270|Aminacrine|D000585
45615271|Ammonia|D000641
45615272|Amrinone|D000676
45615273|Amsacrine|D000677
45615274|Amyloidosis|D000686
45615275|Anaphylaxis|D000707
45615276|Anaplasmosis|D000712
45615277|Anemia, Hemolytic, Congenital|D000745
45615278|Anemia, Myelophthisic|D000750
45615279|Anemia, Sickle Cell|D000755
45615280|Anemia, Sideroblastic|D000756
45615281|Angina Pectoris, Variant|D000788
45615282|Angiolymphoid Hyperplasia with Eosinophilia|D000796
45615283|Ankylosis|D000844
45615284|Sodium Stibogluconate|D000967
45615285|Antibodies, Antinuclear|D000974
45615286|Anxiety Disorders|D001008
45615287|Anxiety, Castration|D001009
45615288|Coronary Artery Bypass|D001026
45615289|Apnea|D001049
45615290|Arteriovenous Malformations|D001165
45615291|Arteriovenous Shunt, Surgical|D001166
45615292|Arthritis, Infectious|D001170
45615293|Arthroplasty|D001178
45615294|Asparaginase|D001215
45615295|Aspergillosis|D001228
45615296|Aspirin|D001241
45615297|Asthenia|D001247
45615298|Astigmatism|D001251
45615299|Auditory Diseases, Central|D001304
45615300|Aztreonam|D001398
45615301|Back Pain|D001416
45615302|Balanitis|D001446
45615303|Balkan Nephropathy|D001449
45615304|Base Sequence|D001483
45615305|Behcet Syndrome|D001528
45615306|Betahistine|D001621
45615307|Biopsy|D001706
45615308|Bird Fancier's Lung|D001716
45615309|Blastomycosis|D001759
45615310|Blepharoptosis|D001763
45615311|Carbon Dioxide Partial Pressure Determination, Transcutaneous|D001785
45615312|Bone Diseases, Developmental|D001848
45615313|Bone Marrow Examination|D001856
45615314|Bordetella Infections|D001885
45615315|Boron|D001895
45615316|Brain Injuries|D001930
45615317|Bronchogenic Cyst|D001994
45615318|Bronchoscopy|D001999
45615319|Bronchospirometry|D002000
45615320|Brucellosis|D002006
45615321|Bufexamac|D002019
45615322|Bulimia|D002032
45615323|Bumetanide|D002034
45616756|Moyamoya Disease|D009072
45616757|Multiple Organ Failure|D009102
45616758|Multiple Sclerosis|D009103
45616759|Multiple Trauma|D009104
45616760|Muscle Hypotonia|D009123
45616761|Muscle Rigidity|D009127
45616762|Musculoskeletal Diseases|D009140
45616763|Music Therapy|D009147
45616764|Myocardial Infarction|D009203
45616765|Myocardial Revascularization|D009204
45616766|Myoma|D009214
45616767|Myopia|D009216
45616768|Myotonic Dystrophy|D009223
45616769|Myxoma|D009232
45616770|NAD|D009243
45616771|Nasopharyngitis|D009304
45616772|Neonatal Abstinence Syndrome|D009357
45616773|Congenital Disorders|D009358
45616774|Wilms Tumor|D009396
45616775|Nerve Crush|D009409
45616776|Nervous System Neoplasms|D009423
45616777|Netilmicin|D009428
45616778|Neuroblastoma|D009447
45616779|Neurocirculatory Asthenia|D009449
45616780|Neuroleptanalgesia|D009458
45616781|Neuropsychological Tests|D009483
45616782|Neurotic Disorders|D009497
45616783|Nevus|D009506
45616784|Nevus, Pigmented|D009508
45616785|Newcastle Disease|D009521
45616786|Nifuratel|D009545
45616787|Nikethamide|D009552
45616788|Nimodipine|D009553
45616789|Nitrendipine|D009568
45616790|Nitric Oxide|D009569
45616791|Nitrogen|D009584
45616792|Noonan Syndrome|D009634
45616793|Norethandrolone|D009639
45616794|Norethindrone|D009640
45616795|Nortriptyline|D009661
45616796|Nucleic Acid Conformation|D009690
45616797|Nystagmus, Pathologic|D009759
45616798|Nystagmus, End-Position|D009760
45616799|Odontogenic Cysts|D009807
45616800|Onchocerciasis|D009855
45616801|Blind Spot|D009898
45616802|Oral Submucous Fibrosis|D009914
45616803|Oropharyngeal Neoplasms|D009959
45616804|Osmotic Fragility|D009996
45616805|Osteitis|D010000
45616806|Osteitis Deformans|D010001
45616807|Osteomalacia|D010018
45616808|Osteonecrosis|D010020
45616809|Osteoradionecrosis|D010025
45616810|Otitis Media, Suppurative|D010035
45616811|Oxamniquine|D010073
45616812|Oxycodone|D010098
45616813|Oxymetholone|D010110
45616814|Oxytocin|D010121
45616815|Pancreaticojejunostomy|D010193
45616816|Pancreatin|D010194
45616817|Pancytopenia|D010198
45616818|Paramethasone|D010248
45616819|Paratuberculosis|D010283
45616820|Paresthesia|D010292
45616821|Paronychia|D010304
45616822|Patch Tests|D010328
45616823|Patient Advocacy|D010344
45616824|Patient Education as Topic|D010353
45616825|Patient Transfer|D010360
45616826|Lice Infestations|D010373
45616827|Peer Review|D010380
45616828|Peliosis Hepatis|D010382
45616829|Penicillamine|D010396
45616830|Penile Diseases|D010409
45616831|Penile Neoplasms|D010412
45616832|Pentazocine|D010423
45616833|Pentylenetetrazole|D010433
45616834|Peptic Ulcer Perforation|D010439
45616835|Endopeptidases|D010450
45616836|Perazine|D010464
45616837|Periapical Diseases|D010483
45616838|Gingival Bleeding on Probing|D010512
45616839|Pertussis Vaccine|D010567
45616840|Pharyngeal Neoplasms|D010610
45616841|Pharyngectomy|D010611
45616842|Phenazocine|D010620
45616843|Phenobarbital|D010634
45616844|Phenotype|D010641
45616845|Phlebography|D010690
45616846|Photochemotherapy|D010778
45616847|Piedra|D010854
45616848|Pipobroman|D010885
45616849|Pirinitramide|D010892
45616850|Platelet Count|D010976
45616851|Pleural Neoplasms|D010997
45616852|Pleuropneumonia|D011001
45616853|Pneumatosis Cystoides Intestinalis|D011006
45618280|Nonoxynol-9|D017137
45618281|Myocardial Ischemia|D017202
45618282|Mitochondrial Encephalomyopathies|D017237
45618283|Enzyme Multiplied Immunoassay Technique|D017248
45618284|Goserelin|D017273
45618285|Polymyositis|D017285
45618286|Polysomnography|D017286
45618287|HELLP Syndrome|D017359
45618288|Ichthyosis, Lamellar|D017490
45618289|Keratosis, Seborrheic|D017492
45618290|Pityriasis Lichenoides|D017514
45618291|Aneurysm, False|D017541
45618292|Surgical Procedures, Elective|D017558
45618293|Parasystole|D017574
45618294|Ultrasonography, Doppler, Transcranial|D017585
45618295|Hyperandrogenism|D017588
45618296|Myopathies, Nemaline|D017696
45618297|Cytomegalovirus Retinitis|D017726
45618298|Amyloid Neuropathies|D017772
45618299|Granuloma, Pyogenic|D017789
45618300|Widowhood|D017805
45618301|Photopheresis|D017893
45618302|Dalteparin|D017985
45618303|Glucose Intolerance|D018149
45618304|Endolymphatic Hydrops|D018159
45618305|Morbillivirus Infections|D018185
45618306|Pneumovirus Infections|D018186
45618307|Hemangioma, Sclerosing|D018219
45618308|Seminoma|D018239
45618309|Neuroectodermal Tumors, Primitive|D018242
45618310|Adenocarcinoma, Sebaceous|D018266
45618311|Hutchinson's Melanotic Freckle|D018327
45618312|Nevus, Epithelioid and Spindle Cell|D018332
45618313|Rhabdoid Tumor|D018335
45618314|Alphavirus Infections|D018354
45618315|Neuroendocrine Tumors|D018358
45618316|Thyroid Hormone Resistance Syndrome|D018382
45618317|Homosexuality, Male|D018451
45618318|Soft Tissue Infections|D018461
45618319|Early Intervention (Education)|D018479
45618320|Nutritional Support|D018529
45618321|Pregnancy, High-Risk|D018566
45618322|Homebound Persons|D018577
45618323|Diet, Fat-Restricted|D018752
45618324|Hantavirus Infections|D018778
45618325|Tension-Type Headache|D018781
45618326|Tricuspid Atresia|D018785
45618327|Ventricular Premature Complexes|D018879
45618328|Heat Stroke|D018883
45618329|Peroxisomal Disorders|D018901
45618330|Fournier Gangrene|D018934
45618331|Bone Marrow Neoplasms|D019046
45618332|Electrophoresis, Capillary|D019075
45618333|Iron Metabolism Disorders|D019189
45618334|Iron Overload|D019190
45618335|Xanthomatosis, Cerebrotendinous|D019294
45618336|Hematologic Neoplasms|D019337
45618337|Zinc Acetate|D019345
45618338|Sodium Acetate|D019346
45618339|Calcium Citrate|D019355
45618340|Indinavir|D019469
45618341|Capillary Leak Syndrome|D019559
45618342|Echocardiography, Four-Dimensional|D019561
45618343|Aging, Premature|D019588
45618344|Uterine Inversion|D019687
45618345|Corneal Topography|D019781
45618346|Linoleate|D019787
45618347|Budesonide|D019819
45618348|Elimination Disorders|D019960
45618349|Alcohol-Related Disorders|D019973
45618350|Heterosexuality|D020010
45618351|Genetic Predisposition to Disease|D020022
45618352|Zygomycosis|D020096
45618353|Phenolphthalein|D020113
45618354|Hemostatic Disorders|D020141
45618355|Chorea Gravidarum|D020150
45618356|Salicylic Acid|D020156
45618357|Sleep Disorders, Circadian Rhythm|D020178
45618358|Sleep Paralysis|D020188
45618359|Nocturnal Myoclonus Syndrome|D020189
45618360|Myoclonic Epilepsy, Juvenile|D020190
45618361|Cerebral Hemorrhage, Traumatic|D020202
45618362|Gait Apraxia|D020235
45618363|Amnesia, Transient Global|D020236
45618364|Middle Cerebral Artery Syndrome|D020244
45618365|Postoperative Nausea and Vomiting|D020250
45618366|Tooth Ankylosis|D020254
45618367|MPTP Poisoning|D020267
45618368|Alcohol Withdrawal Seizures|D020270
45610782|Parasitic Diseases|D010272
45610770|Oxacillin|D010068
45610771|Oxygen Inhalation Therapy|D010102
45610772|Pancoast Syndrome|D010178
45610773|Pancreatic Cyst|D010181
45610774|Pancreatic Fistula|D010185
45610775|Pancreatic Pseudocyst|D010192
45610776|Papilledema|D010211
45610777|Papillon-Lefevre Disease|D010214
45610778|Phlebotomus Fever|D010217
45610779|Paraganglioma, Extra-Adrenal|D010236
45610780|Parakeratosis|D010241
45610781|Paranasal Sinus Diseases|D010254
45610783|Parenteral Nutrition|D010288
45610784|Paromomycin|D010303
45610785|Passive-Aggressive Personality Disorder|D010324
45610786|Voluntary Admission|D010343
45610787|Patient Participation|D010358
45610788|Pemphigus|D010392
45610789|Penicillin G|D010400
45610790|Pentoxifylline|D010431
45610791|Pepsin A|D010434
45610792|Perfusion|D010477
45610793|Periodontal Diseases|D010510
45610794|Periodontitis|D010518
45610795|Peripheral Nervous System Diseases|D010523
45610796|Peripheral Nervous System Neoplasms|D010524
45610797|Peritoneal Dialysis, Continuous Ambulatory|D010531
45610798|Peritoneal Diseases|D010532
45610799|Perphenazine|D010546
45610800|Pest Control|D010571
45610801|Petrolatum|D010577
45610802|Pharyngitis|D010612
45610803|Phencyclidine Abuse|D010623
45610804|Phenoxybenzamine|D010643
45610805|Phenylephrine|D010656
45610806|Phytosterols|D010840
45610807|Picornaviridae Infections|D010850
45610808|Pilonidal Sinus|D010864
45610809|Pinealoma|D010871
45610810|Piracetam|D010889
45610811|Plethysmography, Impedance|D010992
45610812|Pneumonia, Pneumococcal|D011018
45610813|Pneumonia, Viral|D011024
45610814|Pneumoperitoneum|D011027
45610815|Podophyllotoxin|D011034
45610816|Poliomyelitis|D011051
45610817|Poliovirus Vaccine, Oral|D011055
45610818|Polyvinyl Alcohol|D011142
45610819|Portasystemic Shunt, Surgical|D011170
45610820|Postoperative Care|D011182
45610821|Prader-Willi Syndrome|D011218
45610822|Prajmaline|D011219
45610823|Pregnancy|D011247
45610824|Pregnancy Trimester, First|D011261
45610825|Pregnancy, Ectopic|D011271
45610826|Prilocaine|D011318
45610827|Primidone|D011324
45610828|Procetofen|D011345
45610829|Proctocolitis|D011350
45610830|Proscillaridin|D011442
45610831|Proteins|D011506
45610832|Prurigo|D011536
45610833|Pruritus Vulvae|D011539
45610834|Psychoses, Alcoholic|D011604
45610835|Psychosexual Development|D011606
45610836|Puberty, Delayed|D011628
45610837|Puerperal Disorders|D011644
45610838|Pulmonary Valve Stenosis|D011666
45610839|Pupil Disorders|D011681
45610840|Pyelonephritis, Xanthogranulomatous|D011705
45610841|Pyridostigmine|D011729
45610842|Pyrimethamine|D011739
45610843|Quadriplegia|D011782
45610844|Quinacrine Monohydrochloride|D011796
45610845|Quinine|D011803
45610846|Radiation Effects|D011830
45610847|Radicular Cyst|D011842
45610848|Radius Fractures|D011885
45610849|Raynaud Disease|D011928
45610850|Refsum Disease|D012035
45610851|Regression (Psychology)|D012043
45610852|Repression, Psychology|D012094
45610853|Respiratory Therapy|D012138
45610854|Restless Legs Syndrome|D012148
45610855|Rheumatic Fever|D012213
45610856|Rheumatic Diseases|D012216
45610857|Rifamycins|D012294
45610858|Role Playing|D012381
45610859|Rose Bengal|D012395
45610860|Rubella|D012409
45610861|Salivary Duct Calculi|D012465
45610862|Salmonella Food Poisoning|D012478
45610863|Salmonella Infections|D012480
45610864|Scleroderma, Systemic|D012595
45612288|Photorefractive Keratectomy|D018903
45612289|Acupressure|D019050
45612290|Depression, Postpartum|D019052
45612291|Conization|D019092
45612292|Potassium Acetate|D019347
45612293|Human Growth Hormone|D019382
45612294|Shoulder Impingement Syndrome|D019534
45612295|Intracranial Hypertension|D019586
45612296|Arthroplasty, Replacement, Knee|D019645
45612297|Miller Fisher Syndrome|D019846
45612298|Thrombophilia|D019851
45612299|Dyskeratosis Congenita|D019871
45612300|Breast Implantation|D019928
45612301|Maxillofacial Prosthesis Implantation|D019931
45612302|Reactive Attachment Disorder|D019962
45612303|Amphetamine-Related Disorders|D019969
45612304|Visually Impaired Persons|D019987
