id|drug_HOI_relationship|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
22948|1111243-36009756|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7r5|COUNT
22949|1111243-36211188|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7r6|COUNT
22950|1111243-36718422|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7r7|COUNT
22951|1111243-35708688|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7r8|COUNT
22952|1111243-36517147|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7r9|COUNT
22953|1111243-36110716|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ra|COUNT
22954|1111243-37019456|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rb|COUNT
22955|1111243-37622449|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rc|COUNT
22956|1111243-37219945|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rd|COUNT
22957|1111243-36416482|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7re|COUNT
22958|1111243-36311940|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rf|COUNT
22959|1111243-37019449|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rg|COUNT
22960|1111243-37219802|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rh|COUNT
22961|1111243-36311980|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ri|COUNT
22962|1111243-35204948|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rj|COUNT
22963|1111243-36718555|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rk|COUNT
22964|1111243-37019425|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rl|COUNT
22965|1111243-35809076|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rm|COUNT
22966|1111243-36314155|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rn|COUNT
22967|1111243-36718321|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ro|COUNT
22968|1111243-35708690|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rp|COUNT
22969|1111243-37320120|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rq|COUNT
22970|1111243-35506790|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rr|COUNT
22971|1111243-36110933|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rs|COUNT
22972|1111243-35606985|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rt|COUNT
22973|1111243-36516812|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ru|COUNT
22974|1111243-36316379|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rv|COUNT
22975|1111243-36311923|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rw|COUNT
22976|1111243-36718235|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rx|COUNT
22977|1111243-37019423|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ry|COUNT
22978|1111243-35708187|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7rz|COUNT
22979|1111243-36009783|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s0|COUNT
22980|1111243-35205167|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s1|COUNT
22981|1111243-36009700|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s2|COUNT
22982|19071718-35809077|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s3|COUNT
22983|19071718-36009754|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s4|COUNT
22984|19071718-36718379|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s5|COUNT
22985|19071718-36314685|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s6|COUNT
22986|19071718-35708093|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s7|COUNT
22987|19071718-35708603|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s8|COUNT
22988|19071718-35708202|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7s9|COUNT
22989|19071718-35205189|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sa|COUNT
22990|19071718-35104883|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sb|COUNT
22991|19071718-36110782|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sc|COUNT
22992|19071718-35809079|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sd|COUNT
22993|19071718-35708154|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7se|COUNT
22994|19071718-35809082|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sf|COUNT
22995|19071718-35104074|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sg|COUNT
22996|19071718-36516833|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sh|COUNT
22997|19071718-35809059|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7si|COUNT
22998|19071718-35707713|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sj|COUNT
22999|19071718-36416654|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sk|COUNT
23000|19071718-36416637|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sl|COUNT
23001|19071718-36009707|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sm|COUNT
23002|19071718-35104691|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sn|COUNT
23003|19071718-36416501|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7so|COUNT
23004|19071718-35909501|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sp|COUNT
23005|19071718-36516886|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sq|COUNT
23006|19071718-35809076|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sr|COUNT
23007|19071718-35909594|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ss|COUNT
23008|19071718-36516812|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7st|COUNT
23009|19071718-36313573|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7su|COUNT
23010|19071718-37219907|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sv|COUNT
23011|19071718-36009711|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sw|COUNT
23012|19071718-36416638|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sx|COUNT
23013|19071718-37622529|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sy|COUNT
23014|19071718-36009951|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7sz|COUNT
23015|19071718-36516837|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t0|COUNT
23016|19071718-36110597|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t1|COUNT
23017|19071718-35809054|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t2|COUNT
23018|19071718-35506609|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t3|COUNT
23019|19071718-36312525|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t4|COUNT
23020|19071718-36416485|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t5|COUNT
23021|19071718-36416644|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t6|COUNT
23022|19071718-36516957|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t7|COUNT
23023|19071718-35809072|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t8|COUNT
23024|19071718-35104100|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7t9|COUNT
23025|19071718-35708208|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ta|COUNT
23026|19071718-35506628|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tb|COUNT
23027|19071718-37320212|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tc|COUNT
23028|19071718-36516876|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7td|COUNT
23029|19071718-37219850|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7te|COUNT
23030|19071718-36313605|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tf|COUNT
23031|19071718-35809310|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tg|COUNT
23032|19071718-37320268|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7th|COUNT
23033|19071718-35708642|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ti|COUNT
23034|19071718-36918942|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tj|COUNT
23035|19071718-36110584|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tk|COUNT
23036|19071718-36516888|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tl|COUNT
23037|19071718-36313224|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tm|COUNT
23038|19071718-37119473|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tn|COUNT
23039|19071718-36312538|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7to|COUNT
23040|19071718-36009783|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tp|COUNT
23041|19071718-36718555|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tq|COUNT
23042|19071718-36416526|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tr|COUNT
23043|19071718-36009756|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ts|COUNT
23044|19071718-35809210|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tt|COUNT
23045|19071718-35708139|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tu|COUNT
23046|19071718-35205038|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tv|COUNT
23047|19071718-35104746|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tw|COUNT
23048|19071718-36315593|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tx|COUNT
23049|19071718-35909612|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ty|COUNT
23050|19071718-36718526|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7tz|COUNT
23051|19071718-35707907|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u0|COUNT
23052|19071718-36416671|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u1|COUNT
23053|19071718-36313359|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u2|COUNT
23054|19071718-35909577|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u3|COUNT
23055|19071718-36110933|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u4|COUNT
23056|19071718-35104101|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u5|COUNT
23057|19071718-36009918|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u6|COUNT
23058|19071718-35809225|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u7|COUNT
23059|19071718-35607031|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u8|COUNT
23060|19071718-36009724|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7u9|COUNT
23061|19071718-35506448|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ua|COUNT
23062|19071718-35909625|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ub|COUNT
23063|19071718-36718132|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ud|COUNT
23064|19071718-37622449|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ue|COUNT
23065|19071718-36313550|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uf|COUNT
23066|19071718-35205272|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ug|COUNT
23067|19071718-36313593|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uh|COUNT
23068|19071718-36919209|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ui|COUNT
23069|19071718-35104812|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uj|COUNT
23070|19071718-37219810|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uk|COUNT
23071|19071718-37019321|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ul|COUNT
23072|19071718-35909518|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7um|COUNT
23073|19071718-36009950|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7un|COUNT
23074|19071718-36918858|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uo|COUNT
23075|19071718-35809243|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7up|COUNT
23076|19071718-37019318|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uq|COUNT
23077|19071718-36416512|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ur|COUNT
23078|19071718-36416514|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7us|COUNT
23079|19071718-36416643|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ut|COUNT
23080|19071718-35104871|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uu|COUNT
23081|19071718-35506601|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uv|COUNT
23082|19071718-35205025|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uw|COUNT
23083|19071718-36009799|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ux|COUNT
23084|19071718-35506786|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uy|COUNT
23085|19071718-36009829|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7uz|COUNT
23086|19071718-36315572|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v0|COUNT
23087|19071718-35202482|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v1|COUNT
23088|19071718-36313602|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v2|COUNT
23089|19096595-36416512|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v3|COUNT
23090|19096595-37220014|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v4|COUNT
23091|19096595-37320143|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v5|COUNT
23092|19096595-36110915|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v6|COUNT
23093|19096595-36416551|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v7|COUNT
23094|19096595-37220007|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v8|COUNT
23095|19096595-35406319|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7v9|COUNT
23096|19096595-36110552|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7va|COUNT
23097|19096595-36516967|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vb|COUNT
23098|19096595-35708208|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vc|COUNT
23099|19096595-35606824|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vd|COUNT
23100|19096595-36110570|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ve|COUNT
23101|19096595-36009711|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vf|COUNT
23102|19096595-35708093|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vg|COUNT
23103|19096595-36111047|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vh|COUNT
23104|19096595-35506459|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vi|COUNT
23105|19096595-36110930|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vj|COUNT
23106|19096595-36211385|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vk|COUNT
23107|19096595-36009918|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vl|COUNT
23108|19096595-36918860|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vm|COUNT
23109|19096595-37219907|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vn|COUNT
23110|19096595-37622449|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vo|COUNT
23111|19096595-36009735|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vp|COUNT
23112|19096595-36718132|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vq|COUNT
23113|19096595-37320212|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vr|COUNT
23114|19096595-35606985|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vs|COUNT
23115|19096595-36009756|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vt|COUNT
23116|19096595-36110335|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vu|COUNT
23117|19096595-36718422|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vv|COUNT
23118|19096595-36718500|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vx|COUNT
23119|19096595-35809076|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vy|COUNT
23120|19096595-36211303|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7vz|COUNT
23121|19096595-36315155|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w0|COUNT
23122|19096595-36009952|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w1|COUNT
23123|19096595-35607110|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w2|COUNT
23124|19096595-36110704|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w3|COUNT
23125|19096595-35406310|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w4|COUNT
23126|19096595-36009762|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w5|COUNT
23127|19096595-37320197|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w6|COUNT
23128|19096595-35708609|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w7|COUNT
23129|19096595-36918858|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w8|COUNT
23130|19096595-35205185|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7w9|COUNT
23131|19096595-35809310|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wa|COUNT
23132|19096595-36315982|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wb|COUNT
23133|19096595-36919059|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wc|COUNT
23134|19096595-37219945|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wd|COUNT
23135|19096595-35809243|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7we|COUNT
23136|19096595-36918942|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wf|COUNT
23137|19096595-35607031|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wg|COUNT
23138|19096595-37219802|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wh|COUNT
23139|19096595-36919149|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wi|COUNT
23140|19096595-35104181|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wj|COUNT
23141|19096595-35506452|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wk|COUNT
23142|19096595-35707907|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wl|COUNT
23143|19096595-36516749|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wm|COUNT
23144|19096595-35708603|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wn|COUNT
23145|19096595-36009700|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wo|COUNT
23146|19096595-35104822|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wp|COUNT
23147|19096595-36312159|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wq|COUNT
23148|19096595-36516837|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wr|COUNT
23149|19096595-35104746|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7ws|COUNT
23150|19096595-36009783|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wt|COUNT
23151|19096595-36718368|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wu|COUNT
23152|19096595-37119548|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=7wv|COUNT
