id|drug|RxNorm_Preferred_Term|HOI|MedDRA_Preferred_Term|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
5252|1308216|Lisinopril|36110697|Nasopharyngitis|aers_ebgm||5|0.5920000076|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5253|1308216|Lisinopril|36110697|Nasopharyngitis|aers_eb05||5|0.4440000057|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5254|1308216|Lisinopril|35607319|Hypoaesthesia eye|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
5255|1308216|Lisinopril|35607319|Hypoaesthesia eye|aers_ebgm||5|1.8500000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5256|1308216|Lisinopril|35607319|Hypoaesthesia eye|aers_eb05||5|0.5899999738|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5257|1310149|Warfarin|36211453|Burn oesophageal|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5258|1310149|Warfarin|36211453|Burn oesophageal|aers_ebgm||5|0.6069999933|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5259|1310149|Warfarin|36211453|Burn oesophageal|aers_eb05||5|0.1369999945|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5260|1308216|Lisinopril|36516876|Muscular weakness|aers_report_count||5|83|https://open.fda.gov/drug/event/reference/|COUNT
5261|1308216|Lisinopril|36516876|Muscular weakness|aers_ebgm||5|0.8640000224|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5262|1308216|Lisinopril|36516876|Muscular weakness|aers_eb05||5|0.7200000286|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5263|1308216|Lisinopril|35104336|Acute leukaemia|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5264|1308216|Lisinopril|35104336|Acute leukaemia|aers_ebgm||5|0.2669999897|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5265|1308216|Lisinopril|35104336|Acute leukaemia|aers_eb05||5|0.0599999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5266|1308216|Lisinopril|36211119|Fractured sacrum|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5267|1308216|Lisinopril|36211119|Fractured sacrum|aers_ebgm||5|0.7929999828|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5268|1308216|Lisinopril|36211119|Fractured sacrum|aers_eb05||5|0.1800000072|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5269|1308216|Lisinopril|36718414|Aphonia|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
5270|1308216|Lisinopril|36718414|Aphonia|aers_ebgm||5|0.7969999909|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5271|1308216|Lisinopril|36718414|Aphonia|aers_eb05||5|0.4009999931|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5272|1308216|Lisinopril|35607305|Miosis|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
5273|1308216|Lisinopril|35607305|Miosis|aers_ebgm||5|0.5130000114|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5274|1308216|Lisinopril|35607305|Miosis|aers_eb05||5|0.2419999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5275|1308216|Lisinopril|35506532|Retinal neovascularisation|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5276|1308216|Lisinopril|35506532|Retinal neovascularisation|aers_ebgm||5|1.1399999857|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5277|1308216|Lisinopril|35506532|Retinal neovascularisation|aers_eb05||5|0.2590000033|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5278|1310149|Warfarin|35606876|Keratopathy|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
5279|1310149|Warfarin|35606876|Keratopathy|aers_ebgm||5|1.6699999571|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5280|1310149|Warfarin|35606876|Keratopathy|aers_eb05||5|0.7239999771|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5281|1308216|Lisinopril|36617748|Testis cancer|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5282|1308216|Lisinopril|36617748|Testis cancer|aers_ebgm||5|0.8629999757|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5283|1308216|Lisinopril|36617748|Testis cancer|aers_eb05||5|0.1949999928|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5284|1308216|Lisinopril|35506587|Menstruation irregular|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
5285|1308216|Lisinopril|35506587|Menstruation irregular|aers_ebgm||5|0.2809999883|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5286|1308216|Lisinopril|35506587|Menstruation irregular|aers_eb05||5|0.1080000028|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5287|1308216|Lisinopril|36211458|Burns third degree|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5288|1308216|Lisinopril|36211458|Burns third degree|aers_ebgm||5|0.72299999|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5289|1308216|Lisinopril|36211458|Burns third degree|aers_eb05||5|0.1640000045|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5290|1310149|Warfarin|35607494|Optic nerve disorder|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5291|1310149|Warfarin|35607494|Optic nerve disorder|aers_ebgm||5|0.2380000055|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5292|1310149|Warfarin|35607494|Optic nerve disorder|aers_eb05||5|0.0540000014|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5293|1308216|Lisinopril|35606948|Lacrimal disorder|aers_report_count||5|7|https://open.fda.gov/drug/event/reference/|COUNT
5294|1308216|Lisinopril|35606948|Lacrimal disorder|aers_ebgm||5|0.5870000124|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5295|1308216|Lisinopril|35606948|Lacrimal disorder|aers_eb05||5|0.3100000024|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5296|1308216|Lisinopril|35809068|Stillbirth|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
5297|1308216|Lisinopril|35809068|Stillbirth|aers_ebgm||5|0.9530000091|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5298|1308216|Lisinopril|35809068|Stillbirth|aers_eb05||5|0.4140000045|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5299|1308216|Lisinopril|35305590|Congenital eyelid malformation|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5300|1308216|Lisinopril|35305590|Congenital eyelid malformation|aers_ebgm||5|1.2100000381|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5301|1308216|Lisinopril|35305590|Congenital eyelid malformation|aers_eb05||5|0.2730000019|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5302|1308216|Lisinopril|36718301|Confusional state|aers_report_count||5|199|https://open.fda.gov/drug/event/reference/|COUNT
5303|1308216|Lisinopril|36718301|Confusional state|aers_ebgm||5|0.6359999776|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5304|1308216|Lisinopril|36718301|Confusional state|aers_eb05||5|0.5659999847|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5305|1308216|Lisinopril|36919045|Emotional disorder|aers_report_count||5|16|https://open.fda.gov/drug/event/reference/|COUNT
5306|1308216|Lisinopril|36919045|Emotional disorder|aers_ebgm||5|0.3549999893|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5307|1308216|Lisinopril|36919045|Emotional disorder|aers_eb05||5|0.2329999954|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5308|1310149|Warfarin|36617644|Ovarian cancer|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
5309|1310149|Warfarin|36617644|Ovarian cancer|aers_ebgm||5|0.2919999957|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5310|1310149|Warfarin|36617644|Ovarian cancer|aers_eb05||5|0.1270000041|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5311|1310149|Warfarin|36918902|Obsessive-compulsive disorder|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5312|1310149|Warfarin|36918902|Obsessive-compulsive disorder|aers_ebgm||5|0.1030000001|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5313|1310149|Warfarin|36918902|Obsessive-compulsive disorder|aers_eb05||5|0.023|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5314|1308216|Lisinopril|36718211|Movement disorder|aers_report_count||5|10|https://open.fda.gov/drug/event/reference/|COUNT
5315|1308216|Lisinopril|36718211|Movement disorder|aers_ebgm||5|0.3089999855|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5316|1308216|Lisinopril|36718211|Movement disorder|aers_eb05||5|0.1809999943|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5317|1308216|Lisinopril|36517149|Tendon disorder|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
5318|1308216|Lisinopril|36517149|Tendon disorder|aers_ebgm||5|0.1969999969|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5319|1308216|Lisinopril|36517149|Tendon disorder|aers_eb05||5|0.063000001|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5320|1308216|Lisinopril|36617321|Malignant pleural effusion|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5321|1308216|Lisinopril|36617321|Malignant pleural effusion|aers_ebgm||5|0.4979999959|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5322|1308216|Lisinopril|36617321|Malignant pleural effusion|aers_eb05||5|0.112999998|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5323|1310149|Warfarin|36718563|Hypersomnia|aers_report_count||5|12|https://open.fda.gov/drug/event/reference/|COUNT
5324|1310149|Warfarin|36718563|Hypersomnia|aers_ebgm||5|0.3230000138|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5325|1310149|Warfarin|36718563|Hypersomnia|aers_eb05||5|0.1979999989|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5326|1310149|Warfarin|35708399|Peritoneal neoplasm|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5327|1310149|Warfarin|35708399|Peritoneal neoplasm|aers_ebgm||5|1.0099999905|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5328|1310149|Warfarin|35708399|Peritoneal neoplasm|aers_eb05||5|0.2300000042|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5329|1310149|Warfarin|37219804|Chronic obstructive pulmonary disease|aers_report_count||5|88|https://open.fda.gov/drug/event/reference/|COUNT
5330|1310149|Warfarin|37219804|Chronic obstructive pulmonary disease|aers_ebgm||5|0.7829999924|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5331|1310149|Warfarin|37219804|Chronic obstructive pulmonary disease|aers_eb05||5|0.6549999714|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5332|1310149|Warfarin|37320337|Erythromelalgia|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5333|1310149|Warfarin|37320337|Erythromelalgia|aers_ebgm||5|0.8489999771|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5334|1310149|Warfarin|37320337|Erythromelalgia|aers_eb05||5|0.1920000017|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5335|1310149|Warfarin|35707682|Gingival recession|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5336|1310149|Warfarin|35707682|Gingival recession|aers_ebgm||5|0.3759999871|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5337|1310149|Warfarin|35707682|Gingival recession|aers_eb05||5|0.0850000009|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5338|1310149|Warfarin|37520683|Leg amputation|aers_report_count||5|22|https://open.fda.gov/drug/event/reference/|COUNT
5339|1310149|Warfarin|37520683|Leg amputation|aers_ebgm||5|1.3500000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5340|1310149|Warfarin|37520683|Leg amputation|aers_eb05||5|0.9449999928|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5341|1310149|Warfarin|37622477|Thrombophlebitis superficial|aers_report_count||5|11|https://open.fda.gov/drug/event/reference/|COUNT
5342|1310149|Warfarin|37622477|Thrombophlebitis superficial|aers_ebgm||5|1.6799999475|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5343|1310149|Warfarin|37622477|Thrombophlebitis superficial|aers_eb05||5|1.0099999905|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5344|1310149|Warfarin|35104103|Bone marrow failure|aers_report_count||5|16|https://open.fda.gov/drug/event/reference/|COUNT
5345|1310149|Warfarin|35104103|Bone marrow failure|aers_ebgm||5|0.1860000044|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5346|1310149|Warfarin|35104103|Bone marrow failure|aers_eb05||5|0.1220000014|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5347|1308216|Lisinopril|36110716|Cystitis|aers_report_count||5|20|https://open.fda.gov/drug/event/reference/|COUNT
5348|1308216|Lisinopril|36110716|Cystitis|aers_ebgm||5|0.7519999743|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5349|1308216|Lisinopril|36110716|Cystitis|aers_eb05||5|0.5159999728|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5350|1308216|Lisinopril|37019274|Urinary tract obstruction|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
5351|1308216|Lisinopril|37019274|Urinary tract obstruction|aers_ebgm||5|1.5399999619|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5352|1308216|Lisinopril|37019274|Urinary tract obstruction|aers_eb05||5|0.7269999981|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5353|1308216|Lisinopril|35104826|Eosinophilia|aers_report_count||5|36|https://open.fda.gov/drug/event/reference/|COUNT
5354|1308216|Lisinopril|35104826|Eosinophilia|aers_ebgm||5|0.8799999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5355|1308216|Lisinopril|35104826|Eosinophilia|aers_eb05||5|0.6650000215|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5356|1310149|Warfarin|35708434|Metastases to large intestine|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5357|1310149|Warfarin|35708434|Metastases to large intestine|aers_ebgm||5|0.9409999847|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5358|1310149|Warfarin|35708434|Metastases to large intestine|aers_eb05||5|0.2129999995|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5359|1310149|Warfarin|35205002|Heart injury|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
5360|1310149|Warfarin|35205002|Heart injury|aers_ebgm||5|0.2060000002|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5361|1310149|Warfarin|35205002|Heart injury|aers_eb05||5|0.0659999996|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5362|1310149|Warfarin|36718498|Neuritis|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
5363|1310149|Warfarin|36718498|Neuritis|aers_ebgm||5|0.4300000072|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5364|1310149|Warfarin|36718498|Neuritis|aers_eb05||5|0.1659999937|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5365|1310149|Warfarin|36110320|Bronchopulmonary aspergillosis|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
5366|1310149|Warfarin|36110320|Bronchopulmonary aspergillosis|aers_ebgm||5|0.2380000055|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5367|1310149|Warfarin|36110320|Bronchopulmonary aspergillosis|aers_eb05||5|0.0920000002|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5368|1310149|Warfarin|36818660|Breech presentation|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
5369|1310149|Warfarin|36818660|Breech presentation|aers_ebgm||5|0.9539999962|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5370|1310149|Warfarin|36818660|Breech presentation|aers_eb05||5|0.3059999943|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5371|1310149|Warfarin|36918861|Stress|aers_report_count||5|25|https://open.fda.gov/drug/event/reference/|COUNT
5372|1310149|Warfarin|36918861|Stress|aers_ebgm||5|0.3440000117|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5373|1310149|Warfarin|36918861|Stress|aers_eb05||5|0.2460000068|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5374|1310149|Warfarin|36211656|Graft complication|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
5375|1310149|Warfarin|36211656|Graft complication|aers_ebgm||5|0.6919999719|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5376|1310149|Warfarin|36211656|Graft complication|aers_eb05||5|0.2220000029|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5377|1310149|Warfarin|35607397|Choroidal haemorrhage|aers_report_count||5|17|https://open.fda.gov/drug/event/reference/|COUNT
5378|1310149|Warfarin|35607397|Choroidal haemorrhage|aers_ebgm||5|13.3000001907|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5379|1310149|Warfarin|35607397|Choroidal haemorrhage|aers_eb05||5|6.8800001144|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5380|1310149|Warfarin|36918944|Dysthymic disorder|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5381|1310149|Warfarin|36918944|Dysthymic disorder|aers_ebgm||5|0.5799999833|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5382|1310149|Warfarin|36918944|Dysthymic disorder|aers_eb05||5|0.1309999973|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5383|1310149|Warfarin|35104100|Aplasia pure red cell|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5384|1310149|Warfarin|35104100|Aplasia pure red cell|aers_ebgm||5|0.0810000002|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5385|1310149|Warfarin|35104100|Aplasia pure red cell|aers_eb05||5|0.0179999992|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5386|1308216|Lisinopril|36516827|Spinal osteoarthritis|aers_report_count||5|8|https://open.fda.gov/drug/event/reference/|COUNT
5387|1308216|Lisinopril|36516827|Spinal osteoarthritis|aers_ebgm||5|0.7870000005|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5388|1308216|Lisinopril|36516827|Spinal osteoarthritis|aers_eb05||5|0.4339999855|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5389|1308216|Lisinopril|36718288|Coma|aers_report_count||5|69|https://open.fda.gov/drug/event/reference/|COUNT
5390|1308216|Lisinopril|36718288|Coma|aers_ebgm||5|0.5659999847|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5391|1308216|Lisinopril|36718288|Coma|aers_eb05||5|0.4629999995|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5392|1310149|Warfarin|35607378|Retinal tear|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
5393|1310149|Warfarin|35607378|Retinal tear|aers_ebgm||5|0.7720000148|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5394|1310149|Warfarin|35607378|Retinal tear|aers_eb05||5|0.3359999955|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5395|1310149|Warfarin|35707569|Rectal prolapse|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5396|1310149|Warfarin|35707569|Rectal prolapse|aers_ebgm||5|0.4580000043|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5397|1310149|Warfarin|35707569|Rectal prolapse|aers_eb05||5|0.1040000021|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5398|1310149|Warfarin|35707650|Tooth erosion|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
5399|1310149|Warfarin|35707650|Tooth erosion|aers_ebgm||5|0.8610000014|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5400|1310149|Warfarin|35707650|Tooth erosion|aers_eb05||5|0.2759999931|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5401|1310149|Warfarin|36110581|Wound infection|aers_report_count||5|13|https://open.fda.gov/drug/event/reference/|COUNT
5402|1310149|Warfarin|36110581|Wound infection|aers_ebgm||5|0.8960000277|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5403|1310149|Warfarin|36110581|Wound infection|aers_eb05||5|0.5609999895|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5404|1310149|Warfarin|35809132|General symptom|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5405|1310149|Warfarin|35809132|General symptom|aers_ebgm||5|0.2370000035|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5406|1310149|Warfarin|35809132|General symptom|aers_eb05||5|0.0540000014|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5407|1310149|Warfarin|35909506|Traumatic liver injury|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5408|1310149|Warfarin|35909506|Traumatic liver injury|aers_ebgm||5|1.0599999428|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5409|1310149|Warfarin|35909506|Traumatic liver injury|aers_eb05||5|0.2399999946|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5410|1310149|Warfarin|36718492|Brachial plexopathy|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5411|1310149|Warfarin|36718492|Brachial plexopathy|aers_ebgm||5|0.9279999733|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5412|1310149|Warfarin|36718492|Brachial plexopathy|aers_eb05||5|0.2099999934|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5413|1310149|Warfarin|37019450|Polyuria|aers_report_count||5|13|https://open.fda.gov/drug/event/reference/|COUNT
5414|1310149|Warfarin|37019450|Polyuria|aers_ebgm||5|0.400000006|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5415|1310149|Warfarin|37019450|Polyuria|aers_eb05||5|0.2509999871|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5416|1310149|Warfarin|35606817|Flat anterior chamber of eye|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
5417|1310149|Warfarin|35606817|Flat anterior chamber of eye|aers_ebgm||5|2.8099999428|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5418|1310149|Warfarin|35606817|Flat anterior chamber of eye|aers_eb05||5|1.2200000286|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5419|1310149|Warfarin|35708279|Gastric ulcer haemorrhage|aers_report_count||5|99|https://open.fda.gov/drug/event/reference/|COUNT
5420|1310149|Warfarin|35708279|Gastric ulcer haemorrhage|aers_ebgm||5|2.4000000954|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5421|1310149|Warfarin|35708279|Gastric ulcer haemorrhage|aers_eb05||5|2.0199999809|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5422|1310149|Warfarin|36211109|Pelvic fracture|aers_report_count||5|13|https://open.fda.gov/drug/event/reference/|COUNT
5423|1310149|Warfarin|36211109|Pelvic fracture|aers_ebgm||5|0.7310000062|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5424|1310149|Warfarin|36211109|Pelvic fracture|aers_eb05||5|0.4580000043|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5425|1310149|Warfarin|35606854|Corneal abrasion|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
5426|1310149|Warfarin|35606854|Corneal abrasion|aers_ebgm||5|0.7300000191|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5427|1310149|Warfarin|35606854|Corneal abrasion|aers_eb05||5|0.2339999974|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5428|1308216|Lisinopril|36110958|Croup infectious|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5429|1308216|Lisinopril|36110958|Croup infectious|aers_ebgm||5|0.9940000176|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5430|1308216|Lisinopril|36110958|Croup infectious|aers_eb05||5|0.224999994|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5431|1308216|Lisinopril|36009842|Dermatitis herpetiformis|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5432|1308216|Lisinopril|36009842|Dermatitis herpetiformis|aers_ebgm||5|1.0099999905|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5433|1308216|Lisinopril|36009842|Dermatitis herpetiformis|aers_eb05||5|0.2280000001|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5434|1308216|Lisinopril|36111000|Kaposi's sarcoma|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
5435|1308216|Lisinopril|36111000|Kaposi's sarcoma|aers_ebgm||5|0.9739999771|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5436|1308216|Lisinopril|36111000|Kaposi's sarcoma|aers_eb05||5|0.3759999871|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5437|1310149|Warfarin|36516812|Arthralgia|aers_report_count||5|324|https://open.fda.gov/drug/event/reference/|COUNT
5438|1310149|Warfarin|36516812|Arthralgia|aers_ebgm||5|0.5960000157|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5439|1310149|Warfarin|36516812|Arthralgia|aers_eb05||5|0.5440000296|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
5440|1308216|Lisinopril|36717976|Basilar artery occlusion|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
5441|1308216|Lisinopril|36717976|Basilar artery occlusion|aers_ebgm||5|1.1900000572|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
5442|1308216|Lisinopril|36717976|Basilar artery occlusion|aers_eb05||5|0.2689999938|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
