id|drug|RxNorm_Preferred_term|HOI|MedDRA_Preferred_Term
1310149-36009737|1310149|Warfarin|36009737|Drug eruption
1310149-37019346|1310149|Warfarin|37019346|Renal artery arteriosclerosis
1310149-37119620|1310149|Warfarin|37119620|Genital disorder female
1310149-36516757|1310149|Warfarin|36516757|Spinal disorder
1310149-37320236|1310149|Warfarin|37320236|Skin hypopigmentation
1310149-36617436|1310149|Warfarin|36617436|Renal cyst
1310149-36311779|1310149|Warfarin|36311779|Cardiac murmur
1310149-35104392|1310149|Warfarin|35104392|Myeloid leukaemia
1310149-35406319|1310149|Warfarin|35406319|Ear pain
1310149-36109991|1310149|Warfarin|36109991|Post herpetic neuralgia
1310149-37119557|1310149|Warfarin|37119557|Ovarian disorder
1310149-37320257|1310149|Warfarin|37320257|Acne
1310149-35809118|1310149|Warfarin|35809118|Developmental delay
1310149-36718121|1310149|Warfarin|36718121|Hypertensive encephalopathy
1310149-37019288|1310149|Warfarin|37019288|Glomerulonephritis rapidly progressive
1310149-37019320|1310149|Warfarin|37019320|Renal failure chronic
1310149-36211207|1310149|Warfarin|36211207|Arterial rupture
1310149-36313957|1310149|Warfarin|36313957|Blood test abnormal
1310149-36617772|1310149|Warfarin|36617772|Benign lung neoplasm
1310149-36516888|1310149|Warfarin|36516888|Rhabdomyolysis
1310149-35305993|1310149|Warfarin|35305993|Pectus excavatum
1310149-35406373|1310149|Warfarin|35406373|Sudden hearing loss
1310149-35104298|1310149|Warfarin|35104298|Haemolytic uraemic syndrome
1310149-35707572|1310149|Warfarin|35707572|Proctalgia
1310149-36718108|1310149|Warfarin|36718108|Demyelination
1310149-36009951|1310149|Warfarin|36009951|Immunodeficiency
1310149-35707540|1310149|Warfarin|35707540|Incisional hernia
1310149-35708065|1310149|Warfarin|35708065|Duodenitis haemorrhagic
1310149-35204981|1310149|Warfarin|35204981|Ventricular fibrillation
1310149-36211218|1310149|Warfarin|36211218|Extradural haematoma
1310149-37019275|1310149|Warfarin|37019275|Urogenital disorder
1310149-37522345|1310149|Warfarin|37522345|Pneumatic compression therapy
1310149-35708048|1310149|Warfarin|35708048|Pyoderma gangrenosum
1310149-35809320|1310149|Warfarin|35809320|Adverse event
1310149-36516879|1310149|Warfarin|36516879|Myasthenic syndrome
1310149-35809190|1310149|Warfarin|35809190|Systemic inflammatory response syndrome
1310149-36617873|1310149|Warfarin|36617873|Pharyngeal cancer stage unspecified
1310149-35607195|1310149|Warfarin|35607195|Foreign body in eye
1310149-36211260|1310149|Warfarin|36211260|Ligament sprain
1310149-36009958|1310149|Warfarin|36009958|Immunodeficiency common variable
1310149-36211210|1310149|Warfarin|36211210|Vena cava injury
1310149-36517123|1310149|Warfarin|36517123|Synovial cyst
1310149-35708054|1310149|Warfarin|35708054|Gastritis haemorrhagic
1310149-37320079|1310149|Warfarin|37320079|Hyperkeratosis
1310149-35104245|1310149|Warfarin|35104245|Lymphoproliferative disorder
1310149-35205182|1310149|Warfarin|35205182|Angina unstable
1310149-36110015|1310149|Warfarin|36110015|Bacterial infection
1310149-35104806|1310149|Warfarin|35104806|Splenic rupture
1310149-36918911|1310149|Warfarin|36918911|Post-traumatic stress disorder
1310149-37119636|1310149|Warfarin|37119636|Genital discharge
1310149-36918918|1310149|Warfarin|36918918|Attention deficit/hyperactivity disorder
1310149-36110348|1310149|Warfarin|36110348|Vulvovaginal candidiasis
1310149-36617153|1310149|Warfarin|36617153|Benign breast neoplasm
1308216-35204976|1308216|Lisinopril|35204976|Sudden death
1310149-36718265|1310149|Warfarin|36718265|Tremor
1310149-35607414|1310149|Warfarin|35607414|Retinal haemorrhage
1310149-36516822|1310149|Warfarin|36516822|Cervicobrachial syndrome
1310149-36718038|1310149|Warfarin|36718038|Carotid artery stenosis
1310149-37622518|1310149|Warfarin|37622518|Haemorrhage
1310149-36110930|1310149|Warfarin|36110930|Varicella
1310149-35104897|1310149|Warfarin|35104897|White blood cell disorder
1308216-35104202|1308216|Lisinopril|35104202|Hypergammaglobulinaemia
1310149-35205064|1310149|Warfarin|35205064|Aortic valve incompetence
1310149-35708139|1310149|Warfarin|35708139|Dyspepsia
1310149-36211451|1310149|Warfarin|36211451|Sunburn
1310149-36617163|1310149|Warfarin|36617163|Breast cancer female
1310149-35205044|1310149|Warfarin|35205044|Orthopnoea
1310149-36617375|1310149|Warfarin|36617375|Brain neoplasm malignant
1310149-35707820|1310149|Warfarin|35707820|Barrett's oesophagus
1310149-36110209|1310149|Warfarin|36110209|Pneumonia salmonella
1310149-36110358|1310149|Warfarin|36110358|Meningitis cryptococcal
1310149-35607193|1310149|Warfarin|35607193|Eyeball rupture
1310149-36718301|1310149|Warfarin|36718301|Confusional state
1310149-36918846|1310149|Warfarin|36918846|Adjustment disorder
1310149-37521190|1310149|Warfarin|37521190|Dental operation
1310149-36416681|1310149|Warfarin|36416681|Metabolic encephalopathy
1310149-36919235|1310149|Warfarin|36919235|Suicidal ideation
1310149-36211126|1310149|Warfarin|36211126|Flail chest
1310149-36009797|1310149|Warfarin|36009797|Ankylosing spondylitis
1310149-36718001|1310149|Warfarin|36718001|Cerebral infarction
1310149-36818788|1310149|Warfarin|36818788|Placental disorder
1310149-35305419|1310149|Warfarin|35305419|Congenital cerebrovascular anomaly
1310149-37420486|1310149|Warfarin|37420486|Physical assault
1310149-36918926|1310149|Warfarin|36918926|Reading disorder
1310149-37019263|1310149|Warfarin|37019263|Cystitis noninfective
1310149-35909549|1310149|Warfarin|35909549|Budd-Chiari syndrome
1310149-36211402|1310149|Warfarin|36211402|Spinal cord injury
1310149-35607284|1310149|Warfarin|35607284|Nystagmus
1310149-35104856|1310149|Warfarin|35104856|Leukocytosis
1310149-36211240|1310149|Warfarin|36211240|Pneumoconiosis
1310149-37520805|1310149|Warfarin|37520805|Steroid therapy
1310149-35809068|1310149|Warfarin|35809068|Stillbirth
1310149-37219829|1310149|Warfarin|37219829|Emphysema
1310149-36110549|1310149|Warfarin|36110549|Infected bites
1310149-36211208|1310149|Warfarin|36211208|Vascular injury
1310149-35809041|1310149|Warfarin|35809041|Hypothermia
1310149-36818682|1310149|Warfarin|36818682|Premature labour
1310149-37019334|1310149|Warfarin|37019334|Kidney small
1310149-35205383|1310149|Warfarin|35205383|Cardiac tamponade
1310149-36110162|1310149|Warfarin|36110162|Listeriosis
1310149-36718168|1310149|Warfarin|36718168|Vascular dementia
1310149-36818708|1310149|Warfarin|36818708|Pre-eclampsia
1310149-36919128|1310149|Warfarin|36919128|Drug dependence
1310149-35607323|1310149|Warfarin|35607323|Chorioretinopathy
1310149-35708153|1310149|Warfarin|35708153|Flatulence
1310149-35708693|1310149|Warfarin|35708693|Saliva altered
1310149-36110736|1310149|Warfarin|36110736|Urinary tract infection
1310149-37520673|1310149|Warfarin|37520673|Arm amputation
1310149-35809174|1310149|Warfarin|35809174|Hernia
1310149-36919122|1310149|Warfarin|36919122|Enuresis
1310149-35909682|1310149|Warfarin|35909682|Metastases to liver
1310149-36110466|1310149|Warfarin|36110466|Osteomyelitis
1310149-35708031|1310149|Warfarin|35708031|Peritonitis bacterial
1310149-36211375|1310149|Warfarin|36211375|Head injury
1310149-35708336|1310149|Warfarin|35708336|Dieulafoy's vascular malformation
1310149-35809380|1310149|Warfarin|35809380|Excessive granulation tissue
1310149-35606995|1310149|Warfarin|35606995|Conjunctival haemorrhage
1310149-35104715|1310149|Warfarin|35104715|Red blood cell abnormality
1310149-35205223|1310149|Warfarin|35205223|Endocarditis
1310149-35708603|1310149|Warfarin|35708603|Pharyngitis
1310149-36009703|1310149|Warfarin|36009703|Bronchospasm
1310149-36009880|1310149|Warfarin|36009880|Immune system disorder
1310149-36211346|1310149|Warfarin|36211346|Renal haematoma
1310149-36110347|1310149|Warfarin|36110347|Systemic candida
1310149-36617903|1310149|Warfarin|36617903|Tracheal cancer
1310149-35809101|1310149|Warfarin|35809101|Ataxia
1310149-37622484|1310149|Warfarin|37622484|Capillary disorder
1310149-36718526|1310149|Warfarin|36718526|Convulsion
1310149-36718567|1310149|Warfarin|36718567|Breathing-related sleep disorder
1310149-37019410|1310149|Warfarin|37019410|Urinary retention
1310149-36110059|1310149|Warfarin|36110059|Pneumonia bacterial
1310149-35205281|1310149|Warfarin|35205281|Hypertrophic cardiomyopathy
1310149-35305421|1310149|Warfarin|35305421|Gastrointestinal angiodysplasia
1310149-37119745|1310149|Warfarin|37119745|Vaginal haemorrhage
1310149-35204933|1310149|Warfarin|35204933|Extrasystoles
1310149-35809059|1310149|Warfarin|35809059|Death
1310149-35809091|1310149|Warfarin|35809091|Hunger
1310149-36110265|1310149|Warfarin|36110265|Streptococcal infection
1310149-35909605|1310149|Warfarin|35909605|Autoimmune hepatitis
1310149-35205067|1310149|Warfarin|35205067|Aortic valve stenosis
1310149-35707512|1310149|Warfarin|35707512|Abdominal hernia
1310149-37220014|1310149|Warfarin|37220014|Epistaxis
1310149-36110369|1310149|Warfarin|36110369|Fungal infection
1310149-36211449|1310149|Warfarin|36211449|Radiation skin injury
1310149-37622452|1310149|Warfarin|37622452|Aortic embolus
1310149-36211274|1310149|Warfarin|36211274|Nerve root injury
1310149-36110319|1310149|Warfarin|36110319|Aspergillosis
1310149-36516746|1310149|Warfarin|36516746|Osteitis
1310149-36211312|1310149|Warfarin|36211312|Scar
1310149-36717973|1310149|Warfarin|36717973|Intracranial aneurysm
1310149-35104868|1310149|Warfarin|35104868|Leukopenia
1310149-36919231|1310149|Warfarin|36919231|Intentional self-injury
1310149-37019440|1310149|Warfarin|37019440|Proteinuria
1310149-36416534|1310149|Warfarin|36416534|Obesity
1310149-35708271|1310149|Warfarin|35708271|Duodenal ulcer haemorrhage
1310149-35104085|1310149|Warfarin|35104085|Haemorrhagic anaemia
1310149-35305493|1310149|Warfarin|35305493|Congenital anomaly
1310149-35305792|1310149|Warfarin|35305792|Carbohydrate metabolism disorder
1310149-35607370|1310149|Warfarin|35607370|Retinal detachment
1310149-36110585|1310149|Warfarin|36110585|Bronchopneumonia
1310149-35607495|1310149|Warfarin|35607495|Optic neuropathy
1310149-36516930|1310149|Warfarin|36516930|Scoliosis
1310149-36617158|1310149|Warfarin|36617158|Fibrocystic breast disease
1310149-36211091|1310149|Warfarin|36211091|Limb injury
1310149-35406358|1310149|Warfarin|35406358|Conductive deafness
1310149-36110013|1310149|Warfarin|36110013|Arthritis bacterial
1310149-35104255|1310149|Warfarin|35104255|Polycythaemia vera
1310149-36718379|1310149|Warfarin|36718379|Paraesthesia
1310149-35708064|1310149|Warfarin|35708064|Duodenitis
1310149-36110381|1310149|Warfarin|36110381|Mycetoma mycotic
1310149-35707582|1310149|Warfarin|35707582|Anal polyp
1310149-36211689|1310149|Warfarin|36211689|Procedural complication
1310149-36211356|1310149|Warfarin|36211356|Fracture of penis
1310149-36110823|1310149|Warfarin|36110823|Trichomoniasis
1310149-36516842|1310149|Warfarin|36516842|Muscle disorder
1310149-36717994|1310149|Warfarin|36717994|Cerebral artery embolism
1310149-36718119|1310149|Warfarin|36718119|Encephalopathy
1310149-36211115|1310149|Warfarin|36211115|Skull fractured base
1310149-36211347|1310149|Warfarin|36211347|Renal injury
1310149-35708636|1310149|Warfarin|35708636|Aphthous stomatitis
1310149-36516787|1310149|Warfarin|36516787|Sacroiliitis
1310149-36316089|1310149|Warfarin|36316089|Chest X-ray abnormal
1310149-37520888|1310149|Warfarin|37520888|Cataract operation
1310149-36211358|1310149|Warfarin|36211358|Pelvic haematoma obstetric
1310149-36211544|1310149|Warfarin|36211544|Device failure
1310149-36718510|1310149|Warfarin|36718510|Grand mal convulsion
1310149-35707765|1310149|Warfarin|35707765|Gastrointestinal injury
1310149-36110491|1310149|Warfarin|36110491|Meningitis
1310149-37119702|1310149|Warfarin|37119702|Broad ligament haematoma
1310149-37320254|1310149|Warfarin|37320254|Skin ulcer
1310149-36110174|1310149|Warfarin|36110174|Gonorrhoea
1310149-36718540|1310149|Warfarin|36718540|Status epilepticus
1310149-37521612|1310149|Warfarin|37521612|Abortion induced
1310149-36313319|1310149|Warfarin|36313319|Band neutrophil count increased
1310149-36718061|1310149|Warfarin|36718061|Intracranial venous sinus thrombosis
1310149-35909679|1310149|Warfarin|35909679|Malignant neoplasm of ampulla of Vater
1310149-35204963|1310149|Warfarin|35204963|Supraventricular tachycardia
1310149-36312077|1310149|Warfarin|36312077|Blood pressure increased
1310149-37320158|1310149|Warfarin|37320158|Erythema
1310149-36818824|1310149|Warfarin|36818824|Breast engorgement
1310149-37019257|1310149|Warfarin|37019257|Urinary bladder haemorrhage
1310149-37019399|1310149|Warfarin|37019399|Micturition urgency
1310149-36110371|1310149|Warfarin|36110371|Fungal skin infection
1310149-35506485|1310149|Warfarin|35506485|Adrenal neoplasm
1310149-35506636|1310149|Warfarin|35506636|Hypoglycaemia
1310149-35607110|1310149|Warfarin|35607110|Eye infection
1310149-36718364|1310149|Warfarin|36718364|Neurological symptom
1310149-36211462|1310149|Warfarin|36211462|Drug dose omission
1310149-36516800|1310149|Warfarin|36516800|Joint contracture
1310149-36718500|1310149|Warfarin|36718500|Neuropathy peripheral
1310149-35305627|1310149|Warfarin|35305627|Microphthalmos
1310149-36211093|1310149|Warfarin|36211093|Meniscus lesion
1310149-36211311|1310149|Warfarin|36211311|Road traffic accident
1310149-36718285|1310149|Warfarin|36718285|Coordination abnormal
1310149-37622379|1310149|Warfarin|37622379|Aneurysm
1310149-35104397|1310149|Warfarin|35104397|Myelodysplastic syndrome
1310149-35205091|1310149|Warfarin|35205091|Mitral valve disease
1310149-36110874|1310149|Warfarin|36110874|Cytomegalovirus infection
1310149-36211269|1310149|Warfarin|36211269|Tendonitis
1310149-37622403|1310149|Warfarin|37622403|Arteriosclerosis
1310149-36617530|1310149|Warfarin|36617530|Benign neoplasm of cervix uteri
1310149-35506494|1310149|Warfarin|35506494|Diabetic ketoacidosis
1310149-36516929|1310149|Warfarin|36516929|Neck deformity
1310149-37521618|1310149|Warfarin|37521618|Caesarean section
1310149-35606959|1310149|Warfarin|35606959|Disorder of globe
1310149-36516807|1310149|Warfarin|36516807|Patellofemoral pain syndrome
1310149-36110335|1310149|Warfarin|36110335|Candidiasis
1310149-36110248|1310149|Warfarin|36110248|Erysipelas
1310149-37019452|1310149|Warfarin|37019452|Renal colic
1310149-36718370|1310149|Warfarin|36718370|Tic
1310149-35204998|1310149|Warfarin|35204998|Cardiovascular disorder
1310149-35305898|1310149|Warfarin|35305898|Micrognathia
1310149-35607492|1310149|Warfarin|35607492|Visual field defect
1310149-36718211|1310149|Warfarin|36718211|Movement disorder
1310149-35104787|1310149|Warfarin|35104787|Spleen disorder
1310149-35506521|1310149|Warfarin|35506521|Diabetic neuropathy
1503297-37320143|1503297|Metformin|37320143|Eczema
1503297-35707914|1503297|Metformin|35707914|Gastroenteritis bacterial
1503297-36009829|1503297|Metformin|36009829|Polymyositis
1503297-35104397|1503297|Metformin|35104397|Myelodysplastic syndrome
1503297-35306167|1503297|Metformin|35306167|Renal aplasia
1310149-36617657|1310149|Warfarin|36617657|Uterine cancer
1310149-37019239|1310149|Warfarin|37019239|Bladder diverticulum
1310149-37119566|1310149|Warfarin|37119566|Ovarian torsion
1310149-37521048|1310149|Warfarin|37521048|Colostomy
1310149-35104077|1310149|Warfarin|35104077|Anaemia neonatal
1310149-35205160|1310149|Warfarin|35205160|Arteriosclerosis coronary artery
1310149-35104684|1310149|Warfarin|35104684|Autoimmune thrombocytopenia
1310149-36718111|1310149|Warfarin|36718111|Multiple sclerosis
1310149-37219785|1310149|Warfarin|37219785|Bronchial disorder
1308216-35204953|1308216|Lisinopril|35204953|Atrial fibrillation
1310149-37119479|1310149|Warfarin|37119479|Mastoptosis
1310149-35707853|1310149|Warfarin|35707853|Oesophageal haemorrhage
1310149-36211065|1310149|Warfarin|36211065|Fracture
1310149-37119589|1310149|Warfarin|37119589|Penis disorder
1310149-37320176|1310149|Warfarin|37320176|Lichen planus
1310149-35506447|1310149|Warfarin|35506447|Cushing's syndrome
1310149-36009852|1310149|Warfarin|36009852|Vitiligo
1310149-36617300|1310149|Warfarin|36617300|Neoplasm malignant
1310149-37119476|1310149|Warfarin|37119476|Breast mass
1310149-36211097|1310149|Warfarin|36211097|Ankle fracture
1310149-36315274|1310149|Warfarin|36315274|Breath sounds abnormal
1310149-35104691|1310149|Warfarin|35104691|Thrombocytopenia
1310149-35406359|1310149|Warfarin|35406359|Deafness
1310149-37019425|1310149|Warfarin|37019425|Haematuria
1310149-35708363|1310149|Warfarin|35708363|Coeliac disease
1310149-36211129|1310149|Warfarin|36211129|Clavicle fracture
1310149-36919127|1310149|Warfarin|36919127|Drug abuse
1310149-37320170|1310149|Warfarin|37320170|Skin exfoliation
1310149-36617224|1310149|Warfarin|36617224|Metastases to lung
1503297-36009783|1503297|Metformin|36009783|Urticaria
1503297-35306215|1503297|Metformin|35306215|Congenital genital malformation
1503297-35406401|1503297|Metformin|35406401|Vestibular neuronitis
1503297-35506609|1503297|Metformin|35506609|Diabetes mellitus
1503297-36211101|1503297|Metformin|36211101|Foot fracture
1503297-36718370|1503297|Metformin|36718370|Tic
1503297-35809248|1503297|Metformin|35809248|Procedural pain
1503297-36110123|1503297|Metformin|36110123|Escherichia infection
1503297-37019362|1503297|Metformin|37019362|Renal vessel disorder
1503297-37420585|1503297|Metformin|37420585|Social problem
1310149-35406392|1310149|Warfarin|35406392|Vertigo
1310149-36110954|1310149|Warfarin|36110954|Skin papilloma
1310149-36110386|1310149|Warfarin|36110386|Onychomycosis
1310149-36718581|1310149|Warfarin|36718581|Cauda equina syndrome
1310149-37119717|1310149|Warfarin|37119717|Uterine enlargement
1310149-35707805|1310149|Warfarin|35707805|Gastric fistula
1310149-36516895|1310149|Warfarin|36516895|Foot deformity
1310149-35606836|1310149|Warfarin|35606836|Conjunctival disorder
1310149-36718433|1310149|Warfarin|36718433|Speech disorder
1310149-37219820|1310149|Warfarin|37219820|Pneumonia aspiration
1310149-35809072|1310149|Warfarin|35809072|Asthenia
1310149-36211094|1310149|Warfarin|36211094|Rotator cuff syndrome
1310149-36718150|1310149|Warfarin|36718150|Brain compression
1310149-36110154|1310149|Warfarin|36110154|Pneumonia legionella
1310149-36718179|1310149|Warfarin|36718179|Cognitive disorder
1310149-36110460|1310149|Warfarin|36110460|Arthritis infective
1310149-35205012|1310149|Warfarin|35205012|Hypertensive heart disease
1310149-36110390|1310149|Warfarin|36110390|Phaehyphomycosis
1310149-36416539|1310149|Warfarin|36416539|Underweight
1310149-36919202|1310149|Warfarin|36919202|Sexual dysfunction
1310149-37622391|1310149|Warfarin|37622391|Peripheral artery aneurysm
1310149-36818726|1310149|Warfarin|36818726|Large for dates baby
1310149-36211283|1310149|Warfarin|36211283|Animal bite
1310149-35406432|1310149|Warfarin|35406432|Otitis media chronic
1310149-35305882|1310149|Warfarin|35305882|Cleft lip
1310149-35707975|1310149|Warfarin|35707975|Strongyloidiasis
1310149-35606984|1310149|Warfarin|35606984|Borderline glaucoma
1310149-36211190|1310149|Warfarin|36211190|Toxic encephalopathy
1310149-36516915|1310149|Warfarin|36516915|Nose deformity
1310149-35707930|1310149|Warfarin|35707930|Gastroenteritis viral
1310149-35708165|1310149|Warfarin|35708165|Abdominal symptom
1310149-35204904|1310149|Warfarin|35204904|Atrioventricular block first degree
1310149-36110474|1310149|Warfarin|36110474|Breast infection
1503297-36416509|1503297|Metformin|36416509|Anorexia nervosa
1503297-36516742|1503297|Metformin|36516742|Jaw disorder
1503297-35205182|1503297|Metformin|35205182|Angina unstable
1503297-35707694|1503297|Metformin|35707694|Diverticulum intestinal
1503297-36211363|1503297|Metformin|36211363|Uterine rupture
1503297-37019293|1503297|Metformin|37019293|Nephritis
1310149-36009717|1310149|Warfarin|36009717|Panniculitis
1310149-36617565|1310149|Warfarin|36617565|Cervix carcinoma
1310149-36516828|1310149|Warfarin|36516828|Psoriatic arthropathy
1310149-36617204|1310149|Warfarin|36617204|Pyogenic granuloma
1310149-37219942|1310149|Warfarin|37219942|Lung disorder
1310149-35104688|1310149|Warfarin|35104688|Heparin-induced thrombocytopenia
1310149-36009711|1310149|Warfarin|36009711|Hypersensitivity
1310149-37219945|1310149|Warfarin|37219945|Respiratory disorder
1310149-36516772|1310149|Warfarin|36516772|Connective tissue disorder
1310149-35708136|1310149|Warfarin|35708136|Abdominal mass
1310149-36211114|1310149|Warfarin|36211114|Skull fracture
1310149-35506541|1310149|Warfarin|35506541|Renal papillary necrosis
1310149-35406375|1310149|Warfarin|35406375|Hyperacusis
1310149-35607324|1310149|Warfarin|35607324|Choroidal detachment
1310149-35104096|1310149|Warfarin|35104096|Anaemia of chronic disease
1310149-35708287|1310149|Warfarin|35708287|Anastomotic ulcer
1310149-35909578|1310149|Warfarin|35909578|Hepatitis C
1310149-35707916|1310149|Warfarin|35707916|Gastroenteritis clostridial
1310149-36617894|1310149|Warfarin|36617894|Lung neoplasm malignant
1310149-35909611|1310149|Warfarin|35909611|Hepatic necrosis
1310149-36313594|1310149|Warfarin|36313594|Liver function test abnormal
1310149-35606980|1310149|Warfarin|35606980|Retinal disorder
1310149-36617516|1310149|Warfarin|36617516|Urethral cancer
1503297-35104693|1503297|Metformin|35104693|Thrombocytopenic purpura
1503297-35104812|1503297|Metformin|35104812|Splenomegaly
1503297-35306135|1503297|Metformin|35306135|Congenital genitourinary abnormality
1503297-35809236|1503297|Metformin|35809236|Facial pain
1503297-36110630|1503297|Metformin|36110630|Bacteraemia
1503297-37019461|1503297|Metformin|37019461|Calculus urethral
1503297-35204958|1503297|Metformin|35204958|Sinus arrhythmia
1503297-35707853|1503297|Metformin|35707853|Oesophageal haemorrhage
1503297-35104211|1503297|Metformin|35104211|Methaemoglobinaemia
1503297-35406368|1503297|Metformin|35406368|Hearing impaired
1503297-35707792|1503297|Metformin|35707792|Anal fistula
1503297-36211136|1503297|Metformin|36211136|Upper limb fracture
1503297-35607386|1503297|Metformin|35607386|Scleral disorder
1503297-36617522|1503297|Metformin|36617522|Bladder neoplasm
1503297-35104202|1503297|Metformin|35104202|Hypergammaglobulinaemia
1503297-36918926|1503297|Metformin|36918926|Reading disorder
1308216-35204909|1308216|Lisinopril|35204909|Bundle branch block
1310149-37320197|1310149|Warfarin|37320197|Pruritus
1310149-37019401|1310149|Warfarin|37019401|Pollakiuria
1310149-37320223|1310149|Warfarin|37320223|Decubitus ulcer
1308216-36617411|1308216|Lisinopril|36617411|Brain neoplasm
1308216-36718362|1308216|Lisinopril|36718362|Myoclonus
1310149-36416535|1310149|Warfarin|36416535|Overweight
1308216-35305987|1308216|Lisinopril|35305987|Spine malformation
1310149-35406412|1310149|Warfarin|35406412|Mastoiditis
1310149-35305512|1310149|Warfarin|35305512|Multiple congenital abnormalities
1310149-35506805|1310149|Warfarin|35506805|Benign neoplasm of thyroid gland
1310149-36516894|1310149|Warfarin|36516894|Finger deformity
1310149-36617234|1310149|Warfarin|36617234|Metastases to pleura
1310149-35607097|1310149|Warfarin|35607097|Hordeolum
1310149-35607312|1310149|Warfarin|35607312|Pupils unequal
1310149-35708171|1310149|Warfarin|35708171|Dysphagia
1310149-35708322|1310149|Warfarin|35708322|Peptic ulcer
1310149-35607446|1310149|Warfarin|35607446|Blindness unilateral
1310149-35104069|1310149|Warfarin|35104069|Deficiency anaemia
1310149-35707651|1310149|Warfarin|35707651|Tooth fracture
1310149-35205241|1310149|Warfarin|35205241|Cardiac failure acute
1310149-35506582|1310149|Warfarin|35506582|Hirsutism
1310149-35707866|1310149|Warfarin|35707866|Haematochezia
1310149-35204902|1310149|Warfarin|35204902|Atrioventricular block
1310149-35104218|1310149|Warfarin|35104218|Transfusion reaction
1310149-35607121|1310149|Warfarin|35607121|Eye inflammation
1310149-36009757|1310149|Warfarin|36009757|Anaphylactic shock
1310149-35708319|1310149|Warfarin|35708319|Oesophageal ulcer haemorrhage
1310149-35809395|1310149|Warfarin|35809395|Calcinosis
1310149-36312762|1310149|Warfarin|36312762|X-ray gastrointestinal tract abnormal
1310149-37119542|1310149|Warfarin|37119542|Dysmenorrhoea
1503297-36312077|1503297|Metformin|36312077|Blood pressure increased
1503297-35104560|1503297|Metformin|35104560|Splenic marginal zone lymphoma
1503297-36009755|1503297|Metformin|36009755|Toxic skin eruption
1503297-36718098|1503297|Metformin|36718098|Trigeminal neuralgia
1503297-37019315|1503297|Metformin|37019315|Anuria
1503297-35607402|1503297|Metformin|35607402|Vitreous haemorrhage
1503297-35607434|1503297|Metformin|35607434|Amblyopia
1503297-35104378|1503297|Metformin|35104378|Chronic myeloid leukaemia
1310149-35707543|1310149|Warfarin|35707543|Inguinal hernia
1310149-36110722|1310149|Warfarin|36110722|Pyelonephritis
1310149-36517134|1310149|Warfarin|36517134|Costochondritis
1310149-36718045|1310149|Warfarin|36718045|Cerebrovascular disorder
1310149-36718463|1310149|Warfarin|36718463|Polyneuropathy
1310149-35708138|1310149|Warfarin|35708138|Gastrointestinal sounds abnormal
1310149-36110391|1310149|Warfarin|36110391|Pneumonia fungal
1310149-36110693|1310149|Warfarin|36110693|Laryngitis
1310149-36211100|1310149|Warfarin|36211100|Fibula fracture
1310149-36211132|1310149|Warfarin|36211132|Humerus fracture
1310149-35506577|1310149|Warfarin|35506577|Amenorrhoea
1310149-35809074|1310149|Warfarin|35809074|Chronic fatigue syndrome
1310149-35909564|1310149|Warfarin|35909564|Portal hypertension
1308216-36617659|1308216|Lisinopril|36617659|Vaginal cancer
1308216-37622379|1308216|Lisinopril|37622379|Aneurysm
1310149-35606961|1310149|Warfarin|35606961|Eye disorder
1310149-35205246|1310149|Warfarin|35205246|Cardiogenic shock
1310149-35607434|1310149|Warfarin|35607434|Amblyopia
1310149-35506609|1310149|Warfarin|35506609|Diabetes mellitus
1310149-36718157|1310149|Warfarin|36718157|Dementia Alzheimer's type
1310149-36110353|1310149|Warfarin|36110353|Meningitis coccidioides
1310149-36818711|1310149|Warfarin|36818711|Complication of pregnancy
1310149-35606937|1310149|Warfarin|35606937|Lagophthalmos
1310149-36918968|1310149|Warfarin|36918968|Delusion
1310149-35607207|1310149|Warfarin|35607207|Superficial injury of eye
1310149-37320287|1310149|Warfarin|37320287|Ingrowing nail
1310149-37622497|1310149|Warfarin|37622497|Vein disorder
1503297-35707918|1503297|Metformin|35707918|Gastroenteritis cryptosporidial
1503297-36718421|1503297|Metformin|36718421|Dysphemia
1503297-35506777|1503297|Metformin|35506777|Thyroid disorder
1503297-36313741|1503297|Metformin|36313741|Prostatic specific antigen increased
1503297-36314156|1503297|Metformin|36314156|Blood glucose abnormal
1503297-36718299|1503297|Metformin|36718299|Apraxia
1503297-35707854|1503297|Metformin|35707854|Oesophageal varices haemorrhage
1503297-35205258|1503297|Metformin|35205258|Pulmonary congestion
1503297-36311810|1503297|Metformin|36311810|Cardiovascular function test abnormal
1503297-35909418|1503297|Metformin|35909418|Cholangitis
1503297-36110504|1503297|Metformin|36110504|Cervicitis
1503297-36110597|1503297|Metformin|36110597|Pneumonia
1310149-35708379|1310149|Warfarin|35708379|Gastric cancer
1310149-36516761|1310149|Warfarin|36516761|Bone pain
1310149-35707763|1310149|Warfarin|35707763|Gastrointestinal disorder
1310149-36516925|1310149|Warfarin|36516925|Kyphosis
1310149-36211679|1310149|Warfarin|36211679|Post procedural fistula
1310149-35506493|1310149|Warfarin|35506493|Diabetic complication
1310149-36818826|1310149|Warfarin|36818826|Delivery
1310149-36617537|1310149|Warfarin|36617537|Ovarian cyst
1310149-36919227|1310149|Warfarin|36919227|Somatisation disorder
1310149-37219907|1310149|Warfarin|37219907|Cough
1310149-36416529|1310149|Warfarin|36416529|Feeding disorder neonatal
1310149-37320193|1310149|Warfarin|37320193|Photosensitivity reaction
1310149-37019273|1310149|Warfarin|37019273|Urinary tract disorder
