"PreferredSubstance","RxNORM","NUI","NDFRT_LABEL","DRUGBANK_CA","DRUGBANK_BIO2RDF"
"METHSUXIMIDE","http://purl.bioontology.org/ontology/RXNORM/47858","http://purl.bioontology.org/ontology/NDFRT/N0000146950","METHSUXIMIDE","http://www.drugbank.ca/drugs/DB05246","http://bio2rdf.org/drugbank:DB05246"
"METHSUXIMIDE","http://purl.bioontology.org/ontology/RXNORM/47858","http://purl.bioontology.org/ontology/NDFRT/N0000006594","methsuximide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB05246","http://bio2rdf.org/drugbank:DB05246"
"MILRINONE","http://purl.bioontology.org/ontology/RXNORM/52769","http://purl.bioontology.org/ontology/NDFRT/N0000021606","MILRINONE","http://www.drugbank.ca/drugs/DB00235","http://bio2rdf.org/drugbank:DB00235"
"MILRINONE","http://purl.bioontology.org/ontology/RXNORM/52769","http://purl.bioontology.org/ontology/NDFRT/N0000006546","Milrinone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00235","http://bio2rdf.org/drugbank:DB00235"
"METHSCOPOLAMINE","http://purl.bioontology.org/ontology/RXNORM/89785","http://purl.bioontology.org/ontology/NDFRT/N0000147918","METHSCOPOLAMINE","http://www.drugbank.ca/drugs/DB00462","http://bio2rdf.org/drugbank:DB00462"
"METHSCOPOLAMINE","http://purl.bioontology.org/ontology/RXNORM/89785","http://purl.bioontology.org/ontology/NDFRT/N0000005877","N-Methylscopolamine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00462","http://bio2rdf.org/drugbank:DB00462"
"METYROSINE","http://purl.bioontology.org/ontology/RXNORM/266604","http://purl.bioontology.org/ontology/NDFRT/N0000146302","METYROSINE","http://www.drugbank.ca/drugs/DB00765","http://bio2rdf.org/drugbank:DB00765"
"METYROSINE","http://purl.bioontology.org/ontology/RXNORM/266604","http://purl.bioontology.org/ontology/NDFRT/N0000179717","Metyrosine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00765","http://bio2rdf.org/drugbank:DB00765"
"MICAFUNGIN","http://purl.bioontology.org/ontology/RXNORM/325887","http://purl.bioontology.org/ontology/NDFRT/N0000022404","MICAFUNGIN","http://www.drugbank.ca/drugs/DB01141","http://bio2rdf.org/drugbank:DB01141"
"MICAFUNGIN","http://purl.bioontology.org/ontology/RXNORM/325887","http://purl.bioontology.org/ontology/NDFRT/N0000171605","micafungin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01141","http://bio2rdf.org/drugbank:DB01141"
"MIGLUSTAT","http://purl.bioontology.org/ontology/RXNORM/402316","http://purl.bioontology.org/ontology/NDFRT/N0000148822","MIGLUSTAT","http://www.drugbank.ca/drugs/DB00419","http://bio2rdf.org/drugbank:DB00419"
"MIGLUSTAT","http://purl.bioontology.org/ontology/RXNORM/402316","http://purl.bioontology.org/ontology/NDFRT/N0000010350","miglustat [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00419","http://bio2rdf.org/drugbank:DB00419"
"MILNACIPRAN","http://purl.bioontology.org/ontology/RXNORM/588250","http://purl.bioontology.org/ontology/NDFRT/N0000171783","MILNACIPRAN","http://www.drugbank.ca/drugs/DB04896","http://bio2rdf.org/drugbank:DB04896"
"MILNACIPRAN","http://purl.bioontology.org/ontology/RXNORM/588250","http://purl.bioontology.org/ontology/NDFRT/N0000179785","milnacipran [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB04896","http://bio2rdf.org/drugbank:DB04896"
"MORPHINE","http://purl.bioontology.org/ontology/RXNORM/7052","http://purl.bioontology.org/ontology/NDFRT/N0000145914","MORPHINE","http://www.drugbank.ca/drugs/DB00295","http://bio2rdf.org/drugbank:DB00295"
"MORPHINE","http://purl.bioontology.org/ontology/RXNORM/7052","http://purl.bioontology.org/ontology/NDFRT/N0000007070","Morphine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00295","http://bio2rdf.org/drugbank:DB00295"
"NADOLOL","http://purl.bioontology.org/ontology/RXNORM/7226","http://purl.bioontology.org/ontology/NDFRT/N0000145983","NADOLOL","http://www.drugbank.ca/drugs/DB01203","http://bio2rdf.org/drugbank:DB01203"
"NADOLOL","http://purl.bioontology.org/ontology/RXNORM/7226","http://purl.bioontology.org/ontology/NDFRT/N0000007238","Nadolol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01203","http://bio2rdf.org/drugbank:DB01203"
"NAFCILLIN","http://purl.bioontology.org/ontology/RXNORM/7233","http://purl.bioontology.org/ontology/NDFRT/N0000147935","NAFCILLIN","http://www.drugbank.ca/drugs/DB00607","http://bio2rdf.org/drugbank:DB00607"
"NAFCILLIN","http://purl.bioontology.org/ontology/RXNORM/7233","http://purl.bioontology.org/ontology/NDFRT/N0000007253","Nafcillin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00607","http://bio2rdf.org/drugbank:DB00607"
"NALBUPHINE","http://purl.bioontology.org/ontology/RXNORM/7238","http://purl.bioontology.org/ontology/NDFRT/N0000147937","NALBUPHINE","http://www.drugbank.ca/drugs/DB00844","http://bio2rdf.org/drugbank:DB00844"
"NALBUPHINE","http://purl.bioontology.org/ontology/RXNORM/7238","http://purl.bioontology.org/ontology/NDFRT/N0000007291","Nalbuphine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00844","http://bio2rdf.org/drugbank:DB00844"
"NALOXONE","http://purl.bioontology.org/ontology/RXNORM/7242","http://purl.bioontology.org/ontology/NDFRT/N0000147938","NALOXONE","http://www.drugbank.ca/drugs/DB01183","http://bio2rdf.org/drugbank:DB01183"
"NALOXONE","http://purl.bioontology.org/ontology/RXNORM/7242","http://purl.bioontology.org/ontology/NDFRT/N0000007312","Naloxone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01183","http://bio2rdf.org/drugbank:DB01183"
"NALTREXONE","http://purl.bioontology.org/ontology/RXNORM/7243","http://purl.bioontology.org/ontology/NDFRT/N0000147939","NALTREXONE","http://www.drugbank.ca/drugs/DB00704","http://bio2rdf.org/drugbank:DB00704"
"NALTREXONE","http://purl.bioontology.org/ontology/RXNORM/7243","http://purl.bioontology.org/ontology/NDFRT/N0000007313","Naltrexone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00704","http://bio2rdf.org/drugbank:DB00704"
"NAPHAZOLINE","http://purl.bioontology.org/ontology/RXNORM/7247","http://purl.bioontology.org/ontology/NDFRT/N0000147941","NAPHAZOLINE","http://www.drugbank.ca/drugs/DB06711","http://bio2rdf.org/drugbank:DB06711"
"NAPHAZOLINE","http://purl.bioontology.org/ontology/RXNORM/7247","http://purl.bioontology.org/ontology/NDFRT/N0000007327","Naphazoline [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB06711","http://bio2rdf.org/drugbank:DB06711"
"NAPROXEN","http://purl.bioontology.org/ontology/RXNORM/7258","http://purl.bioontology.org/ontology/NDFRT/N0000147149","NAPROXEN","http://www.drugbank.ca/drugs/DB00788","http://bio2rdf.org/drugbank:DB00788"
"NAPROXEN","http://purl.bioontology.org/ontology/RXNORM/7258","http://purl.bioontology.org/ontology/NDFRT/N0000007352","Naproxen [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00788","http://bio2rdf.org/drugbank:DB00788"
"NATAMYCIN","http://purl.bioontology.org/ontology/RXNORM/7268","http://purl.bioontology.org/ontology/NDFRT/N0000146913","NATAMYCIN","http://www.drugbank.ca/drugs/DB00826","http://bio2rdf.org/drugbank:DB00826"
"NATAMYCIN","http://purl.bioontology.org/ontology/RXNORM/7268","http://purl.bioontology.org/ontology/NDFRT/N0000006113","Natamycin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00826","http://bio2rdf.org/drugbank:DB00826"
"NEOMYCIN","http://purl.bioontology.org/ontology/RXNORM/7299","http://purl.bioontology.org/ontology/NDFRT/N0000146336","NEOMYCIN","http://www.drugbank.ca/drugs/DB00994","http://bio2rdf.org/drugbank:DB00994"
"NEOMYCIN","http://purl.bioontology.org/ontology/RXNORM/7299","http://purl.bioontology.org/ontology/NDFRT/N0000006423","Neomycin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00994","http://bio2rdf.org/drugbank:DB00994"
"NEOSTIGMINE","http://purl.bioontology.org/ontology/RXNORM/7315","http://purl.bioontology.org/ontology/NDFRT/N0000147942","NEOSTIGMINE","http://www.drugbank.ca/drugs/DB01400","http://bio2rdf.org/drugbank:DB01400"
"NEOSTIGMINE","http://purl.bioontology.org/ontology/RXNORM/7315","http://purl.bioontology.org/ontology/NDFRT/N0000006537","Neostigmine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01400","http://bio2rdf.org/drugbank:DB01400"
"NIACIN","http://purl.bioontology.org/ontology/RXNORM/7393","http://purl.bioontology.org/ontology/NDFRT/N0000146039","NIACIN","http://www.drugbank.ca/drugs/DB00627","http://bio2rdf.org/drugbank:DB00627"
"NIACIN","http://purl.bioontology.org/ontology/RXNORM/7393","http://purl.bioontology.org/ontology/NDFRT/N0000147570","NICOTINIC ACID","http://www.drugbank.ca/drugs/DB00627","http://bio2rdf.org/drugbank:DB00627"
"NIACIN","http://purl.bioontology.org/ontology/RXNORM/7393","http://purl.bioontology.org/ontology/NDFRT/N0000006449","Niacin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00627","http://bio2rdf.org/drugbank:DB00627"
"NIACIN","http://purl.bioontology.org/ontology/RXNORM/7393","http://purl.bioontology.org/ontology/NDFRT/N0000029451","[VT103] NICOTINIC ACID","http://www.drugbank.ca/drugs/DB00627","http://bio2rdf.org/drugbank:DB00627"
"NICARDIPINE","http://purl.bioontology.org/ontology/RXNORM/7396","http://purl.bioontology.org/ontology/NDFRT/N0000147944","NICARDIPINE","http://www.drugbank.ca/drugs/DB00622","http://bio2rdf.org/drugbank:DB00622"
"NICARDIPINE","http://purl.bioontology.org/ontology/RXNORM/7396","http://purl.bioontology.org/ontology/NDFRT/N0000006464","Nicardipine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00622","http://bio2rdf.org/drugbank:DB00622"
"NIACINAMIDE","http://purl.bioontology.org/ontology/RXNORM/7405","http://purl.bioontology.org/ontology/NDFRT/N0000148162","NIACIN (AS NIACINAMIDE)","http://www.drugbank.ca/drugs/DB02701","http://bio2rdf.org/drugbank:DB02701"
"NIACINAMIDE","http://purl.bioontology.org/ontology/RXNORM/7405","http://purl.bioontology.org/ontology/NDFRT/N0000146012","NIACINAMIDE","http://www.drugbank.ca/drugs/DB02701","http://bio2rdf.org/drugbank:DB02701"
"NIACINAMIDE","http://purl.bioontology.org/ontology/RXNORM/7405","http://purl.bioontology.org/ontology/NDFRT/N0000006493","Niacinamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB02701","http://bio2rdf.org/drugbank:DB02701"
"NIACINAMIDE","http://purl.bioontology.org/ontology/RXNORM/7405","http://purl.bioontology.org/ontology/NDFRT/N0000146087","VITAMIN B3","http://www.drugbank.ca/drugs/DB02701","http://bio2rdf.org/drugbank:DB02701"
"NICOTINE","http://purl.bioontology.org/ontology/RXNORM/7407","http://purl.bioontology.org/ontology/NDFRT/N0000148163","NICOTINE","http://www.drugbank.ca/drugs/DB00184","http://bio2rdf.org/drugbank:DB00184"
"NICOTINE","http://purl.bioontology.org/ontology/RXNORM/7407","http://purl.bioontology.org/ontology/NDFRT/N0000006496","Nicotine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00184","http://bio2rdf.org/drugbank:DB00184"
"NIFEDIPINE","http://purl.bioontology.org/ontology/RXNORM/7417","http://purl.bioontology.org/ontology/NDFRT/N0000146717","NIFEDIPINE","http://www.drugbank.ca/drugs/DB01115","http://bio2rdf.org/drugbank:DB01115"
"NIFEDIPINE","http://purl.bioontology.org/ontology/RXNORM/7417","http://purl.bioontology.org/ontology/NDFRT/N0000146717","NIFEDIPINE","http://www.drugbank.ca/drugs/DB00233","http://bio2rdf.org/drugbank:DB00233"
"NIFEDIPINE","http://purl.bioontology.org/ontology/RXNORM/7417","http://purl.bioontology.org/ontology/NDFRT/N0000006519","Nifedipine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01115","http://bio2rdf.org/drugbank:DB01115"
"NIFEDIPINE","http://purl.bioontology.org/ontology/RXNORM/7417","http://purl.bioontology.org/ontology/NDFRT/N0000006519","Nifedipine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00233","http://bio2rdf.org/drugbank:DB00233"
"NIMODIPINE","http://purl.bioontology.org/ontology/RXNORM/7426","http://purl.bioontology.org/ontology/NDFRT/N0000147543","NIMODIPINE","http://www.drugbank.ca/drugs/ ","http://bio2rdf.org/drugbank: "
"NIMODIPINE","http://purl.bioontology.org/ontology/RXNORM/7426","http://purl.bioontology.org/ontology/NDFRT/N0000006560","Nimodipine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/ ","http://bio2rdf.org/drugbank: "
"MONOBENZONE","http://purl.bioontology.org/ontology/RXNORM/17145","http://purl.bioontology.org/ontology/NDFRT/N0000147179","MONOBENZONE","http://www.drugbank.ca/drugs/DB00600","http://bio2rdf.org/drugbank:DB00600"
"MONOBENZONE","http://purl.bioontology.org/ontology/RXNORM/17145","http://purl.bioontology.org/ontology/NDFRT/N0000171571","monobenzone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00600","http://bio2rdf.org/drugbank:DB00600"
"NESIRITIDE","http://purl.bioontology.org/ontology/RXNORM/19666","http://purl.bioontology.org/ontology/NDFRT/N0000022235","NESIRITIDE","http://www.drugbank.ca/drugs/DB04899","http://bio2rdf.org/drugbank:DB04899"
"NESIRITIDE","http://purl.bioontology.org/ontology/RXNORM/19666","http://purl.bioontology.org/ontology/NDFRT/N0000010147","Natriuretic Peptide, Brain [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB04899","http://bio2rdf.org/drugbank:DB04899"
"NAFARELIN","http://purl.bioontology.org/ontology/RXNORM/28656","http://purl.bioontology.org/ontology/NDFRT/N0000147934","NAFARELIN","http://www.drugbank.ca/drugs/DB00666","http://bio2rdf.org/drugbank:DB00666"
"NAFARELIN","http://purl.bioontology.org/ontology/RXNORM/28656","http://purl.bioontology.org/ontology/NDFRT/N0000007259","Nafarelin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00666","http://bio2rdf.org/drugbank:DB00666"
"MODAFINIL","http://purl.bioontology.org/ontology/RXNORM/30125","http://purl.bioontology.org/ontology/NDFRT/N0000148602","MODAFINIL","http://www.drugbank.ca/drugs/DB00745","http://bio2rdf.org/drugbank:DB00745"
"MODAFINIL","http://purl.bioontology.org/ontology/RXNORM/30125","http://purl.bioontology.org/ontology/NDFRT/N0000005978","modafinil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00745","http://bio2rdf.org/drugbank:DB00745"
"MOEXIPRIL","http://purl.bioontology.org/ontology/RXNORM/30131","http://purl.bioontology.org/ontology/NDFRT/N0000022001","MOEXIPRIL","http://www.drugbank.ca/drugs/DB00691","http://bio2rdf.org/drugbank:DB00691"
"MOEXIPRIL","http://purl.bioontology.org/ontology/RXNORM/30131","http://purl.bioontology.org/ontology/NDFRT/N0000006618","moexipril [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00691","http://bio2rdf.org/drugbank:DB00691"
"MOMETASONE FUROATE","http://purl.bioontology.org/ontology/RXNORM/30145","http://purl.bioontology.org/ontology/NDFRT/N0000147530","MOMETASONE FUROATE","http://www.drugbank.ca/drugs/DB00764","http://bio2rdf.org/drugbank:DB00764"
"MOMETASONE FUROATE","http://purl.bioontology.org/ontology/RXNORM/30145","http://purl.bioontology.org/ontology/NDFRT/N0000179196","mometasone furoate [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00764","http://bio2rdf.org/drugbank:DB00764"
"NABILONE","http://purl.bioontology.org/ontology/RXNORM/31447","http://purl.bioontology.org/ontology/NDFRT/N0000147524","NABILONE","http://www.drugbank.ca/drugs/DB00486","http://bio2rdf.org/drugbank:DB00486"
"NABILONE","http://purl.bioontology.org/ontology/RXNORM/31447","http://purl.bioontology.org/ontology/NDFRT/N0000006910","nabilone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00486","http://bio2rdf.org/drugbank:DB00486"
"NABUMETONE","http://purl.bioontology.org/ontology/RXNORM/31448","http://purl.bioontology.org/ontology/NDFRT/N0000148161","NABUMETONE","http://www.drugbank.ca/drugs/DB00461","http://bio2rdf.org/drugbank:DB00461"
"NABUMETONE","http://purl.bioontology.org/ontology/RXNORM/31448","http://purl.bioontology.org/ontology/NDFRT/N0000006293","nabumetone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00461","http://bio2rdf.org/drugbank:DB00461"
"NAFTIFINE","http://purl.bioontology.org/ontology/RXNORM/31476","http://purl.bioontology.org/ontology/NDFRT/N0000147936","NAFTIFINE","http://www.drugbank.ca/drugs/DB00735","http://bio2rdf.org/drugbank:DB00735"
"NAFTIFINE","http://purl.bioontology.org/ontology/RXNORM/31476","http://purl.bioontology.org/ontology/NDFRT/N0000171577","naftifine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00735","http://bio2rdf.org/drugbank:DB00735"
"NEBIVOLOL","http://purl.bioontology.org/ontology/RXNORM/31555","http://purl.bioontology.org/ontology/NDFRT/N0000176131","NEBIVOLOL","http://www.drugbank.ca/drugs/DB04861","http://bio2rdf.org/drugbank:DB04861"
"NEBIVOLOL","http://purl.bioontology.org/ontology/RXNORM/31555","http://purl.bioontology.org/ontology/NDFRT/N0000179202","nebivolol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB04861","http://bio2rdf.org/drugbank:DB04861"
"NEDOCROMIL","http://purl.bioontology.org/ontology/RXNORM/31563","http://purl.bioontology.org/ontology/NDFRT/N0000021604","NEDOCROMIL","http://www.drugbank.ca/drugs/DB00716","http://bio2rdf.org/drugbank:DB00716"
"NEDOCROMIL","http://purl.bioontology.org/ontology/RXNORM/31563","http://purl.bioontology.org/ontology/NDFRT/N0000007491","Nedocromil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00716","http://bio2rdf.org/drugbank:DB00716"
"NEFAZODONE","http://purl.bioontology.org/ontology/RXNORM/31565","http://purl.bioontology.org/ontology/NDFRT/N0000148387","NEFAZODONE","http://www.drugbank.ca/drugs/DB01149","http://bio2rdf.org/drugbank:DB01149"
"NEFAZODONE","http://purl.bioontology.org/ontology/RXNORM/31565","http://purl.bioontology.org/ontology/NDFRT/N0000007250","nefazodone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01149","http://bio2rdf.org/drugbank:DB01149"
"NILUTAMIDE","http://purl.bioontology.org/ontology/RXNORM/31805","http://purl.bioontology.org/ontology/NDFRT/N0000148490","NILUTAMIDE","http://www.drugbank.ca/drugs/DB00665","http://bio2rdf.org/drugbank:DB00665"
"NILUTAMIDE","http://purl.bioontology.org/ontology/RXNORM/31805","http://purl.bioontology.org/ontology/NDFRT/N0000005796","nilutamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00665","http://bio2rdf.org/drugbank:DB00665"
"MORICIZINE","http://purl.bioontology.org/ontology/RXNORM/40169","http://purl.bioontology.org/ontology/NDFRT/N0000147932","MORICIZINE","http://www.drugbank.ca/drugs/DB00680","http://bio2rdf.org/drugbank:DB00680"
"MORICIZINE","http://purl.bioontology.org/ontology/RXNORM/40169","http://purl.bioontology.org/ontology/NDFRT/N0000006334","Moricizine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00680","http://bio2rdf.org/drugbank:DB00680"
"MUPIROCIN","http://purl.bioontology.org/ontology/RXNORM/42372","http://purl.bioontology.org/ontology/NDFRT/N0000147519","MUPIROCIN","http://www.drugbank.ca/drugs/DB00410","http://bio2rdf.org/drugbank:DB00410"
"MUPIROCIN","http://purl.bioontology.org/ontology/RXNORM/42372","http://purl.bioontology.org/ontology/NDFRT/N0000007274","Mupirocin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00410","http://bio2rdf.org/drugbank:DB00410"
"NEVIRAPINE","http://purl.bioontology.org/ontology/RXNORM/53654","http://purl.bioontology.org/ontology/NDFRT/N0000148461","NEVIRAPINE","http://www.drugbank.ca/drugs/DB00238","http://bio2rdf.org/drugbank:DB00238"
"NEVIRAPINE","http://purl.bioontology.org/ontology/RXNORM/53654","http://purl.bioontology.org/ontology/NDFRT/N0000005849","Nevirapine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00238","http://bio2rdf.org/drugbank:DB00238"
"MONTELUKAST","http://purl.bioontology.org/ontology/RXNORM/88249","http://purl.bioontology.org/ontology/NDFRT/N0000022122","MONTELUKAST","http://www.drugbank.ca/drugs/DB00471","http://bio2rdf.org/drugbank:DB00471"
"MONTELUKAST","http://purl.bioontology.org/ontology/RXNORM/88249","http://purl.bioontology.org/ontology/NDFRT/N0000007118","montelukast [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00471","http://bio2rdf.org/drugbank:DB00471"
"MOMETASONE","http://purl.bioontology.org/ontology/RXNORM/108118","http://purl.bioontology.org/ontology/NDFRT/N0000147931","MOMETASONE","http://www.drugbank.ca/drugs/DB00764","http://bio2rdf.org/drugbank:DB00764"
"NELFINAVIR","http://purl.bioontology.org/ontology/RXNORM/134527","http://purl.bioontology.org/ontology/NDFRT/N0000022055","NELFINAVIR","http://www.drugbank.ca/drugs/DB00220","http://bio2rdf.org/drugbank:DB00220"
"NELFINAVIR","http://purl.bioontology.org/ontology/RXNORM/134527","http://purl.bioontology.org/ontology/NDFRT/N0000006047","Nelfinavir [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00220","http://bio2rdf.org/drugbank:DB00220"
"MOXIFLOXACIN","http://purl.bioontology.org/ontology/RXNORM/139462","http://purl.bioontology.org/ontology/NDFRT/N0000148632","MOXIFLOXACIN","http://www.drugbank.ca/drugs/DB00218","http://bio2rdf.org/drugbank:DB00218"
"MOXIFLOXACIN","http://purl.bioontology.org/ontology/RXNORM/139462","http://purl.bioontology.org/ontology/NDFRT/N0000005131","moxifloxacin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00218","http://bio2rdf.org/drugbank:DB00218"
"NARATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/141366","http://purl.bioontology.org/ontology/NDFRT/N0000022106","NARATRIPTAN","http://www.drugbank.ca/drugs/DB00952","http://bio2rdf.org/drugbank:DB00952"
"NARATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/141366","http://purl.bioontology.org/ontology/NDFRT/N0000006462","naratriptan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00952","http://bio2rdf.org/drugbank:DB00952"
"NATEGLINIDE","http://purl.bioontology.org/ontology/RXNORM/274332","http://purl.bioontology.org/ontology/NDFRT/N0000148693","NATEGLINIDE","http://www.drugbank.ca/drugs/DB00731","http://bio2rdf.org/drugbank:DB00731"
"NATEGLINIDE","http://purl.bioontology.org/ontology/RXNORM/274332","http://purl.bioontology.org/ontology/NDFRT/N0000005151","nateglinide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00731","http://bio2rdf.org/drugbank:DB00731"
"NEPAFENAC","http://purl.bioontology.org/ontology/RXNORM/298665","http://purl.bioontology.org/ontology/NDFRT/N0000023112","NEPAFENAC","http://www.drugbank.ca/drugs/DB06802","http://bio2rdf.org/drugbank:DB06802"
"NEPAFENAC","http://purl.bioontology.org/ontology/RXNORM/298665","http://purl.bioontology.org/ontology/NDFRT/N0000171607","nepafenac [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB06802","http://bio2rdf.org/drugbank:DB06802"
"NATALIZUMAB","http://purl.bioontology.org/ontology/RXNORM/354770","http://purl.bioontology.org/ontology/NDFRT/N0000148870","NATALIZUMAB","http://www.drugbank.ca/drugs/DB00108","http://bio2rdf.org/drugbank:DB00108"
"NATALIZUMAB","http://purl.bioontology.org/ontology/RXNORM/354770","http://purl.bioontology.org/ontology/NDFRT/N0000010565","natalizumab [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00108","http://bio2rdf.org/drugbank:DB00108"
"NILOTINIB","http://purl.bioontology.org/ontology/RXNORM/662281","http://purl.bioontology.org/ontology/NDFRT/N0000176124","NILOTINIB","http://www.drugbank.ca/drugs/DB04868","http://bio2rdf.org/drugbank:DB04868"
"NITROGLYCERIN","http://purl.bioontology.org/ontology/RXNORM/4917","http://purl.bioontology.org/ontology/NDFRT/N0000145909","NITROGLYCERIN","http://www.drugbank.ca/drugs/DB00727","http://bio2rdf.org/drugbank:DB00727"
"NITROGLYCERIN","http://purl.bioontology.org/ontology/RXNORM/4917","http://purl.bioontology.org/ontology/NDFRT/N0000006574","Nitroglycerin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00727","http://bio2rdf.org/drugbank:DB00727"
"NIMODIPINE","http://purl.bioontology.org/ontology/RXNORM/7426","http://purl.bioontology.org/ontology/NDFRT/N0000147543","NIMODIPINE","http://www.drugbank.ca/drugs/DB00393","http://bio2rdf.org/drugbank:DB00393"
"NIMODIPINE","http://purl.bioontology.org/ontology/RXNORM/7426","http://purl.bioontology.org/ontology/NDFRT/N0000006560","Nimodipine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00393","http://bio2rdf.org/drugbank:DB00393"
"NISOLDIPINE","http://purl.bioontology.org/ontology/RXNORM/7435","http://purl.bioontology.org/ontology/NDFRT/N0000148422","NISOLDIPINE","http://www.drugbank.ca/drugs/DB00401","http://bio2rdf.org/drugbank:DB00401"
"NISOLDIPINE","http://purl.bioontology.org/ontology/RXNORM/7435","http://purl.bioontology.org/ontology/NDFRT/N0000006370","Nisoldipine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00401","http://bio2rdf.org/drugbank:DB00401"
"NITROFURANTOIN","http://purl.bioontology.org/ontology/RXNORM/7454","http://purl.bioontology.org/ontology/NDFRT/N0000147151","NITROFURANTOIN","http://www.drugbank.ca/drugs/DB00698","http://bio2rdf.org/drugbank:DB00698"
"NITROFURANTOIN","http://purl.bioontology.org/ontology/RXNORM/7454","http://purl.bioontology.org/ontology/NDFRT/N0000006649","Nitrofurantoin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00698","http://bio2rdf.org/drugbank:DB00698"
"NOREPINEPHRINE","http://purl.bioontology.org/ontology/RXNORM/7512","http://purl.bioontology.org/ontology/NDFRT/N0000147945","NOREPINEPHRINE","http://www.drugbank.ca/drugs/DB00368","http://bio2rdf.org/drugbank:DB00368"
"NOREPINEPHRINE","http://purl.bioontology.org/ontology/RXNORM/7512","http://purl.bioontology.org/ontology/NDFRT/N0000007426","Norepinephrine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00368","http://bio2rdf.org/drugbank:DB00368"
"NORETHINDRONE","http://purl.bioontology.org/ontology/RXNORM/7514","http://purl.bioontology.org/ontology/NDFRT/N0000146818","NORETHINDRONE","http://www.drugbank.ca/drugs/DB00717","http://bio2rdf.org/drugbank:DB00717"
"NORETHINDRONE","http://purl.bioontology.org/ontology/RXNORM/7514","http://purl.bioontology.org/ontology/NDFRT/N0000007443","Norethindrone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00717","http://bio2rdf.org/drugbank:DB00717"
"NORFLOXACIN","http://purl.bioontology.org/ontology/RXNORM/7517","http://purl.bioontology.org/ontology/NDFRT/N0000147623","NORFLOXACIN","http://www.drugbank.ca/drugs/DB01059","http://bio2rdf.org/drugbank:DB01059"
"NORFLOXACIN","http://purl.bioontology.org/ontology/RXNORM/7517","http://purl.bioontology.org/ontology/NDFRT/N0000007451","Norfloxacin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01059","http://bio2rdf.org/drugbank:DB01059"
