drug_concept_id	HOI_concept_id	NCT_ID	INTERVENTION_NAME
1315942	0	NCT00073983	docetaxel
1304850	0	NCT00073983	filgrastim
1325608	0	NCT00073983	pegfilgrastim
1344905	0	NCT00101283	carboplatin
19041065	0	NCT00265083	golimumab
929887	0	NCT00335283	lansoprazole
1337620	0	NCT00625183	capecitabine
1318011	0	NCT00625183	oxaliplatin
1119119	0	NCT00348283	adalimumab
1636780	0	NCT00080483	testosterone
766814	0	NCT00181883	quetiapine
19017581	0	NCT00396383	plerixafor
19100985	0	NCT01009983	panitumumab
1378382	0	NCT01009983	paclitaxel
1344905	0	NCT01009983	carboplatin
735843	0	NCT01071083	natalizumab
1506270	0	NCT01071083	methylprednisolone
1337620	0	NCT00684983	capecitabine
40164052	0	NCT00159783	asenapine
19024728	0	NCT01011283	decitabine
1314865	0	NCT01011283	azacitidine
1304850	0	NCT00085202	filgrastim
1310317	0	NCT00085202	cyclophosphamide
1308290	0	NCT00085202	vincristine
1397599	0	NCT00085202	cisplatin
1115008	0	NCT00789802	naproxen
1311078	0	NCT00795002	cytarabine
954688	0	NCT01175902	latanoprost
19080982	0	NCT01277302	ranibizumab
1337651	0	NCT01720602	vorinostat
1348265	0	NCT01720602	anastrozole
1315946	0	NCT01720602	letrozole
1398399	0	NCT01720602	exemestane
1341149	0	NCT00275002	temozolomide
19017581	0	NCT00445302	plerixafor
1336825	0	NCT01083602	bortezomib
1518254	0	NCT01083602	dexamethasone
1378382	0	NCT00800202	paclitaxel
1344905	0	NCT00800202	carboplatin
1337651	0	NCT00132002	vorinostat
907553	0	NCT01957202	levocabastine
1314924	0	NCT00334802	gemcitabine
1378382	0	NCT00334802	paclitaxel
40171288	0	NCT01209702	tocilizumab
718583	0	NCT01476202	nicotine
950637	0	NCT00758602	tacrolimus
1337620	0	NCT00024102	capecitabine
1713905	0	NCT00986102	doripenem
1167322	0	NCT01988402	allopurinol
735979	0	NCT00206102	risperidone
1337651	0	NCT00810602	vorinostat
1336926	0	NCT00549302	tadalafil
1736999	0	NCT00447902	tipranavir
1748921	0	NCT00447902	ritonavir
1539403	0	NCT00129402	simvastatin
40241937	0	NCT00949702	vemurafenib
780442	0	NCT00483002	varenicline
44816294	0	NCT01074502	apremilast
45892847	0	NCT01181102	edoxaban
1304919	0	NCT00106002	pemetrexed
1516766	0	NCT01022762	repaglinide
19059796	0	NCT01022762	gliclazide
1344905	0	NCT00258362	carboplatin
1315942	0	NCT00258362	docetaxel
975125	0	NCT00176462	hydrocortisone
1305058	0	NCT00176462	methotrexate
1308290	0	NCT00176462	vincristine
44506771	0	NCT00176462	aminopterin
19012585	0	NCT00176462	asparaginase
1310317	0	NCT00176462	cyclophosphamide
1311078	0	NCT00176462	cytarabine
1518254	0	NCT00176462	dexamethasone
1308432	0	NCT00293462	sargramostim
42904177	0	NCT00566462	perampanel
1547504	0	NCT00424762	rosiglitazone
1315411	0	NCT00117962	cetuximab
1344905	0	NCT00117962	carboplatin
1708880	0	NCT00855062	minocycline
1332418	0	NCT00860262	amlodipine
1317640	0	NCT00860262	telmisartan
40223464	0	NCT00545662	citicoline
1151789	0	NCT00247962	etanercept
1344905	0	NCT00294762	carboplatin
1378382	0	NCT00294762	paclitaxel
1378382	0	NCT00119262	paclitaxel
1310317	0	NCT00119262	cyclophosphamide
1397141	0	NCT00119262	bevacizumab
1304850	0	NCT00119262	filgrastim
1325608	0	NCT00119262	pegfilgrastim
42874212	0	NCT00708162	elvitegravir
1322207	0	NCT00268762	argatroban
974166	0	NCT00797862	hydrochlorothiazide
1583722	0	NCT00359762	exenatide
1597756	0	NCT00359762	glimepiride
785788	0	NCT00337662	olanzapine
735979	0	NCT00337662	risperidone
1516976	0	NCT00506662	insulin detemir
936748	0	NCT00381862	aprepitant
1518254	0	NCT00381862	dexamethasone
955632	0	NCT00381862	fluorouracil
1318011	0	NCT00381862	oxaliplatin
1314273	0	NCT00770562	rituximab
45776670	0	NCT00357162	belinostat
1397599	0	NCT00045162	cisplatin
1350504	0	NCT00045162	etoposide
1762711	0	NCT00665353	ribavirin
1525215	0	NCT00665353	pioglitazone
45776670	0	NCT00365053	belinostat
42709327	0	NCT00597753	peginesatide
1315942	0	NCT00118053	docetaxel
1344905	0	NCT00118053	carboplatin
1317640	0	NCT00550953	telmisartan
1714165	0	NCT00983853	peginterferon alfa-2a
939506	0	NCT01172353	sodium bicarbonate
739138	0	NCT00654953	sertraline
797399	0	NCT00654953	gabapentin
1516800	0	NCT00485953	risedronate
1358436	0	NCT00504153	dasatinib
734354	0	NCT00558753	pregabalin
1712889	0	NCT00887653	raltegravir
1186087	0	NCT00406653	abatacept
1397599	0	NCT00069953	cisplatin
1378382	0	NCT00069953	paclitaxel
1304850	0	NCT00069953	filgrastim
1325608	0	NCT00069953	pegfilgrastim
955632	0	NCT00069953	fluorouracil
19022131	0	NCT01031953	fosaprepitant dimeglumine
19026450	0	NCT01202253	anidulafungin
45776670	0	NCT00303953	belinostat
1703653	0	NCT00895453	itraconazole
1304919	0	NCT00356525	pemetrexed
1314924	0	NCT00356525	gemcitabine
1344905	0	NCT00356525	carboplatin
1135766	0	NCT01080625	phenylephrine
1343916	0	NCT01080625	epinephrine
1312706	0	NCT00262925	alemtuzumab
19012585	0	NCT00262925	asparaginase
1305058	0	NCT00262925	methotrexate
1518254	0	NCT00262925	dexamethasone
1521987	0	NCT00542425	teriparatide
19003953	0	NCT01933425	rocuronium
1500211	0	NCT00064025	medroxyprogesterone
1322184	0	NCT01118325	clopidogrel
40241186	0	NCT01118325	ticagrelor
1106776	0	NCT01483625	tiotropium
1516976	0	NCT00509925	insulin detemir
45776202	0	NCT01074125	ferric citrate
1311078	0	NCT00742625	cytarabine
1336825	0	NCT00742625	bortezomib
1337651	0	NCT00121225	vorinostat
1397141	0	NCT00217425	bevacizumab
1310317	0	NCT00217425	cyclophosphamide
1551099	0	NCT00217425	prednisone
712615	0	NCT01293825	ziprasidone
40163718	0	NCT01107925	prasugrel
1322184	0	NCT01107925	clopidogrel
1304919	0	NCT00316225	pemetrexed
1738135	0	NCT00543725	efavirenz
44814585	0	NCT00392925	metreleptin
42800040	0	NCT00853606	avanafil
40239330	0	NCT01592006	telaprevir
45775760	0	NCT01293006	suvorexant
19015523	0	NCT00877006	bendamustine
1314273	0	NCT00877006	rituximab
1551099	0	NCT00877006	prednisone
1310317	0	NCT00877006	cyclophosphamide
735979	0	NCT00563706	risperidone
1337651	0	NCT00641706	vorinostat
1336825	0	NCT00641706	bortezomib
1750500	0	NCT00836706	clarithromycin
1305058	0	NCT02006706	methotrexate
1506270	0	NCT02006706	methylprednisolone
19014878	0	NCT00321906	azathioprine
19034726	0	NCT00321906	sirolimus
740910	0	NCT00774306	phenytoin
745466	0	NCT00774306	valproate
711584	0	NCT00774306	levetiracetam
40172153	0	NCT00528606	collagenase clostridium histolyticum
1518254	0	NCT00511706	dexamethasone
19080982	0	NCT00511706	ranibizumab
1336825	0	NCT00366106	bortezomib
1518254	0	NCT00366106	dexamethasone
909959	0	NCT00658606	alefacept
1378382	0	NCT01515306	paclitaxel
1583722	0	NCT00375492	exenatide
708298	0	NCT00441792	midazolam
1583722	0	NCT00635492	exenatide
1503297	0	NCT00807092	metformin
1337068	0	NCT00423592	ambrisentan
937368	0	NCT00336492	infliximab
45774639	0	NCT00783692	vedolizumab
1304643	0	NCT00989092	darbepoetin alfa
1738521	0	NCT01518192	doxycycline
1304919	0	NCT00350792	pemetrexed
1344905	0	NCT00350792	carboplatin
1502905	0	NCT00469092	insulin glargine
1503297	0	NCT00469092	metformin
1597756	0	NCT00469092	glimepiride
924566	0	NCT01294592	tamsulosin
1325363	0	NCT00457392	erlotinib
1336539	0	NCT00457392	sunitinib
1397599	0	NCT00101192	cisplatin
1315411	0	NCT00101192	cetuximab
1709170	0	NCT00621192	meropenem
1367268	0	NCT00695292	irinotecan
1336539	0	NCT00695292	sunitinib
1707687	0	NCT01037192	vancomycin
1718054	0	NCT00404092	caspofungin
780442	0	NCT00606892	varenicline
19090761	0	NCT00857792	regadenoson
43012417	0	NCT01128192	pasireotide
40234834	0	NCT00683592	vilazodone
1318011	0	NCT01338792	oxaliplatin
44785829	0	NCT01217892	dapagliflozin
1503297	0	NCT01217892	metformin
19124906	0	NCT00833092	magnesium
1304850	0	NCT00392834	filgrastim
1325608	0	NCT00392834	pegfilgrastim
1314273	0	NCT00392834	rituximab
1310317	0	NCT00392834	cyclophosphamide
1311078	0	NCT00392834	cytarabine
1350504	0	NCT00392834	etoposide
19078187	0	NCT00392834	ifosfamide
1305058	0	NCT00392834	methotrexate
1336825	0	NCT00547534	bortezomib
19015523	0	NCT00547534	bendamustine
1314273	0	NCT00547534	rituximab
1118084	0	NCT01158534	celecoxib
709567	0	NCT00573534	lisdexamfetamine
1336926	0	NCT00422734	tadalafil
989482	0	NCT00470834	dutasteride
1344381	0	NCT00470834	bicalutamide
1315942	0	NCT00862134	docetaxel
1314924	0	NCT00191334	gemcitabine
1397599	0	NCT00191334	cisplatin
1153428	0	NCT01469234	fexofenadine
1107830	0	NCT01469234	loratadine
950637	0	NCT00270634	tacrolimus
1583722	0	NCT00360334	exenatide
1502905	0	NCT00360334	insulin glargine
906780	0	NCT00682734	metoclopramide
19080982	0	NCT00539734	ranibizumab
1337651	0	NCT00895934	vorinostat
42799711	0	NCT00895934	gemtuzumab ozogamicin
1314865	0	NCT00895934	azacitidine
40170911	0	NCT01617434	liraglutide
1636780	0	NCT00957034	testosterone
1110942	0	NCT00434434	omalizumab
916005	0	NCT01093534	solifenacin
1325608	0	NCT00063934	pegfilgrastim
1304850	0	NCT00063934	filgrastim
1315942	0	NCT00063934	docetaxel
40242675	0	NCT01168934	crizotinib
44816332	0	NCT01475734	albiglutide
1337651	0	NCT00262834	vorinostat
1545958	0	NCT00418834	atorvastatin
1314577	0	NCT01499134	nebivolol
1154077	0	NCT01001234	rizatriptan
1312706	0	NCT00301834	alemtuzumab
1333357	0	NCT00301834	busulfan
19010482	0	NCT00301834	cyclosporine
1305058	0	NCT00301834	methotrexate
1506270	0	NCT00301834	methylprednisolone
1398399	0	NCT00417885	exemestane
19011440	0	NCT00809185	everolimus
1337620	0	NCT00321685	capecitabine
1318011	0	NCT00321685	oxaliplatin
1397141	0	NCT00321685	bevacizumab
955632	0	NCT00321685	fluorouracil
1503297	0	NCT01240785	metformin
19122121	0	NCT01240785	insulin
1518254	0	NCT00621985	dexamethasone
963353	0	NCT00558285	glycopyrrolate
40240664	0	NCT00558285	indacaterol
781039	0	NCT00703885	alprazolam
1397599	0	NCT00057785	cisplatin
955632	0	NCT00057785	fluorouracil
1304919	0	NCT00265785	pemetrexed
744740	0	NCT00608985	zolpidem
1711246	0	NCT00096785	entecavir
1729323	0	NCT00096785	adefovir
19080982	0	NCT00668785	ranibizumab
1304919	0	NCT00259285	pemetrexed
1397599	0	NCT00259285	cisplatin
1167322	0	NCT00793585	allopurinol
1151789	0	NCT01646385	etanercept
40242675	0	NCT01149785	crizotinib
985708	0	NCT01149785	ketoconazole
1545958	0	NCT00965185	atorvastatin
752061	0	NCT00475085	prochlorperazine
936748	0	NCT00475085	aprepitant
1518254	0	NCT00475085	dexamethasone
950637	0	NCT00282568	tacrolimus
19054821	0	NCT00337168	clofarabine
1311078	0	NCT00337168	cytarabine
40238188	0	NCT00636168	ipilimumab
19012346	0	NCT00529568	eltrombopag
19043959	0	NCT00385268	acamprosate
1336825	0	NCT00441168	bortezomib
1518254	0	NCT00441168	dexamethasone
1308290	0	NCT00441168	vincristine
742267	0	NCT00563368	topiramate
735340	0	NCT00563368	phentermine
1337620	0	NCT00274768	capecitabine
1592085	0	NCT00902668	lovastatin
1304919	0	NCT00374868	pemetrexed
1397599	0	NCT00374868	cisplatin
1366310	0	NCT00937768	goserelin
1304919	0	NCT00415168	pemetrexed
1397599	0	NCT00415168	cisplatin
19003999	0	NCT00075478	mycophenolate mofetil
19010482	0	NCT00075478	cyclosporine
42709322	0	NCT00835978	axitinib
1312706	0	NCT00050778	alemtuzumab
40240664	0	NCT00570778	indacaterol
1714277	0	NCT00721578	voriconazole
43013193	0	NCT00639678	raxibacumab
1308432	0	NCT00006478	sargramostim
1000772	0	NCT00231478	granisetron
43014237	0	NCT00669578	pomalidomide
955632	0	NCT00096278	fluorouracil
1397141	0	NCT00096278	bevacizumab
1318011	0	NCT00096278	oxaliplatin
40240664	0	NCT01609478	indacaterol
19011437	0	NCT01021878	icodextrin
715939	0	NCT00475878	escitalopram
1304850	0	NCT00544778	filgrastim
19078187	0	NCT00544778	ifosfamide
1315942	0	NCT00661778	docetaxel
1397599	0	NCT00661778	cisplatin
19032407	0	NCT00907478	romiplostim
1325363	0	NCT00834678	erlotinib
19015523	0	NCT00834678	bendamustine
1196677	0	NCT00643578	formoterol
1337651	0	NCT00481078	vorinostat
1378382	0	NCT00481078	paclitaxel
1344905	0	NCT00481078	carboplatin
703244	0	NCT00592358	paliperidone
906780	0	NCT00845858	metoclopramide
1151789	0	NCT00913458	etanercept
40167554	0	NCT00297258	pazopanib
1545958	0	NCT00639158	atorvastatin
1526475	0	NCT00639158	ezetimibe
1714319	0	NCT00568958	naltrexone
40170911	0	NCT00422058	liraglutide
741530	0	NCT00422058	orlistat
1360067	0	NCT00470158	iron
715259	0	NCT00401258	duloxetine
1118084	0	NCT00662558	celecoxib
1516976	0	NCT00455858	insulin detemir
1503297	0	NCT00617058	metformin
909959	0	NCT00965458	alefacept
43533090	0	NCT01426958	afatinib
1314273	0	NCT00576758	rituximab
40166035	0	NCT00666458	saxagliptin
1580747	0	NCT00666458	sitagliptin
1524674	0	NCT00432458	zoledronic acid
915935	0	NCT00119158	pimecrolimus
1516800	0	NCT00541658	risedronate
734354	0	NCT00601458	pregabalin
1337651	0	NCT00423449	vorinostat
1189697	0	NCT00259649	eletriptan
1315942	0	NCT02005549	docetaxel
40223464	0	NCT00158249	citicoline
1304919	0	NCT00887549	pemetrexed
1397599	0	NCT00887549	cisplatin
1597756	0	NCT01453049	glimepiride
1314273	0	NCT00072449	rituximab
987366	0	NCT01447849	lubiprostone
1154343	0	NCT01255449	albuterol
1350489	0	NCT00202449	prazosin
722031	0	NCT00202449	paroxetine
1337651	0	NCT00258349	vorinostat
1387104	0	NCT00258349	trastuzumab
1110942	0	NCT01007149	omalizumab
1114375	0	NCT01516749	anakinra
1738135	0	NCT00540449	efavirenz
1308185	0	NCT00450749	lycopene
742185	0	NCT00368849	atomoxetine
40167582	0	NCT00349349	ofatumumab
734354	0	NCT00702949	pregabalin
1331247	0	NCT00205049	pentoxifylline
1397599	0	NCT00078949	cisplatin
1518254	0	NCT00078949	dexamethasone
1311078	0	NCT00078949	cytarabine
1314273	0	NCT00078949	rituximab
1119119	0	NCT00574249	adalimumab
715939	0	NCT00219349	escitalopram
785788	0	NCT00190749	olanzapine
735979	0	NCT00190749	risperidone
1336825	0	NCT00818649	bortezomib
1337651	0	NCT00818649	vorinostat
1315942	0	NCT00276549	docetaxel
19017581	0	NCT00998049	plerixafor
1304850	0	NCT00998049	filgrastim
1308842	0	NCT00523549	valsartan
1332418	0	NCT00523549	amlodipine
19012925	0	NCT01144949	silodosin
1314924	0	NCT00437203	gemcitabine
1539403	0	NCT00819403	simvastatin
1318011	0	NCT00642603	oxaliplatin
1367268	0	NCT00642603	irinotecan
1510813	0	NCT01241903	rosuvastatin
1359548	0	NCT00422903	lapatinib
1315946	0	NCT00422903	letrozole
1518254	0	NCT00906503	dexamethasone
1359548	0	NCT00558103	lapatinib
1756831	0	NCT00381303	darunavir
1748921	0	NCT00381303	ritonavir
1397141	0	NCT00378703	bevacizumab
19092845	0	NCT00378703	temsirolimus
1304044	0	NCT00006903	fulvestrant
1786617	0	NCT00695903	daptomycin
1707687	0	NCT00695903	vancomycin
1516976	0	NCT00537303	insulin detemir
40163718	0	NCT00997503	prasugrel
1112807	0	NCT00997503	aspirin
1337651	0	NCT00138203	vorinostat
44816332	0	NCT00838903	albiglutide
1580747	0	NCT00838903	sitagliptin
1597756	0	NCT00838903	glimepiride
1503297	0	NCT00838903	metformin
1797155	0	NCT01425203	peginterferon alfa-2b
1397141	0	NCT00460603	bevacizumab
1322184	0	NCT01158703	clopidogrel
1397141	0	NCT00126503	bevacizumab
1358436	0	NCT00482703	dasatinib
1716903	0	NCT01860703	moxifloxacin
1337651	0	NCT00238303	vorinostat
1336926	0	NCT00827242	tadalafil
1309944	0	NCT01576042	amiodarone
1370109	0	NCT01576042	sotalol
1363387	0	NCT00619242	sorafenib
1762711	0	NCT01370642	ribavirin
701322	0	NCT00476242	memantine
1518254	0	NCT00507442	dexamethasone
1310317	0	NCT00507442	cyclophosphamide
19090984	0	NCT00487942	armodafinil
987366	0	NCT00611442	lubiprostone
1503432	0	NCT01278342	pegvisomant
1558471	0	NCT01278342	cabergoline
1341149	0	NCT00441142	temozolomide
19095164	0	NCT01596842	cholecalciferol
712615	0	NCT00538642	ziprasidone
1344905	0	NCT00305942	carboplatin
1539403	0	NCT00334542	simvastatin
1334456	0	NCT00502242	ramipril
1311078	0	NCT00317642	cytarabine
1308432	0	NCT00103142	sargramostim
42709327	0	NCT00598442	peginesatide
1363387	0	NCT00880542	sorafenib
19058410	0	NCT00801242	degarelix
1397599	0	NCT00066742	cisplatin
1350504	0	NCT00066742	etoposide
1310149	0	NCT00957242	warfarin
1516976	0	NCT00634842	insulin detemir
1332418	0	NCT00558064	amlodipine
1304044	0	NCT00217464	fulvestrant
1337620	0	NCT00477464	capecitabine
1336825	0	NCT00023764	bortezomib
19011440	0	NCT00390364	everolimus
1136980	0	NCT00524264	ketorolac
1341149	0	NCT00305864	temozolomide
40167554	0	NCT00387764	pazopanib
1397141	0	NCT00301964	bevacizumab
1112807	0	NCT00178464	aspirin
1748921	0	NCT00040664	ritonavir
1736829	0	NCT00040664	fosamprenavir
1551803	0	NCT00262964	fenofibrate
1503297	0	NCT00669864	metformin
19025348	0	NCT00633464	ixabepilone
19044522	0	NCT00395226	zinc sulfate
40230597	0	NCT00633126	ceftaroline
1315942	0	NCT00703326	docetaxel
1583722	0	NCT00729326	exenatide
1580747	0	NCT00729326	sitagliptin
1397141	0	NCT00434226	bevacizumab
1336539	0	NCT00434226	sunitinib
1344905	0	NCT00434226	carboplatin
1378382	0	NCT00434226	paclitaxel
19092845	0	NCT01166126	temsirolimus
1314865	0	NCT00652626	azacitidine
40168938	0	NCT01059526	ecallantide
1336825	0	NCT00083226	bortezomib
1325363	0	NCT00230126	erlotinib
1341149	0	NCT00943826	temozolomide
1304919	0	NCT00494026	pemetrexed
1344905	0	NCT00494026	carboplatin
40241969	0	NCT00848926	brentuximab vedotin
1714165	0	NCT00627926	peginterferon alfa-2a
40239330	0	NCT00627926	telaprevir
1762711	0	NCT00627926	ribavirin
1397599	0	NCT00410826	cisplatin
1397141	0	NCT00601926	bevacizumab
19095164	0	NCT01199926	cholecalciferol
1315411	0	NCT00091026	cetuximab
1397141	0	NCT00091026	bevacizumab
1387104	0	NCT00079326	trastuzumab
19025348	0	NCT00079326	ixabepilone
1771162	0	NCT01755026	cefazolin
1314924	0	NCT00709826	gemcitabine
1397599	0	NCT00331760	cisplatin
1308432	0	NCT00014560	sargramostim
923645	0	NCT01122160	omeprazole
904453	0	NCT00719160	esomeprazole
42900401	0	NCT00195260	bosutinib
708298	0	NCT01309360	midazolam
1301267	0	NCT00027560	melphalan
1312706	0	NCT00027560	alemtuzumab
19010482	0	NCT00027560	cyclosporine
1136980	0	NCT00693160	ketorolac
19016749	0	NCT00693160	remifentanil
1301025	0	NCT01696760	enoxaparin
1516800	0	NCT00386360	risedronate
1762711	0	NCT01405560	ribavirin
1151789	0	NCT00245960	etanercept
19011130	0	NCT01189760	normal saline
1703069	0	NCT00869960	emtricitabine
1727223	0	NCT00869960	atazanavir
19011093	0	NCT00869960	tenofovir
1748921	0	NCT00869960	ritonavir
950637	0	NCT00938860	tacrolimus
1315942	0	NCT00248560	docetaxel
1503297	0	NCT01278160	metformin
1315942	0	NCT00069160	docetaxel
1304850	0	NCT00096460	filgrastim
1395557	0	NCT00096460	fludarabine
1350504	0	NCT00096460	etoposide
1350066	0	NCT00096460	carmustine
1310317	0	NCT00096460	cyclophosphamide
1305058	0	NCT00096460	methotrexate
1314273	0	NCT00096460	rituximab
950637	0	NCT00096460	tacrolimus
1787101	0	NCT00426660	maraviroc
1378382	0	NCT00937560	paclitaxel
1344905	0	NCT00937560	carboplatin
1305058	0	NCT00642460	methotrexate
19012346	0	NCT01133860	eltrombopag
1748921	0	NCT00071760	ritonavir
1378382	0	NCT00360360	paclitaxel
1344905	0	NCT00360360	carboplatin
1397141	0	NCT00360360	bevacizumab
1325363	0	NCT00360360	erlotinib
1510813	0	NCT00427960	rosuvastatin
1545958	0	NCT00427960	atorvastatin
1308216	0	NCT00347360	lisinopril
1597235	0	NCT00802360	follitropin beta
1036157	0	NCT00976274	starch
40174604	0	NCT01614574	velaglucerase alfa
1714277	0	NCT00620074	voriconazole
19026450	0	NCT00620074	anidulafungin
1583722	0	NCT00516074	exenatide
1335471	0	NCT00907374	benazepril
701322	0	NCT00545974	memantine
1315942	0	NCT00482274	docetaxel
1390051	0	NCT00738374	chlorambucil
19011440	0	NCT00300274	everolimus
19003999	0	NCT00300274	mycophenolate mofetil
19010482	0	NCT00300274	cyclosporine
1363387	0	NCT00699374	sorafenib
19090984	0	NCT01091974	armodafinil
40163718	0	NCT00642174	prasugrel
1397599	0	NCT00096174	cisplatin
1398399	0	NCT00083174	exemestane
1580747	0	NCT01519674	sitagliptin
1503297	0	NCT01519674	metformin
1551099	0	NCT00365274	prednisone
1337651	0	NCT00958074	vorinostat
1304850	0	NCT00098774	filgrastim
1350504	0	NCT00098774	etoposide
1305058	0	NCT00098774	methotrexate
1341149	0	NCT00098774	temozolomide
1314273	0	NCT00098774	rituximab
1311078	0	NCT00098774	cytarabine
1518254	0	NCT00687674	dexamethasone
1315411	0	NCT00079274	cetuximab
955632	0	NCT00079274	fluorouracil
1318011	0	NCT00079274	oxaliplatin
1344905	0	NCT00986674	carboplatin
1378382	0	NCT00986674	paclitaxel
1315411	0	NCT00986674	cetuximab
1547504	0	NCT00614874	rosiglitazone
1523280	0	NCT00683774	diazoxide
1304919	0	NCT00391274	pemetrexed
1315942	0	NCT00391274	docetaxel
40240664	0	NCT00545272	indacaterol
1196677	0	NCT00545272	formoterol
1308432	0	NCT01989572	sargramostim
785788	0	NCT00259272	olanzapine
937368	0	NCT00527072	infliximab
1351557	0	NCT00605072	candesartan
1308216	0	NCT00605072	lisinopril
974166	0	NCT00605072	hydrochlorothiazide
19092845	0	NCT00290472	temsirolimus
1309770	0	NCT00354172	aldesleukin
1304850	0	NCT00354172	filgrastim
1310317	0	NCT00354172	cyclophosphamide
19010482	0	NCT00354172	cyclosporine
1506270	0	NCT00354172	methylprednisolone
19003999	0	NCT00354172	mycophenolate mofetil
734354	0	NCT00424372	pregabalin
1337107	0	NCT00832572	ranolazine
40239216	0	NCT00602472	linagliptin
40228152	0	NCT01734772	dabigatran etexilate
40241186	0	NCT01734772	ticagrelor
1337651	0	NCT01153672	vorinostat
1348265	0	NCT01153672	anastrozole
1315946	0	NCT01153672	letrozole
1398399	0	NCT01153672	exemestane
19026972	0	NCT00109772	lenalidomide
1304044	0	NCT00722072	fulvestrant
1308842	0	NCT00738972	valsartan
1551860	0	NCT00738972	pravastatin
1539403	0	NCT00738972	simvastatin
1118084	0	NCT00088972	celecoxib
1110942	0	NCT00377572	omalizumab
1397599	0	NCT00555672	cisplatin
19100985	0	NCT00757172	panitumumab
1397599	0	NCT00757172	cisplatin
1315942	0	NCT00757172	docetaxel
1154161	0	NCT00590772	montelukast
1305058	0	NCT00754572	methotrexate
1119119	0	NCT00235872	adalimumab
1337651	0	NCT00771472	vorinostat
1545958	0	NCT00767572	atorvastatin
1350310	0	NCT00822172	cilostazol
1336825	0	NCT00287872	bortezomib
19137042	0	NCT00287872	thalidomide
19087394	0	NCT00485472	lacosamide
1397599	0	NCT00639769	cisplatin
1337068	0	NCT01072669	ambrisentan
1314924	0	NCT00191269	gemcitabine
40161669	0	NCT00663169	canakinumab
1518254	0	NCT00663169	dexamethasone
42903460	0	NCT01068769	regorafenib
1308216	0	NCT00553969	lisinopril
904453	0	NCT01138969	esomeprazole
718583	0	NCT00790569	nicotine
780442	0	NCT00790569	varenicline
1551099	0	NCT00066469	prednisone
1314273	0	NCT00066469	rituximab
1310317	0	NCT00066469	cyclophosphamide
1506270	0	NCT00066469	methylprednisolone
40161532	0	NCT00267969	ustekinumab
19003999	0	NCT00113269	mycophenolate mofetil
19038440	0	NCT00113269	basiliximab
950637	0	NCT00113269	tacrolimus
1312706	0	NCT00113269	alemtuzumab
1304850	0	NCT00074269	filgrastim
19010482	0	NCT00074269	cyclosporine
1301267	0	NCT00074269	melphalan
1305058	0	NCT00074269	methotrexate
955632	0	NCT00499369	fluorouracil
1315411	0	NCT00499369	cetuximab
1397141	0	NCT00499369	bevacizumab
1304044	0	NCT00274469	fulvestrant
1348265	0	NCT00274469	anastrozole
766529	0	NCT00642369	haloperidol
1551099	0	NCT00137969	prednisone
1314273	0	NCT00137969	rituximab
1378382	0	NCT00028769	paclitaxel
1315286	0	NCT00028769	nilutamide
1350504	0	NCT00028769	etoposide
1356461	0	NCT00028769	flutamide
1349025	0	NCT00028769	estramustine
1344381	0	NCT00028769	bicalutamide
1351541	0	NCT00028769	leuprolide
1366310	0	NCT00028769	goserelin
1325363	0	NCT01026844	erlotinib
1777087	0	NCT01026844	hydroxychloroquine
1304850	0	NCT00089544	filgrastim
1311409	0	NCT00089544	dacarbazine
19137042	0	NCT00089544	thalidomide
19078187	0	NCT00089544	ifosfamide
780442	0	NCT00749944	varenicline
1708748	0	NCT01199744	zanamivir
1397141	0	NCT00365144	bevacizumab
1343039	0	NCT00090844	triptorelin
43013171	0	NCT00930644	teduglutide
1304850	0	NCT00354744	filgrastim
1311443	0	NCT00354744	dactinomycin
1310317	0	NCT00354744	cyclophosphamide
1350504	0	NCT00354744	etoposide
19078187	0	NCT00354744	ifosfamide
1336825	0	NCT00118144	bortezomib
1304643	0	NCT00401544	darbepoetin alfa
1333357	0	NCT00478244	busulfan
1310317	0	NCT00478244	cyclophosphamide
1336825	0	NCT00553644	bortezomib
19026972	0	NCT00553644	lenalidomide
705103	0	NCT00181844	lamotrigine
750982	0	NCT00332644	bupropion
42709322	0	NCT00842244	axitinib
1337620	0	NCT00842244	capecitabine
1397599	0	NCT00842244	cisplatin
1337620	0	NCT01584544	capecitabine
1786617	0	NCT00428844	daptomycin
1707687	0	NCT00428844	vancomycin
19078399	0	NCT00428844	teicoplanin
1713930	0	NCT00428844	nafcillin
1724703	0	NCT00428844	oxacillin
1707164	0	NCT01254344	metronidazole
1305058	0	NCT00706797	methotrexate
1308432	0	NCT00643097	sargramostim
715939	0	NCT00965497	escitalopram
1525746	0	NCT00081497	agalsidase beta
1525215	0	NCT01156597	pioglitazone
1394023	0	NCT00471497	nilotinib
1304107	0	NCT00471497	imatinib
766529	0	NCT01152697	haloperidol
1397141	0	NCT00381797	bevacizumab
1318011	0	NCT00503997	oxaliplatin
1133201	0	NCT00723697	buprenorphine
1703687	0	NCT00362297	acyclovir
1717704	0	NCT00362297	valacyclovir
989878	0	NCT00617097	lidocaine
45892579	0	NCT01081951	olaparib
1378382	0	NCT01081951	paclitaxel
1344905	0	NCT01081951	carboplatin
40241937	0	NCT01474551	vemurafenib
1387104	0	NCT00667251	trastuzumab
1315942	0	NCT00667251	docetaxel
1378382	0	NCT00667251	paclitaxel
1398937	0	NCT00580151	clonidine
1526475	0	NCT00481351	ezetimibe
1506270	0	NCT00346151	methylprednisolone
