source_code|source_vocabulary_id|source_code_description|target_concept_id|target_vocabulary_id|mapping_type|primary_map|valid_start_date|valid_end_date|invalid_reason
D005467|46|Floxuridine|1355509|8|DRUG|Y|1970-01-01|2099-12-31|
D005641|46|Tegafur|19056756|8|DRUG|Y|1970-01-01|2099-12-31|
D005702|46|Galantamine|757627|8|DRUG|Y|1970-01-01|2099-12-31|
D005905|46|Glyburide|1559684|8|DRUG|Y|1970-01-01|2099-12-31|
D005976|46|Glutaral|1761033|8|DRUG|Y|1970-01-01|2099-12-31|
D005990|46|Glycerol|961145|8|DRUG|Y|1970-01-01|2099-12-31|
D006051|46|Aurothioglucose|1163570|8|DRUG|Y|1970-01-01|2099-12-31|
D006096|46|Gramicidin|963742|8|DRUG|Y|1970-01-01|2099-12-31|
D006143|46|Guanabenz|1366237|8|DRUG|Y|1970-01-01|2099-12-31|
D006206|46|Halcinonide|966468|8|DRUG|Y|1970-01-01|2099-12-31|
D006221|46|Halothane|19066747|8|DRUG|Y|1970-01-01|2099-12-31|
D006371|46|Helium|19067073|8|DRUG|Y|1970-01-01|2099-12-31|
D006821|46|Hyaluronoglucosaminidase|19073699|8|DRUG|Y|1970-01-01|2099-12-31|
D006854|46|Hydrocortisone|975125|8|DRUG|Y|1970-01-01|2099-12-31|
D006916|46|5-Hydroxytryptophan|1363516|8|DRUG|Y|1970-01-01|2099-12-31|
D007208|46|Indocyanine Green|19078612|8|DRUG|Y|1970-01-01|2099-12-31|
D007479|46|Iopamidol|19081224|8|DRUG|Y|1970-01-01|2099-12-31|
D007481|46|Iophendylate|19081269|8|DRUG|Y|1970-01-01|2099-12-31|
D007520|46|Isocarboxazid|781705|8|DRUG|Y|1970-01-01|2099-12-31|
D007547|46|Isosorbide|1383815|8|DRUG|Y|1970-01-01|2099-12-31|
D007665|46|Ketotifen|986117|8|DRUG|Y|1970-01-01|2099-12-31|
D007666|46|Khellin|19123346|8|DRUG|Y|1970-01-01|2099-12-31|
D008049|46|Lipase|990760|8|DRUG|Y|1970-01-01|2099-12-31|
D008139|46|Loperamide|991876|8|DRUG|Y|1970-01-01|2099-12-31|
D008458|46|Measles Vaccine|594249|8|DRUG|Y|1970-01-01|2099-12-31|
D008558|46|Melphalan|1301267|8|DRUG|Y|1970-01-01|2099-12-31|
D008656|46|Mestranol|1503184|8|DRUG|Y|1970-01-01|2099-12-31|
D008680|46|Metaraminol|19003303|8|DRUG|Y|1970-01-01|2099-12-31|
D008687|46|Metformin|1503297|8|DRUG|Y|1970-01-01|2099-12-31|
D008694|46|Methamphetamine|704053|8|DRUG|Y|1970-01-01|2099-12-31|
D008712|46|Methicillin Sodium|19001323|8|DRUG|Y|1970-01-01|2099-12-31|
D008715|46|Methionine|19004724|8|DRUG|Y|1970-01-01|2099-12-31|
D008721|46|Methocarbamol|704943|8|DRUG|Y|1970-01-01|2099-12-31|
D008729|46|Methoxamine|19005208|8|DRUG|Y|1970-01-01|2099-12-31|
D008736|46|Methyclothiazide|905273|8|DRUG|Y|1970-01-01|2099-12-31|
D008777|46|Methyltestosterone|1506602|8|DRUG|Y|1970-01-01|2099-12-31|
D008927|46|Mitobronitol|19125635|8|DRUG|Y|1970-01-01|2099-12-31|
D008972|46|Molindone|709699|8|DRUG|Y|1970-01-01|2099-12-31|
D008982|46|Molybdenum|19009896|8|DRUG|Y|1970-01-01|2099-12-31|
D009241|46|Ipratropium|1112921|8|DRUG|Y|1970-01-01|2099-12-31|
D009536|46|Niacinamide|19018419|8|DRUG|Y|1970-01-01|2099-12-31|
D009569|46|Nitric Oxide|19020068|8|DRUG|Y|1970-01-01|2099-12-31|
C061018|46|ganirelix|1536743|8|DRUG|Y|1970-01-01|2099-12-31|
C055357|46|ioxilan|19003249|8|DRUG|Y|1970-01-01|2099-12-31|
C511194|46|ecallantide|40168938|8|DRUG|Y|2010-01-04|2099-12-31|
C070364|46|fluphenacur|40169014|8|DRUG|Y|2010-01-04|2099-12-31|
D014223|46|Triamterene|904542|8|DRUG|Y|1970-01-01|2099-12-31|
D014271|46|Trifluridine|905078|8|DRUG|Y|1970-01-01|2099-12-31|
D014273|46|Triflupromazine|19005104|8|DRUG|Y|1970-01-01|2099-12-31|
D014287|46|Trimebutine|19005512|8|DRUG|Y|1970-01-01|2099-12-31|
D014425|46|Turpentine|1106647|8|DRUG|Y|1970-01-01|2099-12-31|
D014441|46|Tyropanoate|19006659|8|DRUG|Y|1970-01-01|2099-12-31|
D014451|46|Ubiquinone|1306837|8|DRUG|Y|1970-01-01|2099-12-31|
D014508|46|Urea|906914|8|DRUG|Y|1970-01-01|2099-12-31|
D014645|46|Herpesvirus 3, Human|507832|8|DRUG|Y|1970-01-01|2099-12-31|
D014667|46|Vasopressin (USP)|1507835|8|DRUG|Y|1970-01-01|2099-12-31|
D014673|46|Vecuronium|19012598|8|DRUG|Y|1970-01-01|2099-12-31|
D014803|46|Vitamin B Complex|19010970|8|DRUG|Y|1970-01-01|2099-12-31|
D014978|46|Xenon|19011007|8|DRUG|Y|1970-01-01|2099-12-31|
C002072|46|ketazolam|19003946|8|DRUG|Y|1970-01-01|2099-12-31|
C056068|46|theaflavin|19100574|8|DRUG|Y|1970-01-01|2099-12-31|
C056814|46|cefdinir|1796458|8|DRUG|Y|1970-01-01|2099-12-31|
D016666|46|Fluvoxamine|751412|8|DRUG|Y|1970-01-01|2099-12-31|
D017035|46|Pravastatin|1551860|8|DRUG|Y|1970-01-01|2099-12-31|
D008730|46|Methoxsalen|905223|8|DRUG|Y|1970-01-01|2099-12-31|
D008747|46|Methylcellulose|905371|8|DRUG|Y|1970-01-01|2099-12-31|
D008750|46|Methyldopa|1305447|8|DRUG|Y|1970-01-01|2099-12-31|
D008774|46|Methylphenidate|705944|8|DRUG|Y|1970-01-01|2099-12-31|
D008787|46|Metoclopramide|906780|8|DRUG|Y|1970-01-01|2099-12-31|
D008788|46|Metolazone|907013|8|DRUG|Y|1970-01-01|2099-12-31|
D008874|46|Midazolam|708298|8|DRUG|Y|1970-01-01|2099-12-31|
D008926|46|Plicamycin|19009165|8|DRUG|Y|1970-01-01|2099-12-31|
D009356|46|Neon|19016747|8|DRUG|Y|1970-01-01|2099-12-31|
D009540|46|Nicotinyl Alcohol|19018823|8|DRUG|Y|1970-01-01|2099-12-31|
D009543|46|Nifedipine|1318853|8|DRUG|Y|1970-01-01|2099-12-31|
D009641|46|Norethynodrel|19021481|8|DRUG|Y|1970-01-01|2099-12-31|
D009675|46|Novobiocin|19022015|8|DRUG|Y|1970-01-01|2099-12-31|
D009888|46|Opipramol|19129635|8|DRUG|Y|1970-01-01|2099-12-31|
D009951|46|Ornipressin|19024362|8|DRUG|Y|1970-01-01|2099-12-31|
D010114|46|Phenolisatin|19132888|8|DRUG|Y|1970-01-01|2099-12-31|
D010118|46|Oxytetracycline|925952|8|DRUG|Y|1970-01-01|2099-12-31|
D010197|46|Pancuronium|19026674|8|DRUG|Y|1970-01-01|2099-12-31|
D010389|46|Pemoline|727835|8|DRUG|Y|1970-01-01|2099-12-31|
D010406|46|Penicillin|19126544|8|DRUG|Y|1970-01-01|2099-12-31|
C059262|46|cidofovir|1745072|8|DRUG|Y|1970-01-01|2099-12-31|
D020110|46|Pinacidil|19093166|8|DRUG|Y|1970-01-01|2099-12-31|
D020156|46|Salicylic Acid|964407|8|DRUG|Y|1970-01-01|2099-12-31|
D020442|46|Poloxamer|19024665|8|DRUG|Y|1970-01-01|2099-12-31|
C059451|46|lornoxicam|19049709|8|DRUG|Y|1970-01-01|2099-12-31|
C100141|46|sulfacytine|19026707|8|DRUG|Y|1970-01-01|2099-12-31|
C100233|46|bumadizone|19039703|8|DRUG|Y|1970-01-01|2099-12-31|
C100263|46|dromostanolone|19056571|8|DRUG|Y|1970-01-01|2099-12-31|
C100300|46|phthalylsulfathiazole|19024873|8|DRUG|Y|1970-01-01|2099-12-31|
C100302|46|tribenoside|19042575|8|DRUG|Y|1970-01-01|2099-12-31|
C100416|46|peginterferon alfa-2a|1714165|8|DRUG|Y|1970-01-01|2099-12-31|
C103100|46|silver acetate|19016725|8|DRUG|Y|1970-01-01|2099-12-31|
C103303|46|alitretinoin|941052|8|DRUG|Y|1970-01-01|2099-12-31|
C106167|46|etanercept|1151789|8|DRUG|Y|1970-01-01|2099-12-31|
C054218|46|manidipine|19071995|8|DRUG|Y|1970-01-01|2099-12-31|
C054360|46|ceftibuten|1749083|8|DRUG|Y|1970-01-01|2099-12-31|
C054920|46|loracarbef|1708100|8|DRUG|Y|1970-01-01|2099-12-31|
C054940|46|clidinium|950792|8|DRUG|Y|1970-01-01|2099-12-31|
C055139|46|pemirolast|938362|8|DRUG|Y|1970-01-01|2099-12-31|
C055162|46|clopidogrel|1322184|8|DRUG|Y|1970-01-01|2099-12-31|
C061972|46|153Sm-EDTMP|19018483|8|DRUG|Y|1970-01-01|2099-12-31|
C062402|46|gadoteridol|19097463|8|DRUG|Y|1970-01-01|2099-12-31|
C063533|46|dofetilide|1362979|8|DRUG|Y|1970-01-01|2099-12-31|
C067311|46|docetaxel|1315942|8|DRUG|Y|1970-01-01|2099-12-31|
C067594|46|butenafine|958396|8|DRUG|Y|1970-01-01|2099-12-31|
C069541|46|quetiapine|766814|8|DRUG|Y|1970-01-01|2099-12-31|
C071125|46|insulin, Asp(B28)-|1567198|8|DRUG|Y|1970-01-01|2099-12-31|
C072042|46|latanoprost|954688|8|DRUG|Y|1970-01-01|2099-12-31|
C072379|46|repaglinide|1516766|8|DRUG|Y|1970-01-01|2099-12-31|
C073007|46|ibandronate|1512480|8|DRUG|Y|1970-01-01|2099-12-31|
C073326|46|clofezone|19018512|8|DRUG|Y|1970-01-01|2099-12-31|
C076946|46|donepezil|715997|8|DRUG|Y|1970-01-01|2099-12-31|
C077977|46|cresol|19087223|8|DRUG|Y|1970-01-01|2099-12-31|
C086276|46|cerivastatin sodium|1586226|8|DRUG|Y|1970-01-01|2099-12-31|
C086937|46|interferon beta 1a|722424|8|DRUG|Y|1970-01-01|2099-12-31|
C093233|46|iobitridol|19053540|8|DRUG|Y|1970-01-01|2099-12-31|
C093622|46|rizatriptan|1154077|8|DRUG|Y|1970-01-01|2099-12-31|
C065180|46|fluvastatin|1549686|8|DRUG|Y|1970-01-01|2099-12-31|
C065757|46|meloxicam|1150345|8|DRUG|Y|1970-01-01|2099-12-31|
D004629|46|Emepronium|19041852|8|DRUG|Y|1970-01-01|2099-12-31|
D004737|46|Enflurane|743196|8|DRUG|Y|1970-01-01|2099-12-31|
D004970|46|Estrone|1549254|8|DRUG|Y|1970-01-01|2099-12-31|
D004977|46|Ethambutol|1749301|8|DRUG|Y|1970-01-01|2099-12-31|
D004997|46|Ethinyl Estradiol|1549786|8|DRUG|Y|1970-01-01|2099-12-31|
D005009|46|Ethoglucid|19104221|8|DRUG|Y|1970-01-01|2099-12-31|
D005259|46|Felypressin|19053864|8|DRUG|Y|1970-01-01|2099-12-31|
D005442|46|Flumazenil|19055153|8|DRUG|Y|1970-01-01|2099-12-31|
D005484|46|Fluspirilene|19056465|8|DRUG|Y|1970-01-01|2099-12-31|
D005664|46|Furazolidone|1756822|8|DRUG|Y|1970-01-01|2099-12-31|
D005665|46|Furosemide|956874|8|DRUG|Y|1970-01-01|2099-12-31|
D005690|46|Galactose|19112526|8|DRUG|Y|1970-01-01|2099-12-31|
D005984|46|Glutethimide|19061124|8|DRUG|Y|1970-01-01|2099-12-31|
D006037|46|Glyoxal|19113004|8|DRUG|Y|1970-01-01|2099-12-31|
D006108|46|Graphite|19135844|8|DRUG|Y|1970-01-01|2099-12-31|
D006118|46|Griseofulvin|1763779|8|DRUG|Y|1970-01-01|2099-12-31|
D006139|46|Guaiacol|19063951|8|DRUG|Y|1970-01-01|2099-12-31|
D006639|46|Histidine|19069149|8|DRUG|Y|1970-01-01|2099-12-31|
D007213|46|Indomethacin|1178663|8|DRUG|Y|1970-01-01|2099-12-31|
D007451|46|Iodamide|19080542|8|DRUG|Y|1970-01-01|2099-12-31|
D007464|46|Clioquinol|980867|8|DRUG|Y|1970-01-01|2099-12-31|
D007485|46|Ioxaglate|19081316|8|DRUG|Y|1970-01-01|2099-12-31|
D007530|46|Isoflurane|782043|8|DRUG|Y|1970-01-01|2099-12-31|
D007981|46|Levorphanol|1189766|8|DRUG|Y|1970-01-01|2099-12-31|
D007986|46|Luteinizing Hormone|1589795|8|DRUG|Y|1970-01-01|2099-12-31|
D008012|46|Lidocaine|989878|8|DRUG|Y|1970-01-01|2099-12-31|
D008034|46|Lincomycin|1790692|8|DRUG|Y|1970-01-01|2099-12-31|
D008043|46|Linseed Oil|19090767|8|DRUG|Y|1970-01-01|2099-12-31|
D008140|46|Lorazepam|791967|8|DRUG|Y|1970-01-01|2099-12-31|
D008148|46|Lovastatin|1592085|8|DRUG|Y|1970-01-01|2099-12-31|
D008272|46|Mafenide|992716|8|DRUG|Y|1970-01-01|2099-12-31|
D008278|46|Magnesium Sulfate|19093848|8|DRUG|Y|1970-01-01|2099-12-31|
D008358|46|Mannose|19124981|8|DRUG|Y|1970-01-01|2099-12-31|
D008463|46|Mebendazole|1794280|8|DRUG|Y|1970-01-01|2099-12-31|
D008617|46|Mephenytoin|702661|8|DRUG|Y|1970-01-01|2099-12-31|
D008619|46|Mepivacaine|702774|8|DRUG|Y|1970-01-01|2099-12-31|
D008622|46|Merbromin|1703026|8|DRUG|Y|1970-01-01|2099-12-31|
D008625|46|Thiopronine|903031|8|DRUG|Y|1970-01-01|2099-12-31|
D008709|46|Methenamine|904356|8|DRUG|Y|1970-01-01|2099-12-31|
C006457|46|alloin|19030125|8|DRUG|Y|1970-01-01|2099-12-31|
C006820|46|bromperidol|19039227|8|DRUG|Y|1970-01-01|2099-12-31|
C006854|46|butyl chloride|19020950|8|DRUG|Y|1970-01-01|2099-12-31|
C006972|46|chloroacetate|19059552|8|DRUG|Y|1970-01-01|2099-12-31|
C007183|46|cycloadiphenine|19078509|8|DRUG|Y|1970-01-01|2099-12-31|
C007527|46|dipipanone|19090016|8|DRUG|Y|1970-01-01|2099-12-31|
C007556|46|domiphen|19091239|8|DRUG|Y|1970-01-01|2099-12-31|
C007678|46|ethyl linoleate|19059630|8|DRUG|Y|1970-01-01|2099-12-31|
C008405|46|demelverin|19056579|8|DRUG|Y|1970-01-01|2099-12-31|
C009077|46|propyphenazone|19029322|8|DRUG|Y|1970-01-01|2099-12-31|
C009342|46|succinylsulfathiazole|19100415|8|DRUG|Y|1970-01-01|2099-12-31|
C009732|46|butizide|19039770|8|DRUG|Y|1970-01-01|2099-12-31|
C010087|46|cineole|19050346|8|DRUG|Y|1970-01-01|2099-12-31|
C010238|46|fomepizole|19022479|8|DRUG|Y|1970-01-01|2099-12-31|
C010466|46|hydroiodic acid|19002226|8|DRUG|Y|1970-01-01|2099-12-31|
C010845|46|aluminum chloride|957393|8|DRUG|Y|1970-01-01|2099-12-31|
C011342|46|pyrite|19098017|8|DRUG|Y|1970-01-01|2099-12-31|
D015125|46|Oxyquinoline|906874|8|DRUG|Y|1970-01-01|2099-12-31|
D015282|46|Octreotide|1522957|8|DRUG|Y|1970-01-01|2099-12-31|
D015737|46|Nisoldipine|1319880|8|DRUG|Y|1970-01-01|2099-12-31|
D015790|46|Cefonicid|19072857|8|DRUG|Y|1970-01-01|2099-12-31|
D016285|46|Iloprost|1344992|8|DRUG|Y|1970-01-01|2099-12-31|
D016589|46|Astemizole|1150770|8|DRUG|Y|1970-01-01|2099-12-31|
C067591|46|butalamine|19018488|8|DRUG|Y|1970-01-01|2099-12-31|
C060225|46|desirudin|19011712|8|DRUG|Y|1970-01-01|2099-12-31|
C060344|46|dolasetron|903459|8|DRUG|Y|1970-01-01|2099-12-31|
C061175|46|monoethyl fumarate|19113055|8|DRUG|Y|1970-01-01|2099-12-31|
C061870|46|rocuronium|19003953|8|DRUG|Y|1970-01-01|2099-12-31|
C063129|46|rabeprazole|911735|8|DRUG|Y|1970-01-01|2099-12-31|
C068291|46|poractant alfa|19091377|8|DRUG|Y|1970-01-01|2099-12-31|
C069987|46|pamabrom|1172206|8|DRUG|Y|1970-01-01|2099-12-31|
C072197|46|beractant|19057932|8|DRUG|Y|1970-01-01|2099-12-31|
C074619|46|bivalirudin|19084670|8|DRUG|Y|1970-01-01|2099-12-31|
C074921|46|olopatadine|915855|8|DRUG|Y|1970-01-01|2099-12-31|
C075773|46|4-phenylbutyrate|1539954|8|DRUG|Y|1970-01-01|2099-12-31|
C079703|46|rufinamide|19006586|8|DRUG|Y|1970-01-01|2099-12-31|
C080163|46|trovafloxacin|1712549|8|DRUG|Y|1970-01-01|2099-12-31|
C080245|46|pregabalin|734354|8|DRUG|Y|1970-01-01|2099-12-31|
C082430|46|molgramostim|19009676|8|DRUG|Y|1970-01-01|2099-12-31|
C084552|46|proxibarbal|19134133|8|DRUG|Y|1970-01-01|2099-12-31|
C084597|46|chlorcyclizine|990413|8|DRUG|Y|1970-01-01|2099-12-31|
C084600|46|floctafenine|19054931|8|DRUG|Y|1970-01-01|2099-12-31|
C084623|46|febuxostat|19017742|8|DRUG|Y|1970-01-01|2099-12-31|
C084820|46|ethopropazine|19050123|8|DRUG|Y|1970-01-01|2099-12-31|
C084822|46|metharbital|19004254|8|DRUG|Y|1970-01-01|2099-12-31|
D020748|46|Mibefradil|1345141|8|DRUG|Y|1970-01-01|2099-12-31|
D020843|46|Chamomile Oil|19112651|8|DRUG|Y|1970-01-01|2099-12-31|
D020849|46|Raloxifene|1513103|8|DRUG|Y|1970-01-01|2099-12-31|
D020912|46|Moclobemide|19010652|8|DRUG|Y|1970-01-01|2099-12-31|
D022121|46|Cholera Vaccines|595252|8|DRUG|Y|1970-01-01|2099-12-31|
D025101|46|Vitamin B 6|1353228|8|DRUG|Y|1970-01-01|2099-12-31|
D026023|46|Permethrin|922868|8|DRUG|Y|1970-01-01|2099-12-31|
D050477|46|Urofollitropin|1515417|8|DRUG|Y|1970-01-01|2099-12-31|
D052200|46|Lactobacillus reuteri|906902|8|DRUG|Y|1970-01-01|2099-12-31|
D052203|46|Ferumoxytol|40163731|8|DRUG|Y|1970-01-01|2099-12-31|
D053590|46|Anakinra|1114375|8|DRUG|Y|1970-01-01|2099-12-31|
D057073|46|Thyrotropin Alfa|19063297|8|DRUG|Y|1970-01-01|2099-12-31|
C021280|46|aceprometazine|19018328|8|DRUG|Y|1970-01-01|2099-12-31|
C022943|46|ferrous succinate|19096133|8|DRUG|Y|1970-01-01|2099-12-31|
D001379|46|Azathioprine|19014878|8|DRUG|Y|1970-01-01|2099-12-31|
D001585|46|Benzoyl Peroxide|918172|8|DRUG|Y|1970-01-01|2099-12-31|
D001895|46|Boron|19029824|8|DRUG|Y|1970-01-01|2099-12-31|
D002040|46|Levobunolol|932815|8|DRUG|Y|1970-01-01|2099-12-31|
C052717|46|mucopolysaccharide polysulfate|19011028|8|DRUG|Y|1970-01-01|2099-12-31|
C053001|46|adefovir|1729323|8|DRUG|Y|1970-01-01|2099-12-31|
C053091|46|lomefloxacin|1707800|8|DRUG|Y|1970-01-01|2099-12-31|
C053853|46|dirithromycin|1790024|8|DRUG|Y|1970-01-01|2099-12-31|
C053915|46|mometasone|905233|8|DRUG|Y|1970-01-01|2099-12-31|
C055085|46|calcipotriene|908921|8|DRUG|Y|1970-01-01|2099-12-31|
C058302|46|moexipril|1310756|8|DRUG|Y|1970-01-01|2099-12-31|
C058787|46|royal jelly|19036638|8|DRUG|Y|1970-01-01|2099-12-31|
C063449|46|zileuton|1147878|8|DRUG|Y|1970-01-01|2099-12-31|
C065507|46|ferumoxides|19015703|8|DRUG|Y|1970-01-01|2099-12-31|
C068373|46|eprosartan|1346686|8|DRUG|Y|1970-01-01|2099-12-31|
C073305|46|Vaccinium myrtillus extract|1314955|8|DRUG|Y|1970-01-01|2099-12-31|
C073322|46|fominoben|19033664|8|DRUG|Y|1970-01-01|2099-12-31|
C073738|46|delmopinol|19122855|8|DRUG|Y|1970-01-01|2099-12-31|
C076559|46|arbutamine|19086330|8|DRUG|Y|1970-01-01|2099-12-31|
C077073|46|nitisinone|1586640|8|DRUG|Y|1970-01-01|2099-12-31|
C078823|46|tirofiban|19017067|8|DRUG|Y|1970-01-01|2099-12-31|
C078973|46|milbemycin oxime|19005452|8|DRUG|Y|1970-01-01|2099-12-31|
C080710|46|policosanol|1508241|8|DRUG|Y|1970-01-01|2099-12-31|
C080945|46|parnaparin|19008276|8|DRUG|Y|1970-01-01|2099-12-31|
C081222|46|sargramostim|1308432|8|DRUG|Y|1970-01-01|2099-12-31|
C081643|46|candesartan|1351557|8|DRUG|Y|1970-01-01|2099-12-31|
C082437|46|lenograstim|19009705|8|DRUG|Y|1970-01-01|2099-12-31|
C084101|46|doramectin|19017646|8|DRUG|Y|1970-01-01|2099-12-31|
C084583|46|methyprylon|19006742|8|DRUG|Y|1970-01-01|2099-12-31|
C084639|46|cyclobarbital|19072082|8|DRUG|Y|1970-01-01|2099-12-31|
C084814|46|propylhexedrine|954036|8|DRUG|Y|1970-01-01|2099-12-31|
C086232|46|bosentan|1321636|8|DRUG|Y|1970-01-01|2099-12-31|
C090450|46|anastrozole|1348265|8|DRUG|Y|1970-01-01|2099-12-31|
C092292|46|ziprasidone|712615|8|DRUG|Y|1970-01-01|2099-12-31|
C094240|46|reviparin|19129274|8|DRUG|Y|1970-01-01|2099-12-31|
C096001|46|daclizumab|19036892|8|DRUG|Y|1970-01-01|2099-12-31|
C097933|46|olmesartan medoxomil|1312742|8|DRUG|Y|1970-01-01|2099-12-31|
C100063|46|dyclonine|992308|8|DRUG|Y|1970-01-01|2099-12-31|
C100162|46|acetophenazine|19029555|8|DRUG|Y|1970-01-01|2099-12-31|
C100242|46|butriptyline|19039883|8|DRUG|Y|1970-01-01|2099-12-31|
C100276|46|haloprogin|19101422|8|DRUG|Y|1970-01-01|2099-12-31|
C100278|46|iodoxamate|19067248|8|DRUG|Y|1970-01-01|2099-12-31|
C100283|46|medrysone|909021|8|DRUG|Y|1970-01-01|2099-12-31|
C100299|46|sulfaethidole|19100418|8|DRUG|Y|1970-01-01|2099-12-31|
C105565|46|pangamic acid|19026701|8|DRUG|Y|1970-01-01|2099-12-31|
C106791|46|telithromycin|1702911|8|DRUG|Y|1970-01-01|2099-12-31|
C108286|46|climbazole|19018606|8|DRUG|Y|1970-01-01|2099-12-31|
C110422|46|magnesium citrate|967861|8|DRUG|Y|1970-01-01|2099-12-31|
C110904|46|capecitabine|1337620|8|DRUG|Y|1970-01-01|2099-12-31|
C112666|46|gadoversetamide|19089496|8|DRUG|Y|1970-01-01|2099-12-31|
C113019|46|calcium bromide|19018639|8|DRUG|Y|1970-01-01|2099-12-31|
C411189|46|cetuximab|1315411|8|DRUG|Y|1970-01-01|2099-12-31|
C414210|46|peramivir|40167569|8|DRUG|Y|1970-01-01|2099-12-31|
C417083|46|peginterferon alfa-2b|1797155|8|DRUG|Y|1970-01-01|2099-12-31|
C419708|46|gefitinib|1319193|8|DRUG|Y|1970-01-01|2099-12-31|
C422649|46|etoricoxib|19011355|8|DRUG|Y|1970-01-01|2099-12-31|
C427248|46|treprostinil|1327256|8|DRUG|Y|1970-01-01|2099-12-31|
C469709|46|rasburicase|1304565|8|DRUG|Y|1970-01-01|2099-12-31|
C487637|46|telavancin|40166675|8|DRUG|Y|1970-01-01|2099-12-31|
C495910|46|ramelteon|781182|8|DRUG|Y|1970-01-01|2099-12-31|
C497368|46|ranibizumab|19080982|8|DRUG|Y|1970-01-01|2099-12-31|
C498826|46|nilotinib|1394023|8|DRUG|Y|1970-01-01|2099-12-31|
C511328|46|flumethiazide|19059705|8|DRUG|Y|1970-01-01|2099-12-31|
C511402|46|Grape Seed Proanthocyanidins|19070951|8|DRUG|Y|1970-01-01|2099-12-31|
C515899|46|laureth-4|19102087|8|DRUG|Y|1970-01-01|2099-12-31|
C534453|46|aluminum sesquichlorohydrate|19114195|8|DRUG|Y|1970-01-01|2099-12-31|
D000082|46|Acetaminophen|1125315|8|DRUG|Y|1970-01-01|2099-12-31|
D000092|46|Acetohexamide|1530014|8|DRUG|Y|1970-01-01|2099-12-31|
D000500|46|Allylestrenol|19068397|8|DRUG|Y|1970-01-01|2099-12-31|
D000583|46|Amikacin|1790868|8|DRUG|Y|1970-01-01|2099-12-31|
D000616|46|Aminoglutethimide|1503057|8|DRUG|Y|1970-01-01|2099-12-31|
D000657|46|Amoxapine|713109|8|DRUG|Y|1970-01-01|2099-12-31|
D000661|46|Amphetamine|714785|8|DRUG|Y|1970-01-01|2099-12-31|
D000967|46|Sodium Stibogluconate|19131064|8|DRUG|Y|1970-01-01|2099-12-31|
D001310|46|Auranofin|1114771|8|DRUG|Y|1970-01-01|2099-12-31|
D002110|46|Caffeine|1134439|8|DRUG|Y|1970-01-01|2099-12-31|
D002125|46|Calcium Gluconate|19037038|8|DRUG|Y|1970-01-01|2099-12-31|
D002192|46|Canrenone|19019698|8|DRUG|Y|1970-01-01|2099-12-31|
D002368|46|Castor Oil|950933|8|DRUG|Y|1970-01-01|2099-12-31|
D002512|46|Cephalothin|19086759|8|DRUG|Y|1970-01-01|2099-12-31|
D002699|46|Chlorambucil|1390051|8|DRUG|Y|1970-01-01|2099-12-31|
D002715|46|Chlormadinone|19026733|8|DRUG|Y|1970-01-01|2099-12-31|
D002734|46|Chlorophyll|992456|8|DRUG|Y|1970-01-01|2099-12-31|
D002784|46|Cholesterol|19059097|8|DRUG|Y|1970-01-01|2099-12-31|
D002998|46|Clonazepam|798874|8|DRUG|Y|1970-01-01|2099-12-31|
D005445|46|Flunitrazepam|19055224|8|DRUG|Y|1970-01-01|2099-12-31|
C074679|46|reboxetine|19084693|8|DRUG|Y|1970-01-01|2099-12-31|
C076170|46|mizolastine|19086100|8|DRUG|Y|1970-01-01|2099-12-31|
C077110|46|ambroxol-theophylline-7-acetate|19034009|8|DRUG|Y|1970-01-01|2099-12-31|
C081309|46|irbesartan|1347384|8|DRUG|Y|1970-01-01|2099-12-31|
C081489|46|valsartan|1308842|8|DRUG|Y|1970-01-01|2099-12-31|
C082598|46|aldesleukin|1309770|8|DRUG|Y|1970-01-01|2099-12-31|
C083544|46|lepirudin|19092139|8|DRUG|Y|1970-01-01|2099-12-31|
C084178|46|telmisartan|1317640|8|DRUG|Y|1970-01-01|2099-12-31|
C084588|46|methantheline|19004153|8|DRUG|Y|1970-01-01|2099-12-31|
C084591|46|propiomazine|19053610|8|DRUG|Y|1970-01-01|2099-12-31|
C084593|46|sulthiame|19000921|8|DRUG|Y|1970-01-01|2099-12-31|
C084605|46|dibenzepin|19023846|8|DRUG|Y|1970-01-01|2099-12-31|
C084606|46|ethotoin|750146|8|DRUG|Y|1970-01-01|2099-12-31|
C084783|46|pipothiazine|19133992|8|DRUG|Y|1970-01-01|2099-12-31|
C084826|46|rescinnamine|19062195|8|DRUG|Y|1970-01-01|2099-12-31|
C084830|46|benorilate|19016435|8|DRUG|Y|1970-01-01|2099-12-31|
C085665|46|zaleplon|720727|8|DRUG|Y|1970-01-01|2099-12-31|
C085693|46|dornase alfa|1125443|8|DRUG|Y|1970-01-01|2099-12-31|
C090840|46|alosetron|948555|8|DRUG|Y|1970-01-01|2099-12-31|
C095108|46|amprenavir|1789428|8|DRUG|Y|1970-01-01|2099-12-31|
C096529|46|alemtuzumab|1312706|8|DRUG|Y|1970-01-01|2099-12-31|
C098010|46|linezolid|1736887|8|DRUG|Y|1970-01-01|2099-12-31|
C098350|46|verteporfin|912803|8|DRUG|Y|1970-01-01|2099-12-31|
C100036|46|resmethrin|19098972|8|DRUG|Y|1970-01-01|2099-12-31|
C100065|46|flucloronide|19018550|8|DRUG|Y|1970-01-01|2099-12-31|
