source_code|source_code_description|concept_code|concept_name|concept_id
D014268|Trifluoperazine|10800|Trifluoperazine|704984
D014284|Triiodothyronine|10814|Triiodothyronine|1505346
D014293|Trimethadione|10827|Trimethadione|19005629
D014294|Trimethaphan|10828|Trimethaphan|19005658
D014311|Triprolidine|10849|Triprolidine|1105889
D014331|Tropicamide|10869|Tropicamide|906072
D014499|Uracil Mustard|10996|Uracil Mustard|19006880
C004451|guaiazulene|26290|guaiazulene|19068893
C004463|benzothiazide|19008|benzothiazide|19036731
C004580|pirenoxine|228080|pirenoxine|19089269
C004616|chloroprocaine|20859|chloroprocaine|19049410
C005157|methoxyphenamine|29704|methoxyphenamine|19009365
C005245|tetrazepam|37985|tetrazepam|19041746
C005272|naftazone|31475|naftazone|19080493
C005308|nitroxoline|31901|nitroxoline|19015464
C005312|sulfathiazole|10193|sulfathiazole|1036487
C005317|drotaverin|23684|drotaverin|19056611
C005398|phenoxyethanol|89552|Phenoxyethanol|19058343
C005598|prolintane|34604|prolintane|19029018
C005881|zeaxanthin|39918|zeaxanthin|1343914
C005924|cortivazol|21660|cortivazol|19061907
C068329|clofarabine|44151|clofarabine|19054821
C039693|potassium iodate|34312|potassium iodate|19095275
C040224|adrenalone|17073|adrenalone|19018407
C040400|fenoxazoline|24856|fenoxazoline|19095724
C040550|tolrestat|38386|tolrestat|19042191
C042176|prednazoline|168651|prednazoline|19018405
C043877|acamprosate|82819|acamprosate|19043959
C044309|1-octacosanol|12166|1-octacosanol|914310
C044834|iodixanol|27729|iodixanol|19003201
C045504|tropisetron|27392|tropisetron|19002800
C047246|temozolomide|37776|temozolomide|1341149
C047508|rotigotine|616739|Rotigotine|786426
C049430|mivacurium|30077|mivacurium|19010459
C050566|omoconazole|32411|omoconazole|19016974
C050699|mepirodipine|39879|mepirodipine|19102106
C050701|atipamezole|18475|atipamezole|19033778
C053083|bromfenac|19737|bromfenac|1139179
C053090|epinastine|39684|epinastine|943634
C053742|roxatidine|114817|roxatidine|19011685
C054999|mofezolac|11469|mofezolac|19011062
C057619|glimepiride|25789|glimepiride|1597756
C059240|cevimeline|44281|cevimeline|954819
C062765|dorzolamide|60207|dorzolamide|981709
C063008|mycophenolate mofetil|68149|mycophenolate mofetil|19003999
C064276|pantoprazole|40790|pantoprazole|948078
C065179|atorvastatin|83367|atorvastatin|1545958
C067431|letrozole|72965|letrozole|1315946
C070081|fulvestrant|282357|fulvestrant|1304044
C071741|remifentanil|73032|remifentanil|19016749
C072045|OspA protein|54214|OspA protein|571187
C072506|rivastigmine|183379|rivastigmine|733523
C078147|F8 protein, human|826070|Factor VIII (Human)|1343086
C079363|borage oil|68905|borage oil|19005918
C084584|periciazine|8766|propericiazine|19053565
C086742|dehydroemetine|3142|dehydroemetine|19011985
C087283|propinox|76273|propinox|19129400
C088658|zoledronic acid|77655|zoledronic acid|1524674
C090568|imiglucerase|84959|imiglucerase|1348407
C090600|gadobutrol|84990|gadobutrol|19048493
C098320|efavirenz|195085|efavirenz|1738135
C100010|difenoxin|23024|difenoxin|989567
C100146|trimethobenzamide|38685|trimethobenzamide|942799
C100229|amphetaminil|17813|amphetaminil|19018485
C100268|ethamivan|24453|ethamivan|19059472
C101584|cisatracurium|319864|Cisatracurium|19015726
C102006|sodium citrate|56466|sodium citrate|977968
C104457|nelarabine|274771|Nelarabine|19002912
D006535|Heptaminol|5254|Heptaminol|19068433
D006569|Hesperidin|5281|Hesperidin|19068688
D006604|Hexylresorcinol|5321|Hexylresorcinol|969004
D006879|Hydroxocobalamin|5514|Hydroxocobalamin|1377023
D006918|Hydroxyurea|5552|Hydroxyurea|1377141
D007065|Idoxuridine|5653|Idoxuridine|19078156
D007203|FD&C Blue No. 2|227312|FD&C Blue No. 2|19088587
C020918|lidamidine|28701|lidamidine|19071862
C021100|trichloroacetaldehyde|38574|trichloroacetaldehyde|742594
C022155|oxiconazole|32638|oxiconazole|918222
C022172|zotepine|40003|zotepine|19102109
C022901|(1-6)-alpha-glucomannan|11454|(1-6)-alpha-glucomannan|19011061
C024352|fludarabine|24698|fludarabine|1395557
C025080|Peruvian balsam|33219|Peruvian balsam|922976
C025343|monooctanoin|30198|monooctanoin|19010892
C025473|sitosterol, (3beta)-isomer|47070|beta Sitosterol|19112540
C025911|sunflower seed oil|37422|sunflower seed oil|19040871
C026329|potassium bicarbonate|34296|potassium bicarbonate|19027080
C026710|budipine|19832|budipine|19019932
C027712|butethal|19874|butethal|19039767
C028042|dolomite|23622|dolomite|19055901
C030341|salmon oil|41967|salmon oil|19050610
C030614|picolinic acid|33684|picolinic acid|19092958
C030781|magnesium phosphate|29164|magnesium phosphate|19071991
C030799|varicella-zoster immune globulin|39385|varicella-zoster immune globulin|543291
C031173|tiropramide|38315|tiropramide|19100759
C031234|ethylenediamine|4158|Ethylenediamine|19104616
C031389|resorcinol|35382|resorcinol|935390
C031942|argatroban|15202|Argatroban|1322207
D004308|Dothiepin|3634|Dothiepin|19037989
D004491|Edrophonium|3752|Edrophonium|740924
D004975|Ethacridine|4106|Ethacridine|19103483
D005176|Factor XIII|4271|Factor XIII|19106100
D005279|Fenoprofen|4331|Fenoprofen|1153928
D005422|Flavoxate|4440|Flavoxate|954853
D005438|Fludrocortisone|4452|Fludrocortisone|1555120
D005475|Flupenthixol|4495|Flupenthixol|19055982
D005476|Fluphenazine|4496|Fluphenazine|756018
D005478|Flurandrenolone|4500|Flurandrenolone|956266
D005485|Flutamide|4508|Flutamide|1356461
C041218|lapyrium|28456|lapyrium|19005225
C041524|aluminum sulfate|17621|aluminum sulfate|19030692
C044815|3-keto-desogestrel|14584|Etonogestrel|1519936
C028815|salmon calcitonin|36118|salmon calcitonin|1537655
C028833|tioclomarol|163426|tioclomarol|19018364
C028968|ferric subsulfate solution|24912|ferric subsulfate solution|19095786
C029924|nifurzide|31786|nifurzide|19015225
C030814|menatetrenone|29495|menatetrenone|19072027
C031060|salicylamide|9518|salicylamide|1164108
C033069|methyl salicylate|29787|methyl salicylate|909440
C033457|phenobarbital quinidine|54620|phenobarbital quinidine|19114876
C033486|fenticonazole|24876|fenticonazole|19095729
C034094|sulfabenzamide|37320|sulfabenzamide|940541
C035394|fluocinolone|25126|fluocinolone|996541
C037079|brodimoprim|19727|brodimoprim|19018742
C037545|micronomicin|29996|micronomicin|19072089
C038178|ammonium ferrous sulfate|17784|ammonium ferrous sulfate|19018482
C038228|beeswax|1356|beeswax|40161546
C038892|methyl anthranilate|29742|methyl anthranilate|19072059
C039004|potassium bromide|34299|potassium bromide|19095079
C429886|tadalafil|358263|tadalafil|1336926
C438268|fondaparinux|321208|fondaparinux|1315865
C446080|talbutal|89810|talbutal|19059149
C447442|somatrem|56570|somatrem|1578181
C459420|agalsidase beta|338817|agalsidase beta|1525746
C467894|ambrisentan|358274|ambrisentan|1337068
C468566|abatacept|614391|abatacept|1186087
C476217|cinacalcet|407990|cinacalcet|1548111
C487779|telbivudine|474128|Telbivudine|1758392
C495058|pegaptanib|498509|pegaptanib|19063605
C508887|retapamulin|642274|retapamulin|991003
C509653|estrogens, conjugated synthetic A|253166|ESTROGENS, CONJUGATED SYNTHETIC A|1596779
C515050|zopiclone|40001|zopiclone|19044883
C522667|Asenapine|784649|Asenapine|40164052
C527517|ofatumumab|712566|ofatumumab|40167582
C531377|rilonacept|763450|rilonacept|19023450
D000075|Acepromazine|155|Acepromazine|19018226
D000086|Acetazolamide|167|Acetazolamide|929435
D000113|Acetyldigoxins|199|Acetyldigoxins|19020949
D000225|Adenine|290|Adenine|19071966
D000443|Alcuronium|460|Alcuronium|19056758
D000487|Allethrin|513|Allethrin|19113031
D000522|Alphaprodine|594|Alphaprodine|19080847
D000527|Alprostadil|598|Alprostadil|1381504
D000537|Aluminum Oxide|615|Aluminum Oxide|19123348
D000560|Amdinocillin|626|Amdinocillin|19123877
D000628|Aminophylline|689|Aminophylline|1105775
D000667|Ampicillin|733|Ampicillin|1717327
D001127|Arginine Vasopressin|1098|Argipressin|19006871
D001151|Arsenic|1111|Arsenic|19010961
D001262|Atenolol|1202|Atenolol|1314002
D001374|Azacitidine|1251|Azacitidine|1314865
D001566|Benzocaine|1399|Benzocaine|917006
C040937|nonivamide|31945|nonivamide|19082731
C018392|tricalcium phosphate|47628|tricalcium phosphate|19058978
C018802|6-acetylaminocaproic acid|15978|6-acetylaminocaproic acid|19025107
C019248|pamidronate|11473|amidronate|1511646
D019905|Benzyl Alcohol|1426|Benzyl Alcohol|919681
D020105|Milrinone|52769|Milrinone|1368671
D020927|Dexmedetomidine|48937|Dexmedetomidine|19061088
D024483|Vitamin K 3|6728|Vitamin K 3|19001579
D029760|Gamboge|89698|Gamboge|19058348
D031841|Aconite|242|Aconite|19058354
D049528|Insulin, Protamine Zinc, Beef-Pork|314685|Insulin, Protamine Zinc, Beef-Pork|19013926
D054709|Lecithins|8214|Lecithin|19042345
C021334|buzepide metiodide|19943|buzepide metiodide|19021822
C022175|ammonium molybdate|17789|ammonium molybdate|19032589
C022189|zonisamide|39998|zonisamide|744798
C022640|serratiopeptidase|36434|serratiopeptidase|19100379
C023718|acecarbromal|16688|acecarbromal|19029370
C024631|pyrvinium|35163|pyrvinium|19031165
C024788|ammonium phosphate|17792|ammonium phosphate|19032612
C025173|basic aluminum carbonate gel|18789|basic aluminum carbonate gel|934431
C025484|iso-sulfan blue|27863|iso-sulfan blue|19003412
C025655|lofexidine|28863|lofexidine|19007803
C025910|dimethyl sulfone|23247|Dimethyl sulfone|1389780
C026166|theanine|38022|theanine|19100575
C027134|silver mono(2-aminoethyl)phosphate|162901|silver mono(2-aminoethyl)phosphate|19018361
C027235|gallium nitrate|25544|gallium nitrate|19097605
C035144|drospirenone|11636|drospirenone|1512674
C035287|prednicarbate|34369|prednicarbate|928110
C036466|aniracetam|17939|aniracetam|19032667
C037663|ropivacaine|35780|ropivacaine|1136487
C045781|cytotect|22178|cytotect|586491
C047766|bambuterol|18751|bambuterol|19034275
C048864|chlorothen|59695|chlorothen|19122155
C049331|acetorphan|16738|acetorphan|19018403
C050739|interferon alfacon-1|59744|interferon alfacon-1|1781314
C052018|cefprozil|19552|cefprozil|1738366
C052035|trandolapril|38454|trandolapril|1342439
C052319|tilmicosin|38278|tilmicosin|19100758
C053526|halazone|59838|halazone|19081640
C054745|temafloxacin|37771|temafloxacin|19041153
C056164|fenugreek seed meal|282436|fenugreek seed meal|19004145
C056507|gemcitabine|12574|gemcitabine|1314924
C058218|duloxetine|72625|duloxetine|715259
C059500|meropenem|29561|meropenem|1709170
C059896|miglustat|402316|Miglustat|19045272
C060142|nateglinide|274332|nateglinide|1502826
C060347|lanreotide|68092|lanreotide|1503501
C060836|pioglitazone|33738|pioglitazone|1525215
C063378|loteprednol etabonate|52177|loteprednol etabonate|967562
C064466|halobetasol|41208|HALOBETASOL|949759
C065166|imidapril|60245|imidapril|19122327
C065544|bismuth aluminate|40762|bismuth aluminate|19103189
C068874|raltitrexed|196239|raltitrexed|19038536
C073259|iocetamic acid|183830|iocetamic acid|19033638
C073263|glymidine|102848|glymidine|19001441
C073460|cefditoren|83682|cefditoren|1747005
D016567|Nizatidine|42319|Nizatidine|950696
D016651|Lithium Carbonate|42351|Lithium Carbonate|751246
D016729|Leuprolide|42375|Leuprolide|1351541
C015451|piretanide|33770|piretanide|19025498
C006069|mequitazine|29528|mequitazine|19009145
C006429|monobenzone|17145|agerite alba|929983
C006578|anethole|17881|anethole|19032630
C007145|crataegus extract|21716|crataegus extract|19050237
C007210|4-cymene|15002|4-cymene|19012221
C007383|difebarbamate|23020|difebarbamate|19054879
C007964|hordenine|27120|hordenine|19069048
C008214|isothipendyl|28012|isothipendyl|19003593
C009546|triethanolamine|38623|triethanolamine|942691
C009742|iprazochrome|51486|iprazochrome|19113032
C009760|4-hydroxyanisole|15080|mequinol|920113
C009954|trilostane|38668|trilostane|19042801
C010100|dehydrosanol|22427|dehydrosanol|19052686
C010809|tulobuterol|38967|tulobuterol|19043191
C011105|schizandrin|56084|Schizandra preparation|1377445
C011301|metaxalone|59078|metaxalone|780369
C011585|ciclopirox|21090|ciclopirox|950098
D015122|6-Mercaptopurine|103|6-Mercaptopurine|1436650
D015378|Imipenem|5690|Imipenem|1778262
D015382|Interferon gamma-1b|5882|Interferon gamma-1b|1380191
D015636|Magnesium Chloride|6579|Magnesium Chloride|19092849
D015742|Propofol|8782|Propofol|753626
C016300|chloramine-T|20762|chloramine-T|19036053
C027784|amezinium|17665|amezinium|19030847
C028431|mercuric chloride, ammoniated|29542|Mercury, Ammoniated|19009148
C031071|decanoic acid|22380|decanoic acid|19086827
C031183|aluminum monostearate|46243|Aluminum stearate|19112525
C031331|sulbutiamine|37317|sulbutiamine|19100417
C031752|ethyl cysteine|24513|ethyl cysteine|19059622
C031927|hydroquinone|5509|hydroquinone|976778
C034054|bismuth carbonate|19469|bismuth carbonate|19037704
C035133|mirtazapine|15996|Mirtazapine|725131
D010718|Phosphatidylserines|89959|Phosphatidyl serine|19059741
C014481|dihydrocodeine|23088|dihydrocodeine|1189596
C027762|bone meal|19596|bone meal|19038433
C006621|arachis oil|18235|arachis oil|19033278
C006843|butethamate citrate|156762|butethamate citrate|19024761
C007734|flunisolide|25120|flunisolide|1196514
C007782|dichlorodifluoromethane|50110|dichlorodifluoromethane|963747
C007852|alpha-glucoheptonic acid, magnesium salt (2:1)|289497|alpha-glucoheptonic acid, magnesium salt (2:1)|19008075
C008079|hydroxypropylcellulose|27291|hydroxypropylcellulose|19002257
C008192|isometheptene|27946|isometheptene|1103518
C008396|dichlorobenzyl alcohol|22906|dichlorobenzyl alcohol|19054875
C008735|oxolamine|32658|oxolamine|19018885
C008865|phenyltoloxamine|33408|phenyltoloxamine|1123904
C008872|pholcodine|33431|pholcodine|19024213
C008930|plasma protein fraction|33835|plasma protein fraction|19025693
C009495|titanium dioxide|38323|titanium dioxide|19100760
C009540|triclocarban|38609|triclocarban|19101457
C009656|pyrisuccideanol|35097|pyrisuccideanol|19097999
C010730|beta-glucono-1,5-lactone|25842|Gluconolactone|998392
C010739|ifenprodil|27403|ifenprodil|19069103
C010843|aloxiprin|17393|aloxiprin|19018432
D015242|Ofloxacin|7623|Ofloxacin|923081
D015283|Citalopram|2556|Citalopram|797617
D015310|Cefotiam|2188|Cefotiam|19051271
D015570|Josamycin|6084|Josamycin|19123240
D015572|Spiramycin|9991|Spiramycin|19070251
D016576|Fleroxacin|42322|Fleroxacin|19050750
D017255|Acitretin|16818|Acitretin|929638
D017272|Celiprolol|20498|Celiprolol|19049145
D017332|Cetirizine|20610|Cetirizine|1149196
D017337|Sermorelin|56188|Sermorelin|19077457
D017984|Enoxaparin|67108|Enoxaparin|1301025
D018120|Finasteride|25025|Finasteride|996416
D019259|Lamivudine|68244|Lamivudine|1704183
D019322|Epoetin Alfa|105694|Epoetin Alfa|1301125
D019345|Zinc Acetate|58295|Zinc Acetate|979096
D019800|Phenol|33290|phenol|923540
C012222|brovanexine|19791|brovanexine|19039265
C012262|cycrimine|22037|cycrimine|19052031
C012582|tofisopam|38365|tofisopam|19100773
C020867|bamipine|18753|bamipine|19034280
C020960|brotizolam|19790|brotizolam|19039262
C020976|azelastine|18603|Azelastine|934075
C023844|potassium nitrate|34316|potassium nitrate|927322
C025700|strontium chloride|37175|strontium chloride|19100414
C025916|modified fluid gelatins|52853|modified fluid gelatins|19113054
C034930|piperazine|8340|piperazine|19046291
C035444|sultamicillin|37415|sultamicillin|19040627
C035838|danaparoid|78484|danaparoid|19026343
C036006|oxcarbazepine|32624|oxcarbazepine|718122
C013471|dextranomer|22708|dextranomer|19088340
C013531|ferric ammonium citrate|24897|ferric ammonium citrate|19095744
C013710|guaiacolsulfonic acid|26288|guaiacolsulfonic acid|1200939
C013835|benphothiamine|18891|benphothiamine|19018541
C013855|bromopride|19768|bromopride|19018980
C013992|fenipentol|24846|fenipentol|19095709
C014382|carazolol|20192|carazolol|19025945
C014417|clebopride|21224|clebopride|19050761
C016386|dihydroxyaluminum sodium carbonate|23163|dihydroxyaluminum sodium carbonate|989727
C016538|lime|28728|Calcium oxide|19007595
C017180|decamethrin|22374|decamethrin|19086786
C017576|norgestimate|31994|norgestimate|1515774
C017959|choline magnesium trisalicylate|215799|Choline Magnesium Trisalicyclate|1157456
C018239|calcium galactogluconate bromide|47617|calcium galactogluconate bromide|19112556
C018904|dexchlorpheniramine|22697|dexchlorpheniramine|1188114
C018945|flubendazole|25096|flubendazole|19096506
C018986|ipriflavone|51487|ipriflavone|19067274
C019179|ferric sodium edetate|105673|Sodium ironedetate|19001131
C019476|mecobalamin|29421|mecobalamin|19009025
C020235|brivudine|59161|brivudine|19122130
C020292|4-dimethylaminophenol|15027|4-dimethylaminophenol|19012223
C020382|isoconazole|27901|isoconazole|19003491
D020913|Perindopril|54552|Perindopril|1373225
D024482|Vitamin K 2|42781|Vitamin K 2|19106287
D053626|Atovaquone|60212|atovaquone|1781733
D054199|Pseudoephedrine|8896|Pseudoephedrine|1154332
C020386|keracyanin|28165|keracyanin|19069161
C020777|glycerol monolaurate|314647|GLYCERYL MONOLAURATE|19080462
C021139|anagrelide|596724|anagrelide|1381253
D000875|Anthralin|873|Anthralin|952538
D000966|Antimony Potassium Tartrate|981|Antimony Potassium Tartrate|19067810
D000990|Antithrombin III|1009|Antithrombin III|1436169
D001032|Apazone|1029|Apazone|19136654
D001418|Baclofen|1292|Baclofen|715233
D001507|Beclomethasone|1347|Beclomethasone|1115572
D001533|Belladonna Alkaloids|1359|Belladonna Alkaloids|1116109
D001548|Benzalkonium|1378|Benzalkonium|916460
D001573|Benzoin|1406|Benzoin|19011438
D001599|Berberine|1437|Berberine|19012197
D001710|Biotin|1588|Biotin|19024770
D001963|Bromelains|1752|Bromelains|19030387
D002119|Calcium Carbonate|1897|Calcium Carbonate|19035704
D002122|Calcium Chloride|1901|Calcium Chloride|19036781
D002133|Calcium Sulfate|1925|Calcium Sulfate|19037446
D002187|Cannabinol|1976|Cannabinol|19018910
D002191|Canrenoic Acid|81971|Canrenoic Acid|19132906
D002216|Captopril|1998|Captopril|1340128
D002231|Carbimazole|2020|Carbimazole|19040606
D002248|Carbon Monoxide|2037|Carbon Monoxide|19047756
D002442|Ceftazidime|2191|Ceftazidime|1776684
C018873|cicloxilic acid|21095|cicloxilic acid|19050211
C018952|cinoxate|288262|cinoxate|19071908
C019541|proglumetacin|34769|proglumetacin|19029327
D019817|Benzoic Acid|18989|Benzoic Acid|936519
D019840|2-Propanol|797541|Isopropyl Alcohol|19028106
D019888|Nelfinavir|134527|Nelfinavir|1715472
C005430|phenindamine|33283|phenindamine|1123534
C005522|cloxazolam|21311|cloxazolam|19051096
C005569|pipamperone|33739|pipamperone|19093225
C005845|normethadone|32009|normethadone|19015787
C005848|trichlorofluoromethane|38578|trichlorofluoromethane|942659
C005865|troxerutin|38893|troxerutin|19043154
C031967|rasagiline|134748|rasagiline|715710
C004315|danthron|22293|danthron|19086560
C004322|cetrimonium|20614|cetrimonium|19049284
C004327|pimethixene|33712|pimethixene|19093165
C004357|chloroxine|20875|chloroxine|949453
C004664|chloropyramine|20861|chloropyramine|19049437
C005101|mepenzolate|107770|Mepenzolate|904704
C005139|mebhydroline|29411|mebhydroline|19008999
D009665|Noscapine|7533|Noscapine|19021930
D009853|Omeprazole|7646|Omeprazole|923645
D010042|Ouabain|7762|Ouabain|19129640
D010068|Oxacillin|7773|Oxacillin|1724703
D010206|Papain|7892|Papain|926770
D010400|Penicillin G|7980|Penicillin G|1728416
D010424|Pentobarbital|8004|Pentobarbital|730729
D010447|Peptide Hydrolases|8028|Peptide Hydrolases|19031713
D010626|Phenylethyl Alcohol|8126|Phenylethyl Alcohol|19132886
D010633|Phenmetrazine|8133|Phenmetrazine|19034281
D010634|Phenobarbital|8134|Phenobarbital|734275
D010656|Phenylephrine|8163|Phenylephrine|1135766
D010716|Phosphatidylinositols|8217|Phosphatidylinositols|19132989
D010890|Pirenzepine|8352|Pirenzepine|19046724
C028019|cesium chloride|20599|cesium chloride|19049175
C029270|menfegol|31575|menfegol|19081143
C029755|benzonatate|18993|benzonatate|1136601
C030298|malic acid|29209|malic acid|19008864
C030544|formic acid|4537|formic acid|956630
C031906|bifemelane|47111|bifemelane|19058055
C032688|boric acid|1700|boric acid|929698
C032942|artemether|18343|artemether|19033634
D004054|Diethylstilbestrol|3390|Diethylstilbestrol|1525866
C028338|quinupramine|35242|quinupramine|19098514
C029256|histrelin|50975|histrelin|1366773
C029892|cupric chloride|21833|cupric chloride|19073031
C029943|potassium hydroxide|34311|Potassium Hydroxide|19027308
C030312|calcium polycarbophil|20063|calcium polycarbophil|940426
C030973|cupric oxide|21837|Cupric oxide|19073229
C031365|epomediol|24263|epomediol|19058527
C031621|ferrous fumarate|24941|Ferrous fumarate|1595799
C033007|Carbarson|20206|Carbarson|19040641
C033158|sulfuric acid|10231|Sulfuric acid|1036600
C033308|sulconazole|37319|sulconazole|940535
C033968|alizapride|17311|alizapride|19030087
C035425|cinnamedrine|21130|cinnamedrine|1150362
C036366|metaclazepam hydrochloride|29590|metaclazepam|19072052
C036518|halometasone|26416|Halometasone|19068896
C036604|esmolol|49737|esmolol|19063575
C038008|croconazole|21753|croconazole|19050545
C038981|nalmefene|31479|nalmefene|19014158
C040971|tixocortol|57257|tixocortol|19078460
C041359|terbinafine|37801|terbinafine|1741309
C042734|rifaximin|35619|rifaximin|1735947
C043114|fosphenytoin|72236|fosphenytoin|713192
C043265|tazobactam|37617|tazobactam|1741122
C044642|methdilazine|29648|methdilazine|19009250
C048849|heme arginate|26506|heme arginate|19068899
C049109|zolpidem|39993|zolpidem|744740
C050700|quinethazone|59743|quinethazone|19081320
C052342|topiramate|38404|topiramate|742267
C053268|cefpodoxime|20489|cefpodoxime|1749008
C053347|prenylamine lactate|34407|prenylamine lactate|19028148
C053541|bicalutamide|83008|bicalutamide|1344381
C054097|lithium sulfate|28818|lithium sulfate|19071905
C056498|aceclofenac|16689|aceclofenac|19029393
C056516|exemestane|258494|exemestane|1398399
C060076|mangafodipir|236987|MANGAFODIPIR|19092105
C060085|succinylated gelatin|56790|succinylated gelatin|19118265
C060343|lercanidipine|135056|lercanidipine|19015802
C061131|sertaconazole|36435|sertaconazole|939134
C062613|juniper tar|6086|juniper tar|19084696
C065382|fluticasone|41126|fluticasone|1149380
C065700|mecasermin|274403|mecasermin|1502877
C066340|tolcapone|72937|tolcapone|715727
C068538|liposomal amphotericin B|236594|Amphotericin B liposome|19056402
D004091|Hydromorphone|3423|Hydromorphone|1126658
D004110|Diltiazem|3443|Diltiazem|1328165
D016677|Tocainide|42359|Tocainide|1351447
D017273|Goserelin|50610|Goserelin|1366310
D017364|Collagenases|58939|COLLAGENASE|980311
D017576|Daptomycin|22299|Daptomycin|1786617
D017963|Azithromycin|18631|Azithromycin|1734104
D018723|Bethanechol|19257|Bethanechol|937439
D019376|Filgrastim|68442|Filgrastim|1304850
D019386|Alendronate|46041|Alendronate|1557272
D019695|Glycyrrhizic Acid|26143|Glycyrrhizic Acid|19068419
C012036|sodium sulfate|36721|sodium sulfate|939976
C012052|sultopride|37416|sultopride|19100431
C012078|terlipressin|57048|terlipressin|19119253
C012518|pseudoisocytidine|34930|pseudoisocytidine|19029550
C012714|aluminum phosphate|17618|aluminum phosphate|19030675
C013396|aluminum acetate|17609|aluminum acetate|930604
C013983|vinpocetine|24506|ethyl apovincaminate|19095462
C015207|etofenamate|24608|etofenamate|19095561
C015408|oxatomide|54236|oxatomide|19071314
C016976|aluminum chlorhydrate|17610|aluminum chlorhydrate|19030673
C017652|paregoric|32926|paregoric|922024
C017673|fluindione|50097|fluindione|19113013
C018120|oxychlorosene|32680|oxychlorosene|1719061
C018176|bunazosin|19850|bunazosin|19020092
C018222|azosemid|18651|azosemid|19018517
C018465|bioallethrin|19338|bioallethrin|19037621
C018620|oleoresin capsicum|235787|CAPSICUM OLEORESIN|19055492
D020108|Nicorandil|31748|Nicorandil|19014977
D004121|Dimethyl Sulfoxide|3455|Dimethyl Sulfoxide|928980
D003622|Dapsone|3108|Dapsone|1711759
D003647|Debrisoquin|3118|Debrisoquin|19011951
D003671|DEET|3129|Deet|19079469
D003892|Deslanoside|3248|Deslanoside|19017074
D004005|Dichlorphenamide|3353|Dichlorphenamide|924296
D004205|Cromoglycate|2921|Cromoglycate|19008867
D004294|Domperidone|3626|Domperidone|19037833
D004298|Dopamine|3628|Dopamine|1337860
D004394|Dydrogesterone|3706|Dydrogesterone|19040060
D004400|Dyphylline|3714|Dyphylline|1140088
D004640|Emetine|3820|Emetine|19041857
D004809|Ephedrine|3966|Ephedrine|1143374
D004876|Ergot Alkaloids|4023|Ergot Alkaloids|19102230
D004928|Escin|4065|Escin|19048012
D004958|Estradiol|4083|Estradiol|1548195
D004964|Estriol|4094|Estriol|19049038
D005050|Etretinate|4182|Etretinate|19050554
D005275|Fendiline|4327|Fendiline|19053866
D005277|Fenfluramine|4328|Fenfluramine|753860
D005280|Fenoterol|4333|Fenoterol|19053979
D005283|Fentanyl|4337|Fentanyl|1154029
D005340|Fibrinogen|4385|Fibrinogen|19054702
D005467|Floxuridine|4488|Floxuridine|1355509
D005641|Tegafur|4582|Tegafur|19056756
D005702|Galantamine|4637|Galantamine|757627
D005905|Glyburide|4815|Glyburide|1559684
D005976|Glutaral|4888|Glutaral|1761033
D005990|Glycerol|4910|Glycerol|961145
D006051|Aurothioglucose|4980|Aurothioglucose|1163570
D006096|Gramicidin|5011|Gramicidin|963742
D006143|Guanabenz|5033|Guanabenz|1366237
D006206|Halcinonide|5084|Halcinonide|966468
D006221|Halothane|5095|Halothane|19066747
D006371|Helium|5140|Helium|19067073
D006821|Hyaluronoglucosaminidase|5464|Hyaluronidase|19073699
D006854|Hydrocortisone|5492|Hydrocortisone|975125
D006916|5-Hydroxytryptophan|94|5-Hydroxytryptophan|1363516
D007208|Indocyanine Green|5775|Indocyanine Green|19078612
D007479|Iopamidol|5966|Iopamidol|19081224
D007481|Iophendylate|5968|Iophendylate|19081269
D007520|Isocarboxazid|6011|Isocarboxazid|781705
D007547|Isosorbide|6057|Isosorbide|1383815
D007665|Ketotifen|6146|Ketotifen|986117
D007666|Khellin|6147|Khellin|19123346
D008049|Lipase|6406|Lipase|990760
D008139|Loperamide|6468|Loperamide|991876
D008458|Measles Vaccine|6669|Measles Vaccine|594249
D008558|Melphalan|6718|Melphalan|1301267
D008656|Mestranol|6782|Mestranol|1503184
D008680|Metaraminol|6805|Metaraminol|19003303
D008687|Metformin|6809|Metformin|1503297
D008694|Methamphetamine|6816|Methamphetamine|704053
D008712|Methicillin Sodium|267073|Methicillin|19001323
D008715|Methionine|6837|Methionine|19004724
D008721|Methocarbamol|6845|Methocarbamol|704943
D008729|Methoxamine|6853|Methoxamine|19005208
D008736|Methyclothiazide|6860|Methyclothiazide|905273
D008777|Methyltestosterone|6904|Methyltestosterone|1506602
D008927|Mitobronitol|6996|Mitobronitol|19125635
D008972|Molindone|7019|Molindone|709699
D008982|Molybdenum|7024|Molybdenum|19009896
D009241|Ipratropium|7213|Ipratropium|1112921
D009536|Niacinamide|7405|Niacinamide|19018419
D009569|Nitric Oxide|7442|Nitric Oxide|19020068
C061018|ganirelix|35825|ganirelix|1536743
C055357|ioxilan|27793|ioxilan|19003249
C511194|ecallantide|658708|ecallantide|40168938
C070364|fluphenacur|83586|lufenuron|40169014
D014223|Triamterene|10763|Triamterene|904542
D014271|Trifluridine|10803|Trifluridine|905078
D014273|Triflupromazine|10805|Triflupromazine|19005104
D014287|Trimebutine|10819|Trimebutine|19005512
D014425|Turpentine|10938|Turpentine|1106647
D014441|Tyropanoate|10960|Tyropanoate|19006659
D014451|Ubiquinone|10975|Ubiquinone|1306837
