16123992	Antineoplastic Combined Chemotherapy Protocols	D000971	Demyelinating Diseases	D003711	16123992	Case Reports	D002363
521340	Anticoagulants	D000925	Hematoma	D006406	521340	Case Reports	D002363
521340	Anticoagulants	D000925	Cerebral Hemorrhage	D002543	521340	Case Reports	D002363
521383	Phenytoin	D010672	Gingival Hyperplasia	D005885	521383	Case Reports	D002363
521660	Ampicillin	D000667	Stevens-Johnson Syndrome	D013262	521660	Case Reports	D002363
160438	Anti-Bacterial Agents	D000900	Fever	D005334	160438	Case Reports	D002363
160443	Clioquinol	D007464	Amnesia	D000647	160443	Case Reports	D002363
521859	Anti-Bacterial Agents	D000900	Enterocolitis, Pseudomembranous	D004761	521859	Case Reports	D002363
392084	Carboprost	D002260	Vomiting	D014839	392084	Clinical Trial	D016430
522097	Fenoprofen	D005279	Anemia, Aplastic	D000741	522097	Case Reports	D002363
522097	Phenylpropionates	D010666	Anemia, Aplastic	D000741	522097	Case Reports	D002363
522101	Procainamide	D011342	Lupus Erythematosus, Systemic	D008180	522101	Case Reports	D002363
522183	Propylthiouracil	D011441	Jaundice	D007565	522183	Case Reports	D002363
522356	Azo Compounds	D001391	Asthma	D001249	522356	Case Reports	D002363
522356	Tartrazine	D013645	Asthma	D001249	522356	Case Reports	D002363
534028	Glycolates	D006016	Jaundice	D007565	534028	Case Reports	D002363
534028	Ticrynafen	D013989	Jaundice	D007565	534028	Case Reports	D002363
93204	Captopril	D002216	Kidney Diseases	D007674	93204	Case Reports	D002363
93204	Captopril	D002216	Immune Complex Diseases	D007105	93204	Case Reports	D002363
93205	Captopril	D002216	Stomatitis, Aphthous	D013281	93205	Case Reports	D002363
93205	Captopril	D002216	Stomatitis, Aphthous	D013281	93205	Clinical Trial	D016430
93206	Acetylcysteine	D000111	Anaphylaxis	D000707	93206	Case Reports	D002363
93223	Preanesthetic Medication	D011229	Acidosis, Respiratory	D000142	93223	Case Reports	D002363
93223	Succinylcholine	D013390	Acidosis, Respiratory	D000142	93223	Case Reports	D002363
522604	Clofazimine	D002991	Pain	D010146	522604	Case Reports	D002363
522604	Clofazimine	D002991	Fever	D005334	522604	Case Reports	D002363
522799	Cimetidine	D002927	Confusion	D003221	522799	Case Reports	D002363
522799	Cimetidine	D002927	Cognition Disorders	D003072	522799	Case Reports	D002363
522799	Guanidines	D006146	Confusion	D003221	522799	Case Reports	D002363
522799	Guanidines	D006146	Cognition Disorders	D003072	522799	Case Reports	D002363
93236	Beclomethasone	D001507	Respiration Disorders	D012120	93236	Case Reports	D002363
93236	Nasal Decongestants	D014663	Respiration Disorders	D012120	93236	Case Reports	D002363
160495	Dextropropoxyphene	D011431	Nausea	D009325	160495	Case Reports	D002363
160495	Dextropropoxyphene	D011431	Jaundice	D007565	160495	Case Reports	D002363
230429	Contrast Media	D003287	Urinary Bladder Diseases	D001745	230429	Case Reports	D002363
230429	Mesylates	D008698	Urinary Bladder Diseases	D001745	230429	Case Reports	D002363
230429	Sodium Iodide	D012974	Urinary Bladder Diseases	D001745	230429	Case Reports	D002363
293541	Lithium	D008094	Kidney Diseases	D007674	293541	Case Reports	D002363
293541	Lithium	D008094	Hypercalcemia	D006934	293541	Case Reports	D002363
293541	Lithium	D008094	Diabetes Insipidus	D003919	293541	Case Reports	D002363
293541	Lithium	D008094	Acidosis, Renal Tubular	D000141	293541	Case Reports	D002363
160516	Potassium Chloride	D011189	Ulcer	D014456	160516	Case Reports	D002363
160516	Potassium Chloride	D011189	Esophageal Diseases	D004935	160516	Case Reports	D002363
293558	Hydrocortisone	D006854	Anaphylaxis	D000707	293558	Case Reports	D002363
392366	Doxorubicin	D004317	Cardiomyopathies	D009202	392366	Case Reports	D002363
93273	Heparin	D006493	Purpura, Thrombocytopenic	D011696	93273	Case Reports	D002363
534230	Benzopyrans	D001578	Thrombocytopenia	D013921	534230	Case Reports	D002363
534230	Benzopyrans	D001578	Acute Kidney Injury	D058186	534230	Case Reports	D002363
534230	Catechin	D002392	Thrombocytopenia	D013921	534230	Case Reports	D002363
534230	Catechin	D002392	Acute Kidney Injury	D058186	534230	Case Reports	D002363
534239	Dihydralazine	D004078	Lupus Erythematosus, Systemic	D008180	534239	Case Reports	D002363
534251	Sulfamethoxazole	D013420	Hematologic Diseases	D006402	534251	Case Reports	D002363
534251	Thiamphenicol	D013839	Hematologic Diseases	D006402	534251	Case Reports	D002363
534251	Trimethoprim	D014295	Hematologic Diseases	D006402	534251	Case Reports	D002363
534253	Vincristine	D014750	Tremor	D014202	534253	Case Reports	D002363
118440	Chlorambucil	D002699	Epilepsies, Partial	D004828	118440	Case Reports	D002363
523378	Electric Countershock	D004554	Arrhythmias, Cardiac	D001145	523378	Case Reports	D002363
523407	Diethylpropion	D004053	Depression	D003863	523407	Case Reports	D002363
523407	Diethylpropion	D004053	Cachexia	D002100	523407	Case Reports	D002363
392495	Haloperidol	D006220	Parkinson Disease, Secondary	D010302	392495	Case Reports	D002363
42943	Antipsychotic Agents	D014150	Fever	D005334	42943	Case Reports	D002363
42943	Antipsychotic Agents	D014150	Dysautonomia, Familial	D004402	42943	Case Reports	D002363
523692	Hormones	D006728	Psoriasis	D011565	523692	Case Reports	D002363
523692	Prednisone	D011241	Psoriasis	D011565	523692	Case Reports	D002363
160592	Chromium	D002857	Eczema	D004485	160592	Clinical Trial	D016430
160592	Chromium	D002857	Dermatitis, Occupational	D009783	160592	Clinical Trial	D016430
160594	Propolis	D011429	Eczema	D004485	160594	Case Reports	D002363
160594	Resins, Plant	D012116	Eczema	D004485	160594	Case Reports	D002363
160606	Heparin	D006493	Hematoma	D006406	160606	Case Reports	D002363
392744	Aspirin	D001241	Gastrointestinal Hemorrhage	D006471	392744	Clinical Trial	D016430
392744	Magnesium Oxide	D008277	Gastrointestinal Hemorrhage	D006471	392744	Clinical Trial	D016430
118527	Gold Sodium Thiomalate	D006052	Granuloma	D006099	118527	Case Reports	D002363
118527	Gold Sodium Thiomalate	D006052	Glomerulonephritis	D005921	118527	Case Reports	D002363
524103	Amiodarone	D000638	Pigmentation Disorders	D010859	524103	Case Reports	D002363
230593	Contraceptives, Oral	D003276	Ischemia	D007511	230593	Case Reports	D002363
230593	Contraceptives, Oral	D003276	Crohn Disease	D003424	230593	Case Reports	D002363
230593	Contraceptives, Oral	D003276	Colitis	D003092	230593	Case Reports	D002363
230593	Contraceptives, Oral, Combined	D003277	Ischemia	D007511	230593	Case Reports	D002363
230593	Contraceptives, Oral, Combined	D003277	Crohn Disease	D003424	230593	Case Reports	D002363
230593	Contraceptives, Oral, Combined	D003277	Colitis	D003092	230593	Case Reports	D002363
524305	Anti-Bacterial Agents	D000900	Enterocolitis, Pseudomembranous	D004761	524305	Case Reports	D002363
392858	Contraceptive Agents, Female	D003271	Dysmenorrhea	D004412	392858	Clinical Trial	D016430
160663	Hair Preparations	D006203	Lung Diseases	D008171	160663	Case Reports	D002363
160663	Povidone	D011205	Lung Diseases	D008171	160663	Case Reports	D002363
160664	Paraffin	D010232	Pneumonia, Aspiration	D011015	160664	Case Reports	D002363
43026	Antitubercular Agents	D000995	Polyarteritis Nodosa	D010488	43026	Case Reports	D002363
43026	Antitubercular Agents	D000995	Arteritis	D001167	43026	Case Reports	D002363
524828	Reserpine	D012110	Stevens-Johnson Syndrome	D013262	524828	Case Reports	D002363
524903	Methotrexate	D008727	Osteonecrosis	D010020	524903	Case Reports	D002363
118603	Gold Sodium Thiomalate	D006052	Pain	D010146	118603	Case Reports	D002363
525198	Phenacetin	D010615	Kidney Neoplasms	D007680	525198	Case Reports	D002363
43061	Glafenine	D005897	Anaphylaxis	D000707	43061	Case Reports	D002363
43061	Glafenine	D005897	Acute Kidney Injury	D058186	43061	Case Reports	D002363
43061	ortho-Aminobenzoates	D062367	Anaphylaxis	D000707	43061	Case Reports	D002363
43061	ortho-Aminobenzoates	D062367	Acute Kidney Injury	D058186	43061	Case Reports	D002363
93376	Ficusin	D005363	Pain	D010146	93376	Case Reports	D002363
93376	Furocoumarins	D011564	Pain	D010146	93376	Case Reports	D002363
93376	Photochemotherapy	D010778	Pain	D010146	93376	Case Reports	D002363
93377	Methotrexate	D008727	Lung Diseases	D008171	93377	Case Reports	D002363
93377	Methotrexate	D008727	Granuloma	D006099	93377	Case Reports	D002363
294099	Prednisone	D011241	Keratosis	D007642	294099	Case Reports	D002363
118619	Iron-Dextran Complex	D007505	Purpura	D011693	118619	Case Reports	D002363
393049	Ethinyl Estradiol	D004997	Menstruation Disturbances	D008599	393049	Clinical Trial	D016430
393049	Norgestrel	D009644	Menstruation Disturbances	D008599	393049	Clinical Trial	D016430
525306	Chloroquine	D002738	Occupational Diseases	D009784	525306	Case Reports	D002363
525306	Chloroquine	D002738	Corneal Diseases	D003316	525306	Case Reports	D002363
160750	Lithium	D008094	Psoriasis	D011565	160750	Case Reports	D002363
525483	Benzoates	D001565	Kidney Neoplasms	D007680	525483	Case Reports	D002363
525483	Benzoates	D001565	Carcinoma, Squamous Cell	D002294	525483	Case Reports	D002363
525483	Thorium Dioxide	D013911	Kidney Neoplasms	D007680	525483	Case Reports	D002363
525483	Thorium Dioxide	D013911	Carcinoma, Squamous Cell	D002294	525483	Case Reports	D002363
525483	Urography	D014567	Kidney Neoplasms	D007680	525483	Case Reports	D002363
525483	Urography	D014567	Carcinoma, Squamous Cell	D002294	525483	Case Reports	D002363
525564	Dexamethasone	D003907	Glaucoma	D005901	525564	Case Reports	D002363
525564	Prednisolone	D011239	Glaucoma	D005901	525564	Case Reports	D002363
525775	Calcium	D002118	Laryngismus	D007826	525775	Case Reports	D002363
525775	Oxides	D010087	Laryngismus	D007826	525775	Case Reports	D002363
525775	Sodium Hydroxide	D012972	Laryngismus	D007826	525775	Case Reports	D002363
526114	Chlorambucil	D002699	Leukemia	D007938	526114	Case Reports	D002363
583320	Iodine	D007455	Hyperthyroidism	D006980	583320	Case Reports	D002363
583320	Vitamins	D014815	Hyperthyroidism	D006980	583320	Case Reports	D002363
526347	Gentamicins	D005839	Acute Kidney Injury	D058186	526347	Case Reports	D002363
393279	Trazodone	D014196	Vomiting	D014839	393279	Clinical Trial	D016430
393279	Trazodone	D014196	Tremor	D014202	393279	Clinical Trial	D016430
393279	Trazodone	D014196	Anxiety	D001007	393279	Clinical Trial	D016430
526381	Thiopental	D013874	Tendon Injuries	D013708	526381	Case Reports	D002363
526381	Thiopental	D013874	Skin Diseases	D012871	526381	Case Reports	D002363
526381	Thiopental	D013874	Necrosis	D009336	526381	Case Reports	D002363
526381	Thiopental	D013874	Ischemia	D007511	526381	Case Reports	D002363
526382	Etomidate	D005045	Pain	D010146	526382	Clinical Trial	D016430
526382	Imidazoles	D007093	Pain	D010146	526382	Clinical Trial	D016430
526383	Anesthesia, Intravenous	D000771	Pain	D010146	526383	Clinical Trial	D016430
526383	Etomidate	D005045	Pain	D010146	526383	Clinical Trial	D016430
526383	Imidazoles	D007093	Pain	D010146	526383	Clinical Trial	D016430
526416	Carbimazole	D002231	Joint Diseases	D007592	526416	Case Reports	D002363
526609	Barbiturates	D001463	Intellectual Disability	D008607	526609	Case Reports	D002363
526609	Phenytoin	D010672	Intellectual Disability	D008607	526609	Case Reports	D002363
526819	Magnesium	D008274	Pruritus	D011537	526819	Case Reports	D002363
526819	Renal Dialysis	D006435	Pruritus	D011537	526819	Case Reports	D002363
526821	Neomycin	D009355	Colitis	D003092	526821	Case Reports	D002363
526821	Neomycin	D009355	Clostridium Infections	D003015	526821	Case Reports	D002363
7210999	Zinc	D015032	Intestinal Fistula	D007412	7210999	Case Reports	D002363
7210999	Zinc	D015032	Gastric Fistula	D005747	7210999	Case Reports	D002363
7210999	Zinc	D015032	Colonic Diseases	D003108	7210999	Case Reports	D002363
7211027	Contraceptives, Oral	D003276	Budd-Chiari Syndrome	D006502	7211027	Case Reports	D002363
7211027	Contraceptives, Oral, Hormonal	D003278	Budd-Chiari Syndrome	D006502	7211027	Case Reports	D002363
6971036	Contraceptives, Oral	D003276	Cholestasis	D002779	6971036	Case Reports	D002363
6971036	Troleandomycin	D014217	Cholestasis	D002779	6971036	Case Reports	D002363
7211220	Clomiphene	D002996	Uterine Neoplasms	D014594	7211220	Case Reports	D002363
7211220	Clomiphene	D002996	Hydatidiform Mole	D006828	7211220	Case Reports	D002363
7211365	Renal Dialysis	D006435	Brain Diseases	D001927	7211365	Case Reports	D002363
6452032	Disopyramide	D004206	Hypoglycemia	D007003	6452032	Case Reports	D002363
6452032	Pyridines	D011725	Hypoglycemia	D007003	6452032	Case Reports	D002363
7211571	Quinidine	D011802	Splenomegaly	D013163	7211571	Case Reports	D002363
7211571	Quinidine	D011802	Hepatomegaly	D006529	7211571	Case Reports	D002363
7211849	Azo Compounds	D001391	Asthma	D001249	7211849	Case Reports	D002363
7211849	Folic Acid	D005492	Asthma	D001249	7211849	Case Reports	D002363
7211849	Tartrazine	D013645	Asthma	D001249	7211849	Case Reports	D002363
7211862	Doxepin	D004316	Glossitis	D005928	7211862	Case Reports	D002363
7212149	Analgesics	D000700	Kidney Neoplasms	D007680	7212149	Case Reports	D002363
7212149	Analgesics	D000700	Kidney Diseases	D007674	7212149	Case Reports	D002363
7212149	Analgesics	D000700	Carcinoma, Transitional Cell	D002295	7212149	Case Reports	D002363
6894223	Vincristine	D014750	Optic Atrophy	D009896	6894223	Case Reports	D002363
6894223	Vincristine	D014750	Blindness	D001766	6894223	Case Reports	D002363
6260007	Contraceptives, Oral	D003276	Liver Neoplasms	D008113	6260007	Case Reports	D002363
6260007	Contraceptives, Oral	D003276	Carcinoma, Hepatocellular	D006528	6260007	Case Reports	D002363
6260007	Contraceptives, Oral, Hormonal	D003278	Liver Neoplasms	D008113	6260007	Case Reports	D002363
6260007	Contraceptives, Oral, Hormonal	D003278	Carcinoma, Hepatocellular	D006528	6260007	Case Reports	D002363
6111310	Antipsychotic Agents	D014150	Hypothermia	D007035	6111310	Case Reports	D002363
6111310	Haloperidol	D006220	Hypothermia	D007035	6111310	Case Reports	D002363
6938187	Ethambutol	D004977	Hypokalemia	D007008	6938187	Case Reports	D002363
6938187	Ethambutol	D004977	Glycosuria	D006029	6938187	Case Reports	D002363
6938187	Ethambutol	D004977	Acute Kidney Injury	D058186	6938187	Case Reports	D002363
6938187	Rifampin	D012293	Hypokalemia	D007008	6938187	Case Reports	D002363
6938187	Rifampin	D012293	Glycosuria	D006029	6938187	Case Reports	D002363
6938187	Rifampin	D012293	Acute Kidney Injury	D058186	6938187	Case Reports	D002363
6938189	Disopyramide	D004206	Tachycardia	D013610	6938189	Case Reports	D002363
6938189	Disopyramide	D004206	Arrhythmias, Cardiac	D001145	6938189	Case Reports	D002363
6938189	Pyridines	D011725	Tachycardia	D013610	6938189	Case Reports	D002363
6938189	Pyridines	D011725	Arrhythmias, Cardiac	D001145	6938189	Case Reports	D002363
6452153	Rifampin	D012293	Skin Diseases	D012871	6452153	Case Reports	D002363
6452153	Rifampin	D012293	Porphyrias	D011164	6452153	Case Reports	D002363
7213543	Ethambutol	D004977	Gout	D006073	7213543	Case Reports	D002363
7214247	Metrizamide	D008793	Movement Disorders	D009069	7214247	Case Reports	D002363
7214247	Metrizamide	D008793	Confusion	D003221	7214247	Case Reports	D002363
7214247	Metrizamide	D008793	Cognition Disorders	D003072	7214247	Case Reports	D002363
7214247	Metrizamide	D008793	Aphasia	D001037	7214247	Case Reports	D002363
7214247	Myelography	D009192	Movement Disorders	D009069	7214247	Case Reports	D002363
7214247	Myelography	D009192	Confusion	D003221	7214247	Case Reports	D002363
7214247	Myelography	D009192	Cognition Disorders	D003072	7214247	Case Reports	D002363
7214247	Myelography	D009192	Aphasia	D001037	7214247	Case Reports	D002363
7214618	Epinephrine	D004837	Edema	D004487	7214618	Case Reports	D002363
7214618	Epinephrine	D004837	Corneal Diseases	D003316	7214618	Case Reports	D002363
7214635	Ethambutol	D004977	Vision Disorders	D014786	7214635	Case Reports	D002363
7214887	Butylated Hydroxytoluene	D002084	Urticaria	D014581	7214887	Case Reports	D002363
7214887	Butylated Hydroxytoluene	D002084	Eczema	D004485	7214887	Case Reports	D002363
7214887	Nickel	D009532	Urticaria	D014581	7214887	Case Reports	D002363
7214887	Nickel	D009532	Eczema	D004485	7214887	Case Reports	D002363
7214887	Oleic Acids	D009829	Urticaria	D014581	7214887	Case Reports	D002363
7214887	Oleic Acids	D009829	Eczema	D004485	7214887	Case Reports	D002363
7214887	Plastics	D010969	Urticaria	D014581	7214887	Case Reports	D002363
7214887	Plastics	D010969	Eczema	D004485	7214887	Case Reports	D002363
7214890	Quaternary Ammonium Compounds	D000644	Urticaria	D014581	7214890	Case Reports	D002363
7214890	Quaternary Ammonium Compounds	D000644	Asthma	D001249	7214890	Case Reports	D002363
6894270	Isonipecotic Acids	D007540	Hand Dermatoses	D006229	6894270	Case Reports	D002363
7214895	Resins, Synthetic	D012117	Respiratory Hypersensitivity	D012130	7214895	Case Reports	D002363
7214895	Resins, Synthetic	D012117	Occupational Diseases	D009784	7214895	Case Reports	D002363
7214895	Resins, Synthetic	D012117	Hypersensitivity, Immediate	D006969	7214895	Case Reports	D002363
7214895	Resins, Synthetic	D012117	Hypersensitivity, Delayed	D006968	7214895	Case Reports	D002363
7214895	Resins, Synthetic	D012117	Aphonia	D001044	7214895	Case Reports	D002363
7214896	Nickel	D009532	Dermatitis, Atopic	D003876	7214896	Case Reports	D002363
7214896	Surgical Staplers	D013528	Dermatitis, Atopic	D003876	7214896	Case Reports	D002363
6163588	Fluoresceins	D005452	Eczema	D004485	6163588	Case Reports	D002363
6163588	Merbromin	D008622	Eczema	D004485	6163588	Case Reports	D002363
6452250	Aminophenols	D000627	Dermatitis, Occupational	D009783	6452250	Case Reports	D002363
6452250	Aminophenols	D000627	Dermatitis, Atopic	D003876	6452250	Case Reports	D002363
6452251	Phenylenediamines	D010655	Lichen Planus	D008010	6452251	Case Reports	D002363
7214901	Hydrocortisone	D006854	Eczema	D004485	7214901	Case Reports	D002363
6971215	Ergocalciferols	D004872	Hypercalcemia	D006934	6971215	Case Reports	D002363
7011833	Acetylcysteine	D000111	Stomach Diseases	D013272	7011833	Clinical Trial	D016430
7011833	Acetylcysteine	D000111	Duodenal Diseases	D004378	7011833	Clinical Trial	D016430
7215614	Ethanol	D000431	Urticaria	D014581	7215614	Case Reports	D002363
7216980	Pentazocine	D010423	Agranulocytosis	D000380	7216980	Case Reports	D002363
6452465	Niacinamide	D009536	Pruritus	D011537	6452465	Case Reports	D002363
6452465	Nicotinic Acids	D009539	Pruritus	D011537	6452465	Case Reports	D002363
6783757	Calcium Gluconate	D002125	Calcinosis	D002114	6783757	Case Reports	D002363
6783757	Gluconates	D005942	Calcinosis	D002114	6783757	Case Reports	D002363
6783757	Parenteral Nutrition	D010288	Calcinosis	D002114	6783757	Case Reports	D002363
6783757	Parenteral Nutrition, Total	D010289	Calcinosis	D002114	6783757	Case Reports	D002363
7012564	Primaquine	D011319	Tinnitus	D014012	7012564	Case Reports	D002363
7219304	Dibenzazepines	D003984	Neutropenia	D009503	7219304	Case Reports	D002363
7219304	Dibenzazepines	D003984	Agranulocytosis	D000380	7219304	Case Reports	D002363
7219304	Mianserin	D008803	Neutropenia	D009503	7219304	Case Reports	D002363
7219304	Mianserin	D008803	Agranulocytosis	D000380	7219304	Case Reports	D002363
7220390	Fenoterol	D005280	Endocardial Fibroelastosis	D004695	7220390	Case Reports	D002363
7220413	Prajmaline	D011219	Cholestasis	D002779	7220413	Case Reports	D002363
7220414	Chlormethiazole	D002719	Heart Arrest	D006323	7220414	Case Reports	D002363
7220425	Furans	D005663	Occupational Diseases	D009784	7220425	Case Reports	D002363
7220425	Furans	D005663	Asthma	D001249	7220425	Case Reports	D002363
7220425	Maleic Anhydrides	D008299	Occupational Diseases	D009784	7220425	Case Reports	D002363
7220425	Maleic Anhydrides	D008299	Asthma	D001249	7220425	Case Reports	D002363
7221114	Dexamethasone	D003907	Cushing Syndrome	D003480	7221114	Case Reports	D002363
7221265	Nandrolone	D009277	Suppuration	D013492	7221265	Case Reports	D002363
7221277	Penicillins	D010406	Eosinophilia	D004802	7221277	Case Reports	D002363
7221328	Contraceptives, Oral, Combined	D003277	Cerebral Arterial Diseases	D002539	7221328	Case Reports	D002363
7221328	Contraceptives, Oral, Combined	D003277	Arteritis	D001167	7221328	Case Reports	D002363
7221328	Ethinyl Estradiol	D004997	Cerebral Arterial Diseases	D002539	7221328	Case Reports	D002363
7221328	Ethinyl Estradiol	D004997	Arteritis	D001167	7221328	Case Reports	D002363
7221328	Norgestrel	D009644	Cerebral Arterial Diseases	D002539	7221328	Case Reports	D002363
7221328	Norgestrel	D009644	Arteritis	D001167	7221328	Case Reports	D002363
6971477	Phenacetin	D010615	Nephritis, Interstitial	D009395	6971477	Case Reports	D002363
6971477	Phenacetin	D010615	Kidney Papillary Necrosis	D007681	6971477	Case Reports	D002363
6971477	Phenacetin	D010615	Kidney Neoplasms	D007680	6971477	Case Reports	D002363
6971477	Phenacetin	D010615	Kidney Diseases	D007674	6971477	Case Reports	D002363
6971477	Phenacetin	D010615	Carcinoma, Papillary	D002291	6971477	Case Reports	D002363
6452693	Contraceptive Agents, Female	D003271	Cerebral Infarction	D002544	6452693	Case Reports	D002363
6452693	Medroxyprogesterone	D008525	Cerebral Infarction	D002544	6452693	Case Reports	D002363
6164108	Dicumarol	D001728	Hematoma, Epidural, Cranial	D006407	6164108	Case Reports	D002363
6164171	Lindane	D001556	Skin Diseases	D012871	6164171	Case Reports	D002363
6164171	Lindane	D001556	Immunoblastic Lymphadenopathy	D007119	6164171	Case Reports	D002363
6784433	Phenytoin	D010672	Mediastinal Neoplasms	D008479	6784433	Case Reports	D002363
6784433	Phenytoin	D010672	Lymphoma, Non-Hodgkin	D008228	6784433	Case Reports	D002363
7224374	Loperamide	D008139	Nervous System Diseases	D009422	7224374	Case Reports	D002363
7224374	Piperidines	D010880	Nervous System Diseases	D009422	7224374	Case Reports	D002363
7224482	Dihydroergotamine	D004087	Ergotism	D004881	7224482	Case Reports	D002363
7224482	Erythromycin	D004917	Ergotism	D004881	7224482	Case Reports	D002363
7224497	Lysergic Acid Diethylamide	D008238	Anophthalmos	D000853	7224497	Case Reports	D002363
6784708	Gold Sodium Thiomalate	D006052	Cleft Palate	D002972	6784708	Case Reports	D002363
6784708	Gold Sodium Thiomalate	D006052	Cleft Lip	D002971	6784708	Case Reports	D002363
7225685	Dexamethasone	D003907	Glaucoma	D005901	7225685	Case Reports	D002363
7226290	Acetaminophen	D000082	Kidney Diseases	D007674	7226290	Case Reports	D002363
7226290	Acetaminophen	D000082	Cardiomyopathies	D009202	7226290	Case Reports	D002363
7226371	Ophthalmic Solutions	D009883	Pemphigus	D010392	7226371	Case Reports	D002363
7226371	Ophthalmic Solutions	D009883	Eye Diseases	D005128	7226371	Case Reports	D002363
7226374	Contraceptives, Oral, Hormonal	D003278	Thrombophlebitis	D013924	7226374	Case Reports	D002363
7228550	Ampicillin	D000667	Enterocolitis, Pseudomembranous	D004761	7228550	Case Reports	D002363
7228550	Prostatectomy	D011468	Enterocolitis, Pseudomembranous	D004761	7228550	Case Reports	D002363
7228552	Heparin	D006493	Muscular Diseases	D009135	7228552	Case Reports	D002363
7228552	Heparin	D006493	Hematoma	D006406	7228552	Case Reports	D002363
7228552	Warfarin	D014859	Muscular Diseases	D009135	7228552	Case Reports	D002363
7228552	Warfarin	D014859	Hematoma	D006406	7228552	Case Reports	D002363
7229402	Lithium	D008094	Chorea	D002819	7229402	Case Reports	D002363
7229499	Amitriptyline	D000639	Inappropriate ADH Syndrome	D007177	7229499	Case Reports	D002363
7229499	Trifluoperazine	D014268	Inappropriate ADH Syndrome	D007177	7229499	Case Reports	D002363
7230065	Aminosalicylic Acid	D010131	Lupus Erythematosus, Systemic	D008180	7230065	Case Reports	D002363
7230065	Antitubercular Agents	D000995	Lupus Erythematosus, Systemic	D008180	7230065	Case Reports	D002363
7230065	Isoniazid	D007538	Lupus Erythematosus, Systemic	D008180	7230065	Case Reports	D002363
7230065	Streptomycin	D013307	Lupus Erythematosus, Systemic	D008180	7230065	Case Reports	D002363
6112271	Sulfasalazine	D012460	Lupus Erythematosus, Systemic	D008180	6112271	Case Reports	D002363
7014886	Fluorouracil	D005472	Neutropenia	D009503	7014886	Clinical Trial	D016430
7014886	Levamisole	D007978	Neutropenia	D009503	7014886	Clinical Trial	D016430
7230203	Anticoagulants	D000925	Thrombosis	D013927	7230203	Case Reports	D002363
7230203	Anticoagulants	D000925	Mesenteric Vascular Occlusion	D008641	7230203	Case Reports	D002363
7230203	Anticoagulants	D000925	Keratoconjunctivitis	D007637	7230203	Case Reports	D002363
7230203	Anticoagulants	D000925	Intestinal Obstruction	D007415	7230203	Case Reports	D002363
7230203	Anticoagulants	D000925	Erythema	D004890	7230203	Case Reports	D002363
7230203	Contraceptives, Oral	D003276	Thrombosis	D013927	7230203	Case Reports	D002363
7230203	Contraceptives, Oral	D003276	Mesenteric Vascular Occlusion	D008641	7230203	Case Reports	D002363
7230203	Contraceptives, Oral	D003276	Keratoconjunctivitis	D007637	7230203	Case Reports	D002363
7230203	Contraceptives, Oral	D003276	Intestinal Obstruction	D007415	7230203	Case Reports	D002363
7230203	Contraceptives, Oral	D003276	Erythema	D004890	7230203	Case Reports	D002363
7230203	Parasympatholytics	D010276	Thrombosis	D013927	7230203	Case Reports	D002363
7230203	Parasympatholytics	D010276	Mesenteric Vascular Occlusion	D008641	7230203	Case Reports	D002363
7230203	Parasympatholytics	D010276	Keratoconjunctivitis	D007637	7230203	Case Reports	D002363
7230203	Parasympatholytics	D010276	Intestinal Obstruction	D007415	7230203	Case Reports	D002363
7230203	Parasympatholytics	D010276	Erythema	D004890	7230203	Case Reports	D002363
7230203	Potassium	D011188	Thrombosis	D013927	7230203	Case Reports	D002363
7230203	Potassium	D011188	Mesenteric Vascular Occlusion	D008641	7230203	Case Reports	D002363
7230203	Potassium	D011188	Keratoconjunctivitis	D007637	7230203	Case Reports	D002363
7230203	Potassium	D011188	Intestinal Obstruction	D007415	7230203	Case Reports	D002363
7230203	Potassium	D011188	Erythema	D004890	7230203	Case Reports	D002363
7230203	Practolol	D011217	Thrombosis	D013927	7230203	Case Reports	D002363
7230203	Practolol	D011217	Mesenteric Vascular Occlusion	D008641	7230203	Case Reports	D002363
7230203	Practolol	D011217	Keratoconjunctivitis	D007637	7230203	Case Reports	D002363
7230203	Practolol	D011217	Intestinal Obstruction	D007415	7230203	Case Reports	D002363
7230203	Practolol	D011217	Erythema	D004890	7230203	Case Reports	D002363
6453230	Levamisole	D007978	Pigmentation Disorders	D010859	6453230	Case Reports	D002363
6453230	Levamisole	D007978	Drug Eruptions	D003875	6453230	Case Reports	D002363
6453230	Levamisole	D007978	Alopecia	D000505	6453230	Case Reports	D002363
6112274	Sulfasalazine	D012460	Bone Marrow Diseases	D001855	6112274	Case Reports	D002363
6112274	Sulfasalazine	D012460	Agranulocytosis	D000380	6112274	Case Reports	D002363
7015182	Aluminum Hydroxide	D000536	Skin Diseases	D012871	7015182	Case Reports	D002363
7015182	Aluminum Hydroxide	D000536	Porphyrias	D011164	7015182	Case Reports	D002363
6939981	Calcium Sulfate	D002133	Hirsutism	D006628	6939981	Case Reports	D002363
6972067	Levamisole	D007978	Agranulocytosis	D000380	6972067	Case Reports	D002363
6785892	Lithium	D008094	Epilepsy	D004827	6785892	Case Reports	D002363
6112803	Glafenine	D005897	Fever	D005334	6112803	Case Reports	D002363
6112803	ortho-Aminobenzoates	D062367	Fever	D005334	6112803	Case Reports	D002363
6972102	Contraceptives, Oral	D003276	Liver Neoplasms	D008113	6972102	Case Reports	D002363
6972102	Contraceptives, Oral	D003276	Jaundice	D007565	6972102	Case Reports	D002363
