meddra_concept_id	meddra_concept_name	snomed_concept_id	snomed_concept_name
35708742	Tongue injury	4154170	Injury of tongue
36211245	Tracheal injury	4028252	Injury of trachea
36211250	Vth nerve injury	435701	Injury of trigeminal nerve
35607203	IVth nerve injury	373082	Injury of trochlear nerve
36211341	Ulnar nerve injury	373101	Injury of ulnar nerve
36211349	Ureteric injury	4087151	Injury of ureter
36211351	Urethral injury	444063	Injury of urethra
36211354	Urinary tract injury	4134921	Injury of urinary tract
36211362	Uterine injury	4053835	Injury of uterus
36211211	Venous injury	4275428	Injury of vein
35205002	Heart injury	4016543	Injury to heart and lung
35607202	IIIrd nerve injury	380265	Injury to oculomotor nerve
37522181	Hospitalisation	4214577	Inpatient care
36313047	International normalised ratio abnormal	4306577	INR - international normal ratio abnormal
36313051	International normalised ratio normal	4306576	INR - international normal ratio normal
36718555	Insomnia	436962	Insomnia
36919216	Insomnia related to another mental condition	439013	Insomnia disorder related to another mental disorder
36315992	Inspiratory capacity	4105475	Inspiratory capacity
35205042	Laryngeal dyspnoea	4097311	Inspiratory dyspnea
35506615	Insulin autoimmune syndrome	4252384	Insulin autoimmune syndrome
36313638	Anti-insulin receptor antibody	4004700	Insulin receptor antibody
36312283	Insulin tolerance test	4155245	Insulin tolerance test
35506725	Insulinoma	4102701	Insulinoma
42890386	Action tremor	4148954	Intention tremor
36718264	Intention tremor	4148954	Intention tremor
36211492	Intentional overdose	4244894	Intentional drug overdose
36211184	Poisoning deliberate	4261870	Intentional poisoning
35506539	Intercapillary glomerulosclerosis	4216833	Intercapillary glomerulosclerosis
36516838	Myalgia intercostal	4318397	Intercostal myalgia
36718397	Intercostal neuralgia	4090559	Intercostal neuralgia
36313779	Interleukin level	4150054	Interleukin-6
36818667	Locked twins	444386	Interlocked twins
45885693	Intermediate syndrome	4198623	Intermediate syndrome
45886183	Autoimmune uveitis	4197155	Intermediate uveitis
37622430	Intermittent claudication	442774	Intermittent claudication
36919022	Intermittent explosive disorder	440989	Intermittent explosive disorder
36211304	Internal injury	4194788	Internal injury
37622469	Jugular vein thrombosis	4121649	Internal jugular vein stenosis
36313046	International normalised ratio	4306239	International normalized ratio
35305411	Interruption of aortic arch	433860	Interrupted aortic arch
36919099	Breath holding	4233530	Interrupted breathing
35607057	Keratitis interstitial	374042	Interstitial and deep keratitis
37219831	Interstitial lung disease	4119786	Interstitial lung disease
37320149	Intertrigo	4242574	Intertrigo
36516905	Intervertebral disc disorder	75344	Intervertebral disc disorder
36516907	Intervertebral disc protrusion	4251304	Intervertebral disc prolapse
36516902	Intervertebral disc calcification	4344390	Intervertebral disk calcification
35707955	Fasciolopsiasis	4347646	Intestinal fluke infection
35708333	Intestinal gangrene	4105322	Intestinal gangrene
35707923	Gastroenteritis pseudomonas	195462	Intestinal infection due to Pseudomonas
35104750	Lymphangiectasia intestinal	4058674	Intestinal lymphangiectasis
35708369	Malabsorption	194993	Intestinal malabsorption
35708240	Ileus	193518	Intestinal obstruction
35708242	Intestinal obstruction	193518	Intestinal obstruction
35707933	Parasitic gastroenteritis	196347	Intestinal parasitism
43053782	Intestinal smooth muscle hypertrophy	4152593	Intestinal smooth muscle hypertrophy
35708012	Trichomoniasis intestinal	197203	Intestinal trichomoniasis
35707803	Enterovesical fistula	201344	Intestinovesical fistula
35707778	Intra-abdominal haematoma	4342882	Intra-abdominal hematoma
35708685	Peritoneal haematoma	4342882	Intra-abdominal hematoma
35707518	Internal hernia	4147975	Intra-abdominal hernia
36110479	Brain abscess	435509	Intracranial abscess
36717973	Intracranial aneurysm	4029966	Intracranial aneurysm
36718012	Intracranial haematoma	42872434	Intracranial hematoma
36718008	Haemorrhage intracranial	439847	Intracranial hemorrhage
36211226	Traumatic intracranial haemorrhage	42873157	Intracranial hemorrhage following injury
36211219	Intracranial hypotension	45757801	Intracranial hypotension
42889648	Craniocerebral injury	437409	Intracranial injury
36617411	Brain neoplasm	4116092	Intracranial tumor
36617201	Melanocytic naevus	4010103	Intradermal nevus
43054192	Intraductal proliferative breast lesion	4313969	Intraductal carcinoma, noninfiltrating
35909467	Porcelain gallbladder	4006782	Intramural calcification of gallbladder
37522195	Intraoperative care	4047390	Intraoperative care
35607301	Floppy iris syndrome	436397	Intraoperative floppy iris syndrome
42889670	Procedural haemorrhage	4308716	Intraoperative hemorrhage
36818696	Intrapartum haemorrhage	4242238	Intrapartum hemorrhage
45886375	Uterine adhesions	197927	Intrauterine synechiae
35104305	Intravascular haemolysis	4049138	Intravascular hemolysis
36617248	Intravascular papillary endothelial hyperplasia	4032883	Intravascular papillary endothelial hyperplasia
42890216	Intravenous leiomyomatosis	4116078	Intravenous leiomyomatosis
36315804	Urogram abnormal	4058039	Intravenous pyelogram abnormal
36315805	Urogram normal	4060774	Intravenous pyelogram normal
36313684	Intrinsic factor antibody	4004065	Intrinsic factor antibody
35708245	Intussusception	4149485	Intussusception
36315609	Inulin renal clearance	4010183	Inulin renal clearance
36110347	Systemic candida	438077	Invasive candidiasis
36617280	Malignant hydatidiform mole	4077588	Invasive hydatidiform mole
36416625	Iodine deficiency	4031955	Iodine deficiency
35606819	Iridocorneal endothelial syndrome	4305300	Iridocorneal endothelial syndrome
35607074	Iridocyclitis	434926	Iridocyclitis
35606886	Iridodialysis	437268	Iridodialysis
35606887	Iridodonesis	4039863	Iridodonesis
35606888	Iridoschisis	442301	Iridoschisis
35607001	Iris haemorrhage	4171240	Iris bleeding
35606891	Iris bombe	4294249	Iris bombe
35606896	Iris hypopigmentation	4082131	Iris hypopigmentation
35606899	Koeppe nodules	4214525	Iris-Koeppe nodule
35607075	Iritis	4274964	Iritis
36416622	Iron deficiency	4146209	Iron deficiency
35104070	Iron deficiency anaemia	433168	Iron deficiency anemia secondary to inadequate dietary iron intake
43054118	Urine iron	4171829	Iron measurement, urine
36211755	Iron overload	4246084	Iron overload
36211429	Cystitis radiation	201353	Irradiation cystitis
45885598	Incarcerated incisional hernia	4057658	Irreducible incisional hernia
35735911	Incarcerated umbilical hernia	4057651	Irreducible umbilical hernia
35506587	Menstruation irregular	196168	Irregular periods
36718561	Irregular sleep phase	436522	Irregular sleep-wake pattern
35708128	Irritable bowel syndrome	75576	Irritable bowel syndrome
42890201	Ischaemic nephropathy	44803059	Ischaemic nephropathy
37622408	Ischaemia	4200991	Ischemia
35708041	Colitis ischaemic	4148299	Ischemic colitis
36718601	Spinal cord ischaemia	4159137	Ischemic disorder of spinal cord
43562913	Ischaemic enteritis	4248564	Ischemic enteritis
35909626	Ischaemic hepatitis	4340384	Ischemic hepatitis
35607405	Macular ischaemia	4195991	Ischemic maculopathy
36718495	Ischaemic neuropathy	4046339	Ischemic neuropathy
35607013	Optic ischaemic neuropathy	373487	Ischemic optic neuropathy
36718016	Ischaemic stroke	4310996	Ischemic stroke
35809402	Ischaemic ulcer	4029926	Ischemic ulcer
35707502	Ischiatic hernia	4323966	Ischiatic hernia
35104285	Alloimmunisation	4238058	Isoimmunization
35506655	Hypoprolactinaemia	4284412	Isolated prolactin deficiency
35707967	Isosporiasis	4154124	Isosporiasis
37019432	Isosthenuria	4010188	Isosthenuria
37320197	Pruritus	4302654	Itching
35607123	Eye pruritus	4254270	Itching of eye
42889376	Device expulsion	4061671	IUD expelled
36110979	Creutzfeldt-Jakob disease	372241	Jakob-Creutzfeldt disease
36918993	Jamais vu	4151060	Jamais vu
36110892	Encephalitis Japanese B	381789	Japanese encephalitis virus disease
36009882	Jarisch-Herxheimer reaction	4030783	Jarisch Herxheimer reaction
35104306	Jaundice	137977	Jaundice
36516765	Pain in jaw	4168686	Jaw pain
35305883	Congenital jaw malformation	434063	Jaw to cranial base anomaly
35305594	Marcus Gunn syndrome	4197114	Jaw-winking syndrome
36918975	Jealous delusion	4300755	Jealous delusion disorder
35707811	Jejunal fistula	4119648	Jejunal fistula
35708334	Jejunal gangrene	4318830	Jejunal gangrene
35708306	Jejunal ulcer	4183009	Jejunal ulcer
35204916	Long QT syndrome congenital	4161597	Jervell and Lange-Nielsen syndrome
35306030	Asphyxiating thoracic dystrophy	4327478	Jeune thoracic dystrophy
45885712	Johanson-Blizzard syndrome	4294270	Johanson-Blizzard syndrome
42889652	Joint capsule rupture	4134955	Joint capsule rupture
36516804	Joint lock	4044512	Joint catching
36516814	Joint crepitation	4100499	Joint crepitus
36211088	Joint injury	4054054	Joint injury
42890535	Joint laxity	4185171	Joint laxity
36516812	Arthralgia	77074	Joint pain
36516817	Joint stiffness	72404	Joint stiffness
36516818	Joint swelling	4154927	Joint swelling
36718089	Vernet's syndrome	4151147	Jugular foramen syndrome
36311853	Venous pressure jugular	4292420	Jugular venous pressure
45885775	Junctional ectopic tachycardia	4170268	Junctional ectopic tachycardia
35104381	Juvenile chronic myelomonocytic leukaemia	4082481	Juvenile chronic myeloid leukemia
43053882	Juvenile idiopathic arthritis	4259507	Juvenile idiopathic arthritis
42890508	Juvenile myoclonic epilepsy	4267274	Juvenile myoclonic epilepsy
36517135	Osteochondrosis	433565	Juvenile osteochondrosis of spine
35406340	Juvenile spring eruption	4031005	Juvenile spring eruption
36316379	Blood potassium	4107462	k
35205147	Kabuki make-up syndrome	4197599	Kabuki make-up syndrome
36313052	Kaolin cephalin clotting time	4306423	Kaolin cephalin clotting time procedure
36111000	Kaposi's sarcoma	434584	Kaposi's sarcoma
36009947	Kaposi's sarcoma AIDS related	4224096	Kaposi's sarcoma associated with AIDS
36313819	Light chain analysis	4136733	Kappa/lambda light chain ratio
36312136	Karyotype analysis	4196111	Karyotype determination
35104687	Haemangioma-thrombocytopenia syndrome	4314802	Kasabach-Merritt syndrome
35606873	Kayser-Fleischer ring	373771	Kayser-Fleischer ring
35205283	Kearns-Sayre syndrome	4093427	Kearns-Sayre syndrome
37320088	Keloid scar	132982	Keloid scar
43053738	Kenny-Caffey syndrome	4221110	Kenny syndrome
35606856	Corneal deposits	4080669	Keratic precipitates
43054091	Keratinising squamous cell carcinoma of nasopharynx	44782582	Keratinizing squamous cell carcinoma of nasopharynx
35607053	Keratitis	374035	Keratitis
35305510	Keratitis-ichthyosis-deafness syndrome	4034568	Keratitis ichthyosis and deafness syndrome
36617199	Keratoacanthoma	4112746	Keratoacanthoma
35606874	Keratoconus	374362	Keratoconus
36009805	Keratoderma blenorrhagica	4185936	Keratoderma blennorrhagicum
37320084	Punctate keratosis	4163220	Keratoderma punctata
35606875	Keratomalacia	373476	Keratomalacia
35306284	Keratosis follicular	4174992	Keratosis follicularis
35406341	Keratosis obturans	4238709	Keratosis obturans
37320082	Keratosis pilaris	4197127	Keratosis pilaris
35909476	Kernicterus	4326231	Kernicterus
36718274	Kernig's sign	4308223	Kernig's sign
36416482	Ketoacidosis	4209145	Ketoacidosis
35506518	Diabetic ketoacidotic hyperglycaemic coma	4224254	Ketoacidotic coma in type 1 diabetes mellitus
43562849	Ketogenic diet	4024369	Ketogenic diet
37019433	Ketonuria	4171926	Ketonuria
36416483	Ketosis	4101761	Ketosis
37019299	Nephropathy	198124	Kidney disease
37019308	Renal disorder	198124	Kidney disease
36315315	Kidney palpable	4093338	Kidney palpable
37019456	Nephrolithiasis	201620	Kidney stone
37019372	Ureteric stenosis	4127559	Kinking of ureter
36110147	Cystitis klebsiella	4263853	Klebsiella cystitis
36416511	Hypersomnia-bulimia syndrome	4008567	Kleine-Levin syndrome
36919023	Kleptomania	434632	Kleptomania
35305477	Klinefelter's syndrome	438855	Klinefelter's syndrome
35305981	Klippel-Feil syndrome	433585	Klippel-Feil sequence
35305428	Klippel-Trenaunay syndrome	4240977	Klippel-Trenaunay-Weber syndrome
43562704	Injury to brachial plexus due to birth trauma	4221837	Klumpke-Dejerine paralysis
36516897	Knee deformity	4101367	Knee joint - varus deformity
42890582	Knuckle pads	4041695	Knuckle pads
37320113	Koebner phenomenon	4231424	Kobner phenomenon
37320288	Koilonychia	4279449	Koilonychia
36416507	Wernicke-Korsakoff syndrome	4288013	Korsakoff's psychosis
37420503	Kosher diet	4009268	Kosher diet
42890185	Dialysis efficacy test	4089853	kt/V
42890527	Expanded disability status scale	4169156	Kurtzke multiple sclerosis rating scale
36110980	Kuru	444373	Kuru
36416484	Kussmaul respiration	4190521	Kussmaul's respiration
36416531	Kwashiorkor	432593	Kwashiorkor
36110895	Kyasanur Forest disease	434273	Kyasanur forest disease
35205266	Kyphoscoliotic heart disease	317000	Kyphoscoliotic heart disease
36313690	LE cells present	4014128	L.E. cells present
37622440	Labile blood pressure	4354255	Labile blood pressure
36818828	Labour pain	4082449	Labor pain
36313967	Laboratory test	4034850	Laboratory test
35406382	Vestibular disorder	81303	Labyrinthine disorder
35406379	Inner ear disorder	78771	Labyrinthine dysfunction
35406380	Labyrinthine fistula	72926	Labyrinthine fistula
35406386	Inner ear inflammation	74052	Labyrinthitis
35406387	Labyrinthitis	74052	Labyrinthitis
36211305	Laceration	4148390	Laceration
42889650	Traumatic lung injury	255674	Laceration of lung without open wound into thorax
35708618	Mouth injury	4155029	Laceration of oral cavity
35809327	Drug ineffective	4243225	Lack of drug action
37420575	Exercise lack of	4165091	Lack of exercise
36919197	Loss of libido	4087317	Lack of libido
36919194	Libido decreased	443262	Lack or loss of sexual desire
35606933	Lacrimal fistula	439024	Lacrimal fistula
35607211	Lacrimal cyst	381024	Lacrimal gland cyst
35606935	Lacrimal mucocoele	434951	Lacrimal mucocele
35606936	Lacrimal passage granuloma	441563	Lacrimal sac granuloma
35708367	Lactase deficiency	4029736	Lactase deficiency
36312570	Blood lactate dehydrogenase	4121879	Lactate dehydrogenase
36314096	Blood lactic acid	4298217	Lactic acid
36416485	Lactic acidosis	4239233	Lactic acidosis
36818796	Galactocele	436167	Lactocele
35708368	Lactose intolerance	4143342	Lactose intolerance
36314185	Lactose tolerance test	4145299	Lactose tolerance test
36718017	Lacunar infarction	4046360	Lacunar infarction
35606937	Lagophthalmos	381021	Lagophthalmos
35306282	Ichthyosis	4003980	Lamellar ichthyosis
43562698	Collodion baby	4003980	Lamellar ichthyosis
35305460	Langer-Giedion syndrome	4165567	Langer-Giedion syndrome
42888962	Langerhans' cell histiocytosis	4028706	Langerhans cell histiocytosis, unifocal
35708328	Colon gangrene	4318537	Large bowel gangrene
35708254	Large intestinal obstruction	4090128	Large bowel obstruction
37019332	Kidney enlargement	4104152	Large kidney
35909594	Hepatomegaly	197676	Large liver
37119558	Ovarian enlargement	4281817	Large ovary
37119619	Prostatomegaly	4093346	Large prostate
43562850	Larsen syndrome	4272804	Larsen syndrome
37219986	Laryngeal granuloma	4218291	Laryngeal granuloma
36110950	Laryngeal papilloma	4048501	Laryngeal papillomatosis
37220006	Laryngospasm	437904	Laryngeal spasm
35306229	Laryngeal web	26514	Laryngeal web
36110693	Laryngitis	24969	Laryngitis
35306232	Laryngomalacia	4243790	Laryngomalacia
37219997	Reflux laryngitis	4186123	Laryngopharyngeal reflux
36315077	Lasegue's test negative	4181071	Lasegue test negative
36315078	Lasegue's test positive	4185501	Lasegue test positive
36110869	Lassa fever	4078535	Lassa fever
36211677	Post procedural complication	133088	Late amputation stump complication
36211103	Lower limb fracture	197150	Late effect of fracture of lower extremities
36211098	Femoral neck fracture	196858	Late effect of fracture of neck of femur
36211136	Upper limb fracture	438021	Late effect of fracture of upper extremities
36211247	Cranial nerve injury	437727	Late effect of injury to cranial nerve
36211430	Delayed effects of radiation	440577	Late effect of radiation
36211303	Injury	433633	Late effect of superficial injury
36718045	Cerebrovascular disorder	434056	Late effects of cerebrovascular disease
36110481	Central nervous system abscess	376968	Late effects of intracranial abscess or pyogenic infection
36109992	Post polio syndrome	377802	Late effects of poliomyelitis
37119646	Ejaculation delayed	4036117	Late ejaculation
36416486	Late metabolic acidosis of newborn	434474	Late metabolic acidosis of newborn
36009701	Asthma late onset	4119298	Late onset asthma
35708209	Vomiting in pregnancy	439880	Late vomiting of pregnancy
42889546	Latent syphilis	40485064	Latent syphilis
35607348	Eye luxation	380405	Lateral displacement of eye
42889344	Rubber sensitivity	4102123	Latex allergy
37320228	Idiopathic lenticular mucocutaneous pigmentation	4081077	Laugier-Hunziker syndrome
36516806	Ligament laxity	141667	Laxity of ligament
36110313	Hirudiniasis	436041	Leech infestation
35205322	Left atrial dilatation	4101029	Left atrial dilatation
35205323	Left atrial hypertrophy	40489802	Left atrial hypertrophy
35204911	Bundle branch block left	313209	Left bundle branch hemiblock
35205257	Left ventricular failure	439846	Left heart failure
35708156	Abdominal pain upper	194175	Left upper quadrant pain
36311822	Ejection fraction	4108582	Left ventricular ejection fraction
36311831	Left ventricular end-diastolic pressure	4081034	Left ventricular end-diastolic pressure
35205325	Left ventricular hypertrophy	4184746	Left ventricular hypertrophy
35205324	Left ventricular dysfunction	4047088	Left ventricular systolic dysfunction
37420484	Legal problem	4329840	Legal problem
42890060	Legionella test positive	4013259	Legionella antibody positive
36110153	Legionella infection	4097550	Legionella infection
36110154	Pneumonia legionella	4112820	Legionella pneumonia
36517114	Leiomyoma	4195317	Leiomyoma
36517055	Leiomyosarcoma	4201415	Leiomyosarcoma
36110808	Leishmaniasis	433407	Leishmaniasis
42888983	Lenegre's disease	4245913	Lenegre's disease
36718535	Lennox-Gastaut syndrome	4046213	Lennox-Gastaut syndrome
37320229	Lentigo	4160756	Lentigo
42890294	Lentigo maligna	4116197	Lentigo maligna
36110760	Lepromatous leprosy	137207	Lepromatous leprosy
36110761	Leprosy	432821	Leprosy
36110158	Meningitis leptospiral	4090081	Leptospiral meningitis
36110157	Leptospirosis	432246	Leptospirosis
37622398	Leriche syndrome	4146311	Leriche's syndrome
42889063	Dyschondrosteosis	4075151	Leri-Weill dyschondrosteosis
45886229	Hypoxanthine-guanine phosphoribosyl transferase deficiency	4016108	Lesch-Nyhan syndrome
36617200	Leser-Trelat sign	4010977	Leser-Trelat sign
35909492	Hepatic lesion	4104000	Lesion of liver
36718476	Peripheral nerve lesion	141004	Lesion of radial nerve
35707568	Rectal lesion	4103995	Lesion of rectum
35104597	Angiocentric lymphoma	133511	Lethal midline granuloma
35809077	Lethargy	4061577	Lethargy
35708569	Oral leukoedema	4195695	Leukedema of mouth
35104325	Leukaemia in remission	135766	Leukemia in remission
42888973	Leukaemic infiltration	40488861	Leukemic infiltration
35104324	Leukaemia cutis	4301780	Leukemic infiltration of skin
35104855	Leukaemoid reaction	432283	Leukemoid reaction
35606877	Leukocoria	373461	Leukocoria
43053941	Leukocyte alkaline phosphatase	4012535	Leukocyte alkaline phosphatase
35104856	Leukocytosis	438398	Leukocytosis
35305849	Leukodystrophy	374912	Leukodystrophy
36718123	Leukoencephalopathy	4027461	Leukoencephalopathy
37320293	Nail discolouration	4006158	Leukonychia
35104868	Leukopenia	435224	Leukopenia
35809195	Leukoplakia	4167091	Leukoplakia
35707554	Anal leukoplakia	4340796	Leukoplakia of anus
37019243	Bladder leukoplakia	4127567	Leukoplakia of bladder
37119503	Cervical leukoplakia	432962	Leukoplakia of cervix
35707841	Leukoplakia oesophageal	435577	Leukoplakia of esophagus
37219992	Laryngeal leukoplakia	4249305	Leukoplakia of larynx
37119573	Leukoplakia of penis	195009	Leukoplakia of penis
37119746	Vaginal leukoplakia	194703	Leukoplakia of vagina
42890359	Vocal cord leukoplakia	4323991	Leukoplakia of vocal cords
37119757	Vulval leukoplakia	4113837	Leukoplakia of vulva
37119636	Genital discharge	195873	Leukorrhea
45885763	Leukostasis syndrome	4147999	Leukostasis
35305556	Congenital androgen deficiency	4209291	Leydig cell agenesis
42889112	Luteinising hormone deficiency	4099782	LH - luteinizing hormone deficiency
37320187	Rash papular	141094	Lichen
37320174	Lichen myxoedematosus	4009503	Lichen myxedematosus
37320175	Lichen nitidus	132704	Lichen nitidus
37320176	Lichen planus	132703	Lichen planus
35306285	Lichen spinulosus	4171850	Lichen spinulosus
37320177	Lichen striatus	4174403	Lichen striatus
37320178	Lichenification	4063179	Lichenification
37320083	Lichenoid keratosis	4028560	Lichenoid dermatitis
35506775	Lid lag	377873	Lid lag
35606929	Eyelid retraction	443794	Lid retraction
35305452	Li-Fraumeni syndrome	4323645	Li-Fraumeni syndrome
36211258	Ligament injury	4136694	Ligament injury
36211259	Ligament rupture	4138286	Ligament rupture
37521958	Light anaesthesia	4086497	Light anesthesia
35104673	Light chain disease	4201136	Light chain disease
36818730	Small for dates baby	72726	Light-for-dates with signs of fetal malnutrition
42889173	Ligneous conjunctivitis	4296491	Ligneous conjunctivitis
35607069	Ciliary hyperaemia	4080862	Limbal hyperemia
42889152	Limbal stem cell deficiency	4218346	Limbal stem cell deficiency
36009846	Linear IgA disease	4317262	Linear IgA dermatosis
35306294	Sebaceous naevus	4179469	Linear sebaceous nevus sequence
42889003	Ectopic thyroid	4056878	Lingual thyroid
35708388	Linitis plastica	4243612	Linitis plastica
35305891	Macrocheilia	4178029	Lip hypertrophy
35708564	Lip swelling	44783305	Lip swelling
35708565	Lip ulceration	4271702	Lip ulcer
36416653	Lipoedema	4121791	Lipedema
35305811	Lipid proteinosis	4299851	Lipid proteinosis
35305850	Lipidosis	4027782	Lipid storage disease
35607404	Lipaemia retinalis	4319578	Lipidemia retinalis
36314062	Lipids abnormal	4042056	Lipids abnormal
37019435	Lipiduria	4012081	Lipiduria
36617949	Adenolipoma	4328878	Lipoadenoma
35306268	Congenital generalised lipodystrophy	4131907	Lipoatrophic diabetes
36416651	Lipoatrophy	4087489	Lipoatrophy
45885641	Lipoblastoma	4290972	Lipoblastoma
36416652	Lipodystrophy acquired	134324	Lipodystrophy
35809183	Lipogranuloma	4216598	Lipogranuloma
42888963	Multicentric reticulohistiocytosis	4224167	Lipoid dermatoarthritis
37219821	Pneumonia lipoid	4218175	Lipoid pneumonitis
36517016	Lipoma	440358	Lipoma
36617161	Lipoma of breast	4174580	Lipoma of breast
36416655	Lipomatosis	4290348	Lipomatosis
37320244	Adiposis dolorosa	4324974	Lipomatosis dolorosa
35306059	Lipomeningocele	4100564	Lipomeningocele
36314001	Lipoprotein (a)	4020636	Lipoprotein
36416656	Lipoprotein deficiency	435516	Lipoprotein deficiency disorder
36517059	Liposarcoma	4110857	Liposarcoma
35306090	Lissencephaly	4070082	Lissencephaly
36110163	Meningitis listeria	4136344	Listeria meningitis
36110162	Listeriosis	438059	Listeriosis
45885831	Lithotomy position	4031023	Lithotomy position
35707499	Diverticular hernia	4295793	Littre hernia
37320338	Livedo reticularis	4081096	Livedo reticularis
36009913	Segmented hyalinising vasculitis	4033864	Livedoid vasculitis
35909643	Hepatic adenoma	4301500	Liver cell adenoma
35909487	Hepatic cyst	4225905	Liver cyst
35909503	Liver injury	4352876	Liver damage
35909624	Hepatocellular injury	4352876	Liver damage
36818711	Complication of pregnancy	194699	Liver disorder in pregnancy
36313583	Hepatic enzyme abnormal	4042563	Liver enzymes abnormal
35707954	Fascioliasis	4346036	Liver fluke infection
36313594	Liver function test abnormal	438878	Liver function tests abnormal
36313595	Liver function test normal	4043075	Liver function tests normal
35909555	Hepatic haematoma	4096644	Liver hematoma
35909493	Hepatic mass	4101227	Liver mass
35909593	Hepatic pain	4009394	Liver pain
45886264	Liver palpable	4103997	Liver palpable
35909597	Liver tenderness	4010482	Liver tender
35909505	Liver transplant rejection	4341657	Liver transplant rejection
37420380	Living alone	4023168	Lives alone
37320339	Lividity	4028510	Lividity
37420381	Living in residential institution	4022081	Living in residential institution
36110588	Lobar pneumonia	4133224	Lobar pneumonia
37320242	Panniculitis lobular	4067747	Lobular panniculitis
36416639	Body fat disorder	438731	Localized adiposity
36110555	Localised infection	4018050	Localized infection
35606998	Corneal neovascularisation	372641	Localized vascularization of cornea
35205224	Endocarditis fibroplastica	42709957	Loeffler's endocarditis
35204915	Long QT syndrome	314664	Long QT syndrome
36516820	Loose body in joint	79104	Loose body in joint
36416514	Decreased appetite	442165	Loss of appetite
36718317	Loss of consciousness	372448	Loss of consciousness
35809106	Loss of control of legs	4010359	Loss of control of walking
36918961	Depersonalisation	4085688	Loss of identity
36919054	Apathy	4077965	Loss of initiative
36918948	Decreased interest	4085041	Loss of interest
37420369	Loss of employment	4144281	Loss of job
36516928	Lumbar spine flattening	4185975	Loss of lumbar lordosis
36718090	Anosmia	4185711	Loss of sense of smell
35708723	Ageusia	4289517	Loss of taste
36110845	Epidemic typhus	440636	Louse-borne typhus
36312070	Blood pressure decreased	314171	Low blood pressure reading
35205250	Low cardiac output syndrome	4185565	Low cardiac output syndrome
36718583	Hypertonic bladder	76153	Low compliance bladder
36314006	Low density lipoprotein	4329038	Low density lipoprotein
36313152	Red blood cell sedimentation rate decreased	4013525	Low erythrocyte sedimentation rate
37522005	Medical diet	4036937	Low fat diet
37420364	Low income	4310138	Low income
36919085	Self esteem decreased	4120401	Low self-esteem
35305546	Low set ears	4318715	Low set ears
35606989	Normal tension glaucoma	441561	Low tension glaucoma
35607450	Visual acuity reduced	376402	Low vision, one eye
35306164	Oculocerebrorenal syndrome	4194065	Lowe syndrome
35707868	Lower gastrointestinal haemorrhage	4338544	Lower gastrointestinal hemorrhage
36718451	Lower motor neurone lesion	4113238	Lower motor neurone lesion
36110589	Lower respiratory tract infection	4175297	Lower respiratory tract infection
42890219	Lower urinary tract symptoms	443350	Lower urinary tract symptoms
36718528	Convulsive threshold lowered	4078529	Lowered convulsive threshold
35204917	Lown-Ganong-Levine syndrome	437892	Lown-Ganong-Levine syndrome
35708590	Ludwig angina	4025487	Ludwig's angina
36110464	Intervertebral discitis	4067311	Lumbar discitis
35707504	Lumbar hernia	4051166	Lumbar hernia
36718578	Lumbar radiculopathy	4134121	Lumbar radiculopathy
36718497	Lumbosacral plexus lesion	197852	Lumbosacral plexus lesion
36718579	Radiculitis lumbosacral	444123	Lumbosacral radiculitis
37219832	Lung consolidation	4318404	Lung consolidation
36617779	Lung cyst	4168070	Lung cyst
36009841	Systemic sclerosis pulmonary	255304	Lung disease with systemic sclerosis
36316014	Pulmonary function test normal	4064736	Lung function testing normal
37219944	Pulmonary mass	4203096	Lung mass
36009898	Lung transplant rejection	4207623	Lung transplant rejection
36313662	Antiphospholipid antibodies	4078700	Lupus anticoagulant disorder
36313663	Antiphospholipid antibodies negative	44810400	Lupus anticoagulant negative
36313664	Antiphospholipid antibodies positive	44810401	Lupus anticoagulant positive
36045584	Chronic cutaneous lupus erythematosus	4035795	Lupus erythematosus profundus
35909627	Lupus hepatitis	4057084	Lupus hepatitis
36009818	Lupus vasculitis	4344495	Lupus vasculitis
36110772	Lupus vulgaris	4019692	Lupus vulgaris
35506657	Luteal phase deficiency	4127416	Luteal phase defect
37522124	Bed rest	4069440	Lying in bed
36110089	Lyme disease	440638	Lyme disease
42888934	Lymphatic fistula	4124988	Lymph fistula
35104735	Lymph node abscess	4185890	Lymph node abscess
35104740	Lymphadenitis	316084	Lymphadenitis
35104746	Lymphadenopathy	315085	Lymphadenopathy
35104749	Lymphangiectasia	4167819	Lymphangiectasis
35104753	Lymphangioma	433997	Lymphangioma
35104752	Lymphangioleiomyomatosis	4247665	Lymphangiomyomatosis
35104755	Lymphangiosarcoma	4272004	Lymphangiosarcoma
35104757	Lymphangitis	439840	Lymphangitis
35104729	Filariasis lymphatic	4346040	Lymphatic filariasis
35104763	Lymphoedema	435839	Lymphedema
35104762	Lymphocele	4119772	Lymphocele
36313369	Lymphocyte count	4254663	Lymphocyte count
36313370	Lymphocyte count abnormal	4306413	Lymphocyte count abnormal
36313373	Lymphocyte count normal	4306259	Lymphocyte count normal
36111019	Choriomeningitis lymphocytic	434860	Lymphocytic choriomeningitis
35708042	Colitis microscopic	4151446	Lymphocytic-plasmacytic colitis
35104871	Lymphopenia	441541	Lymphocytopenia
35104859	Lymphocytosis	320074	Lymphocytosis
35104764	Lymphogranuloma venereum	194287	Lymphogranuloma venereum
35707779	Lymphoid hyperplasia of appendix	441060	Lymphoid hyperplasia of appendix
